,velocity,minimize_passive_torques,minimize_activation,minimize_periodic_gait,maximize_distance,maxtime,energy
0,1.292180498507837,19425.723707616165,150.6881494029755,5.340464017589582,25.80715497780607,4000.0,0.6467089542434601
