,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.1975,1.1599329966498326,6499.97,280.2013147968531,-0.07749892791439457,0.8592227229355485,0.9180691258605643
