,hip_left,joints_angle1_ANGLE_HIPCOR_LEFT,knee_left,ankle_left,hip_right,joints_angle1_ANGLE_HIPCOR_RIGHT,knee_right,ankle_right,energy1_energy,footfall1_left,footfall1_right,distance1_distance
7320,-0.324681,-0.000151273,0.155218,0.063153,0.0725059,-0.000123675,0.19485,-0.0415786,1932.62,0,1,7.06878
7321,-0.320319,-0.00015038,0.14233900000000002,0.0639499,0.07365160000000001,-0.00012396,0.19583399999999998,-0.0411184,1933.0,0,1,7.07022
7322,-0.315938,-0.000149511,0.12947,0.06472939999999999,0.0748034,-0.000124233,0.196819,-0.0406532,1933.38,0,1,7.0716600000000005
7323,-0.311544,-0.000148672,0.116619,0.0654892,0.07595980000000001,-0.000124492,0.197805,-0.0401834,1933.76,0,1,7.0731
7324,-0.307137,-0.000147859,0.10379000000000001,0.0662278,0.0771203,-0.00012473899999999999,0.198794,-0.039709100000000004,1934.15,0,1,7.07454
7325,-0.302721,-0.000147076,0.090988,0.0669428,0.07828330000000001,-0.000124971,0.199786,-0.0392308,1934.54,0,1,7.07598
7326,-0.298298,-0.000146322,0.0782182,0.0676325,0.0794483,-0.000125189,0.200783,-0.0387486,1934.93,0,1,7.0774300000000006
7327,-0.29429299999999997,-0.00014591700000000002,0.0665578,0.0676908,0.0805294,-0.000124968,0.20185699999999998,-0.038299900000000005,1935.32,0,1,7.078869999999999
7328,-0.290957,-0.000145568,0.0566446,0.0667194,0.0814688,-0.000124596,0.20305499999999999,-0.0379086,1935.71,0,1,7.080310000000001
7329,-0.28829,-0.000144898,0.0484744,0.0646908,0.08226080000000001,-0.00012448100000000002,0.20438199999999998,-0.0375724,1936.11,0,1,7.081739999999999
7330,-0.286294,-0.000143863,0.0420527,0.0616082,0.08290349999999999,-0.000124665,0.205837,-0.0372847,1936.5,0,1,7.08316
7331,-0.284973,-0.000142519,0.037382099999999994,0.0575187,0.083396,-0.000125093,0.207418,-0.037038999999999996,1936.89,0,1,7.0845899999999995
7332,-0.284327,-0.000140939,0.0344616,0.0525158,0.0837388,-0.000125704,0.20912199999999997,-0.0368298,1937.28,0,1,7.086
7333,-0.28423899999999996,-0.00013913399999999999,0.032994199999999994,0.0469166,0.0839563,-0.00012653,0.210927,-0.0366431,1937.67,0,1,7.08741
7334,-0.284433,-0.00013709899999999998,0.0322808,0.0413106,0.0841076,-0.00012764,0.212781,-0.036452099999999994,1938.06,0,1,7.08882
7335,-0.28476399999999996,-0.000135,0.0319479,0.0360847,0.0842283,-0.000128859,0.21465399999999998,-0.036242199999999995,1938.45,0,1,7.09023
7336,-0.285154,-0.00013297,0.0318007,0.0314334,0.084338,-0.00013004799999999999,0.21652800000000003,-0.0360071,1938.83,0,1,7.091639999999999
7337,-0.285565,-0.000131078,0.0317399,0.0274697,0.08444700000000001,-0.000131138,0.218394,-0.0357452,1939.22,0,1,7.09305
7338,-0.285976,-0.000129348,0.0317166,0.024263,0.0845613,-0.000132103,0.220246,-0.035457199999999994,1939.6,0,1,7.094460000000001
7339,-0.286378,-0.000127783,0.031707400000000004,0.0218541,0.08468389999999999,-0.000132941,0.22208200000000003,-0.0351441,1939.98,0,1,7.09587
7340,-0.286767,-0.000126373,0.0317015,0.0202673,0.08481720000000001,-0.000133659,0.223899,-0.034807199999999996,1940.36,0,1,7.097289999999999
7341,-0.28714,-0.000125108,0.031694400000000005,0.019511700000000003,0.08496260000000001,-0.000134268,0.225696,-0.0344471,1940.74,0,1,7.0987
7342,-0.28749600000000003,-0.000123976,0.0316846,0.019581499999999998,0.0851215,-0.000134779,0.22747199999999998,-0.0340644,1941.12,0,1,7.1001199999999995
7343,-0.287835,-0.000122968,0.0316719,0.020449000000000002,0.08529550000000001,-0.000135202,0.229223,-0.0336591,1941.49,0,1,7.101539999999999
7344,-0.28815599999999997,-0.000122075,0.031657099999999994,0.022061599999999997,0.0854862,-0.000135545,0.23094800000000001,-0.033231199999999995,1941.87,0,1,7.10295
7345,-0.288459,-0.00012129,0.031641,0.0243405,0.0856958,-0.00013581299999999998,0.23264400000000002,-0.032780500000000004,1942.24,0,1,7.104369999999999
7346,-0.28874299999999997,-0.000120609,0.0316247,0.027181099999999996,0.0859267,-0.000136012,0.234308,-0.0323067,1942.61,0,1,7.1058
7347,-0.289008,-0.000120025,0.0316092,0.030455799999999998,0.08618150000000001,-0.000136147,0.235936,-0.031809699999999996,1942.98,0,1,7.10722
7348,-0.289252,-0.000119534,0.0315952,0.0340196,0.0864636,-0.000136223,0.23752399999999999,-0.031289199999999996,1943.36,0,1,7.108639999999999
7349,-0.28947399999999995,-0.00011913100000000001,0.0315834,0.0377186,0.08677639999999999,-0.000136243,0.239067,-0.030744999999999998,1943.73,0,1,7.1100699999999994
7350,-0.289673,-0.000118811,0.0315741,0.0413999,0.0871237,-0.000136212,0.240562,-0.030177299999999997,1944.1,0,1,7.1115
7351,-0.28984699999999997,-0.000118567,0.0315673,0.044918400000000004,0.08750939999999999,-0.000136134,0.24200300000000002,-0.0295861,1944.47,0,1,7.11292
7352,-0.289995,-0.000118395,0.031563,0.048142199999999996,0.08793730000000001,-0.000136013,0.243385,-0.0289717,1944.83,0,1,7.11435
7353,-0.290115,-0.00011829100000000001,0.0315608,0.0509576,0.08841139999999999,-0.000135853,0.244704,-0.0283344,1945.2,0,1,7.11579
7354,-0.290205,-0.00011824700000000001,0.0315601,0.0532721,0.08893530000000001,-0.00013565799999999998,0.245955,-0.0276748,1945.57,0,1,7.11722
7355,-0.290263,-0.00011826,0.0315604,0.055016699999999995,0.08951239999999999,-0.000135432,0.24713400000000002,-0.026993200000000002,1945.93,0,1,7.11865
7356,-0.29028899999999996,-0.000118326,0.0315608,0.0561471,0.0901462,-0.000135177,0.24823699999999999,-0.0262904,1946.29,0,1,7.120089999999999
7357,-0.29028000000000004,-0.000118439,0.0315604,0.0566431,0.0908396,-0.000134896,0.249261,-0.0255667,1946.65,0,1,7.12153
7358,-0.290236,-0.000118596,0.0315584,0.0565082,0.09159529999999999,-0.000134592,0.250201,-0.0248226,1947.01,0,1,7.12297
7359,-0.29015599999999997,-0.00011879200000000001,0.031553700000000004,0.055768200000000004,0.0924158,-0.00013426899999999998,0.251056,-0.0240586,1947.37,0,1,7.124410000000001
7360,-0.290038,-0.00011902399999999999,0.031545699999999996,0.0544698,0.0933031,-0.000133926,0.251822,-0.0232749,1947.72,0,1,7.12585
7361,-0.28988200000000003,-0.000119289,0.0315336,0.05267909999999999,0.0942591,-0.000133568,0.25249699999999997,-0.0224718,1948.07,0,1,7.1273
7362,-0.289688,-0.000119583,0.0315167,0.050479699999999995,0.09528500000000001,-0.000133195,0.253079,-0.021649599999999998,1948.41,0,1,7.12875
7363,-0.289455,-0.000119903,0.0314944,0.0479711,0.09638189999999999,-0.00013281,0.25356799999999996,-0.0208085,1948.76,0,1,7.13019
7364,-0.289184,-0.000120247,0.03146620000000001,0.0452656,0.0975505,-0.000132414,0.253961,-0.0199487,1949.1,0,1,7.131639999999999
7365,-0.28887399999999996,-0.00012061,0.031431799999999996,0.0424851,0.0987912,-0.000132008,0.254259,-0.0190702,1949.44,0,1,7.1331
7366,-0.288526,-0.00012099200000000001,0.0313912,0.0397574,0.100104,-0.000131594,0.25446199999999997,-0.0181733,1949.78,0,1,7.13455
7367,-0.28814,-0.000121389,0.0313444,0.0372134,0.101488,-0.000131173,0.254569,-0.0172579,1950.12,0,1,7.136
7368,-0.287717,-0.00012179899999999999,0.0312916,0.0349789,0.102943,-0.000130745,0.254583,-0.0163242,1950.46,0,1,7.137460000000001
7369,-0.287258,-0.000122221,0.0312334,0.033166,0.104467,-0.000130311,0.25450300000000003,-0.015372299999999998,1950.8,0,1,7.13892
7370,-0.28676399999999996,-0.000122655,0.0311707,0.0318624,0.10605999999999999,-0.000129871,0.254333,-0.0144025,1951.14,0,1,7.14038
7371,-0.286236,-0.00012309999999999998,0.031104800000000002,0.0311233,0.10771900000000001,-0.000129424,0.25407399999999997,-0.0134149,1951.48,0,1,7.141839999999999
7372,-0.285675,-0.000123555,0.031037000000000002,0.0309715,0.10944200000000001,-0.000128971,0.253729,-0.0124098,1951.82,0,1,7.1433
