hip,knee,ankle,fx,fy
18.0600000000000,5.91000000000000,1.56000000000000,0.0400000000000000,1.06000000000000
17.5800000000000,9.63000000000000,-0.480000000000000,-0.340000000000000,4.12000000000000
17.0600000000000,13.4200000000000,-2.24000000000000,-1.46000000000000,7.66000000000000
16.6200000000000,17.3000000000000,-2.94000000000000,-2.23000000000000,9.87000000000000
16.2100000000000,20.8200000000000,-2.32000000000000,-2.63000000000000,11.1600000000000
15.6200000000000,23.5100000000000,-0.740000000000000,-2.80000000000000,12.1100000000000
14.5800000000000,25,1.28000000000000,-2.67000000000000,12.6700000000000
13.0200000000000,25.2400000000000,3.25000000000000,-2.32000000000000,12.5600000000000
11.0500000000000,24.4800000000000,4.92000000000000,-1.92000000000000,11.7500000000000
8.87000000000000,22.9900000000000,6.13000000000000,-1.53000000000000,10.4900000000000
6.66000000000000,21.0700000000000,6.92000000000000,-1.19000000000000,9.04000000000000
4.51000000000000,18.9300000000000,7.35000000000000,-0.900000000000000,7.66000000000000
2.47000000000000,16.7200000000000,7.47000000000000,-0.680000000000000,6.57000000000000
0.550000000000000,14.5600000000000,7.36000000000000,-0.510000000000000,5.77000000000000
-1.25000000000000,12.5600000000000,7.16000000000000,-0.400000000000000,5.34000000000000
-2.94000000000000,10.7700000000000,7.02000000000000,-0.310000000000000,5.20000000000000
-4.56000000000000,9.23000000000000,7.04000000000000,-0.220000000000000,5.34000000000000
-6.12000000000000,7.95000000000000,7.22000000000000,-0.110000000000000,5.78000000000000
-7.61000000000000,6.98000000000000,7.49000000000000,0.0300000000000000,6.50000000000000
-8.99000000000000,6.36000000000000,7.74000000000000,0.230000000000000,7.55000000000000
-10.2000000000000,6.18000000000000,7.91000000000000,0.520000000000000,8.76000000000000
-11.2200000000000,6.56000000000000,7.95000000000000,0.930000000000000,10.0200000000000
-12.0400000000000,7.58000000000000,7.74000000000000,1.39000000000000,11.0700000000000
-12.6600000000000,9.33000000000000,7.11000000000000,1.86000000000000,11.7100000000000
-13.0500000000000,11.8800000000000,5.80000000000000,2.29000000000000,11.7000000000000
-13.1800000000000,15.3100000000000,3.53000000000000,2.57000000000000,10.8100000000000
-12.9400000000000,19.7300000000000,0.0700000000000000,2.52000000000000,8.83000000000000
-12.2400000000000,25.1400000000000,-4.43000000000000,2.03000000000000,6.26000000000000
-10.9500000000000,31.4800000000000,-9.48000000000000,1.26000000000000,3.71000000000000
-9.05000000000000,38.4800000000000,-14.2800000000000,0.620000000000000,1.90000000000000
-6.58000000000000,45.6300000000000,-17.9900000000000,0.240000000000000,0.770000000000000
-3.62000000000000,52.3700000000000,-19.9400000000000,0.0700000000000000,0.260000000000000
-0.300000000000000,58.1500000000000,-19.9500000000000,0.0100000000000000,0.0800000000000000
3.20000000000000,62.5800000000000,-18.2800000000000,0,0
6.67000000000000,65.3900000000000,-15.4900000000000,0,0
9.89000000000000,66.5200000000000,-12.2600000000000,0,0
12.6500000000000,66.0500000000000,-9.09000000000000,0,0
14.8700000000000,64.0900000000000,-6.25000000000000,0,0
16.6000000000000,60.8400000000000,-3.84000000000000,0,0
17.9200000000000,56.4600000000000,-1.92000000000000,0,0
18.9500000000000,51.0800000000000,-0.520000000000000,0,0
19.6900000000000,44.7900000000000,0.380000000000000,0,0
20.0600000000000,37.6400000000000,0.820000000000000,0,0
19.9900000000000,29.8100000000000,0.970000000000000,0,0
19.4900000000000,21.7400000000000,1.11000000000000,0,0
18.7000000000000,14.1400000000000,1.44000000000000,0,0
17.8600000000000,7.86000000000000,1.95000000000000,0,0
17.1800000000000,3.65000000000000,2.43000000000000,0,0
16.7600000000000,2.02000000000000,2.52000000000000,0,0
16.5500000000000,2.80000000000000,1.93000000000000,0,0
16.4600000000000,5.47000000000000,0.560000000000000,0,0
