hip,knee,ankle,fx,fy
5.65000000000000,4.09000000000000,2.71000000000000,0.330000000000000,1.22000000000000
5.75000000000000,3.83000000000000,2.76000000000000,0.570000000000000,1.78000000000000
5.89000000000000,4.26000000000000,2.86000000000000,0.670000000000000,1.77000000000000
6.03000000000000,4.60000000000000,3.08000000000000,0.650000000000000,1.66000000000000
6.12000000000000,4.76000000000000,3.45000000000000,0.680000000000000,1.66000000000000
6.18000000000000,4.83000000000000,3.73000000000000,0.640000000000000,1.57000000000000
6.18000000000000,4.87000000000000,3.77000000000000,0.510000000000000,1.36000000000000
6.09000000000000,4.94000000000000,3.65000000000000,0.410000000000000,1.08000000000000
5.94000000000000,5.01000000000000,3.49000000000000,0.360000000000000,0.880000000000000
5.81000000000000,5.06000000000000,3.35000000000000,0.330000000000000,0.900000000000000
5.73000000000000,5.08000000000000,3.24000000000000,0.330000000000000,0.950000000000000
5.71000000000000,5.06000000000000,3.16000000000000,0.330000000000000,0.960000000000000
5.73000000000000,5,3.14000000000000,0.330000000000000,1.02000000000000
5.79000000000000,4.89000000000000,3.18000000000000,0.320000000000000,1.11000000000000
5.91000000000000,4.73000000000000,3.26000000000000,0.310000000000000,1.22000000000000
6.10000000000000,4.51000000000000,3.38000000000000,0.300000000000000,1.27000000000000
6.30000000000000,4.26000000000000,3.53000000000000,0.280000000000000,1.26000000000000
6.49000000000000,4.02000000000000,3.68000000000000,0.260000000000000,1.18000000000000
6.67000000000000,3.85000000000000,3.80000000000000,0.260000000000000,1.03000000000000
6.82000000000000,3.78000000000000,3.86000000000000,0.320000000000000,0.880000000000000
6.94000000000000,3.82000000000000,3.91000000000000,0.430000000000000,0.880000000000000
7.04000000000000,3.95000000000000,4,0.560000000000000,0.990000000000000
7.14000000000000,4.15000000000000,4.19000000000000,0.690000000000000,1.05000000000000
7.23000000000000,4.37000000000000,4.45000000000000,0.800000000000000,0.990000000000000
7.32000000000000,4.58000000000000,4.76000000000000,0.850000000000000,0.740000000000000
7.42000000000000,4.78000000000000,5.17000000000000,0.790000000000000,0.700000000000000
7.56000000000000,5.01000000000000,5.69000000000000,0.660000000000000,1.43000000000000
7.70000000000000,5.26000000000000,6.15000000000000,0.680000000000000,2.05000000000000
7.79000000000000,5.51000000000000,6.25000000000000,0.760000000000000,2.12000000000000
7.82000000000000,5.73000000000000,5.83000000000000,0.620000000000000,1.70000000000000
7.76000000000000,5.84000000000000,5.21000000000000,0.330000000000000,1.11000000000000
7.63000000000000,5.75000000000000,5.11000000000000,0.170000000000000,0.590000000000000
7.46000000000000,5.42000000000000,5.73000000000000,0.0400000000000000,0.250000000000000
7.23000000000000,4.90000000000000,6.45000000000000,0,0
6.92000000000000,4.36000000000000,6.74000000000000,0,0
6.58000000000000,4.08000000000000,6.59000000000000,0,0
6.27000000000000,4.25000000000000,6.16000000000000,0,0
5.96000000000000,4.75000000000000,5.58000000000000,0,0
5.66000000000000,5.40000000000000,4.96000000000000,0,0
5.37000000000000,6.07000000000000,4.36000000000000,0,0
5.13000000000000,6.71000000000000,3.85000000000000,0,0
5.01000000000000,7.30000000000000,3.49000000000000,0,0
5.01000000000000,7.76000000000000,3.31000000000000,0,0
5.12000000000000,7.91000000000000,3.28000000000000,0,0
5.30000000000000,7.61000000000000,3.32000000000000,0,0
5.49000000000000,6.79000000000000,3.41000000000000,0,0
5.63000000000000,5.54000000000000,3.46000000000000,0,0
5.73000000000000,4.16000000000000,3.42000000000000,0,0
5.80000000000000,3.25000000000000,3.27000000000000,0,0
5.83000000000000,3.34000000000000,3.13000000000000,0,0
5.84000000000000,4.04000000000000,3.08000000000000,0,0
