hip,knee,ankle,fx,fy
5.64000000000000,4.19000000000000,3.93000000000000,0.140000000000000,0.570000000000000
5.79000000000000,4.58000000000000,4.36000000000000,0.350000000000000,1.31000000000000
5.77000000000000,4.79000000000000,4.32000000000000,0.530000000000000,1.49000000000000
5.64000000000000,4.98000000000000,4.02000000000000,0.470000000000000,1.46000000000000
5.56000000000000,5.11000000000000,3.95000000000000,0.420000000000000,1.28000000000000
5.63000000000000,5.12000000000000,4.05000000000000,0.450000000000000,1.07000000000000
5.81000000000000,5.17000000000000,4.01000000000000,0.440000000000000,0.870000000000000
5.94000000000000,5.34000000000000,3.81000000000000,0.400000000000000,0.740000000000000
5.90000000000000,5.61000000000000,3.56000000000000,0.370000000000000,0.740000000000000
5.73000000000000,5.85000000000000,3.36000000000000,0.350000000000000,0.780000000000000
5.57000000000000,5.95000000000000,3.24000000000000,0.330000000000000,0.750000000000000
5.47000000000000,5.85000000000000,3.19000000000000,0.310000000000000,0.660000000000000
5.38000000000000,5.57000000000000,3.18000000000000,0.270000000000000,0.610000000000000
5.36000000000000,5.18000000000000,3.18000000000000,0.240000000000000,0.700000000000000
5.51000000000000,4.84000000000000,3.21000000000000,0.210000000000000,0.850000000000000
5.75000000000000,4.69000000000000,3.30000000000000,0.200000000000000,0.980000000000000
5.96000000000000,4.64000000000000,3.44000000000000,0.190000000000000,1.08000000000000
6.14000000000000,4.66000000000000,3.60000000000000,0.190000000000000,1.13000000000000
6.34000000000000,4.74000000000000,3.79000000000000,0.200000000000000,1.13000000000000
6.58000000000000,4.86000000000000,4,0.240000000000000,1.11000000000000
6.86000000000000,4.95000000000000,4.25000000000000,0.300000000000000,1.07000000000000
7.14000000000000,4.98000000000000,4.51000000000000,0.350000000000000,1.03000000000000
7.40000000000000,4.97000000000000,4.75000000000000,0.390000000000000,0.970000000000000
7.68000000000000,4.96000000000000,4.98000000000000,0.430000000000000,0.940000000000000
7.97000000000000,4.97000000000000,5.26000000000000,0.420000000000000,1.07000000000000
8.25000000000000,5.05000000000000,5.65000000000000,0.360000000000000,1.34000000000000
8.51000000000000,5.22000000000000,6.12000000000000,0.290000000000000,1.64000000000000
8.71000000000000,5.49000000000000,6.56000000000000,0.420000000000000,1.81000000000000
8.81000000000000,5.86000000000000,6.87000000000000,0.510000000000000,1.65000000000000
8.72000000000000,6.20000000000000,6.93000000000000,0.410000000000000,1.16000000000000
8.39000000000000,6.30000000000000,6.64000000000000,0.210000000000000,0.600000000000000
7.84000000000000,6.05000000000000,6.19000000000000,0.0900000000000000,0.240000000000000
7.17000000000000,5.53000000000000,5.91000000000000,0.0300000000000000,0.0600000000000000
6.47000000000000,4.99000000000000,5.81000000000000,0,0.0100000000000000
5.80000000000000,4.75000000000000,5.57000000000000,0,0
5.22000000000000,4.93000000000000,5.06000000000000,0,0
4.75000000000000,5.41000000000000,4.45000000000000,0,0
4.44000000000000,5.99000000000000,3.99000000000000,0,0
4.35000000000000,6.51000000000000,3.76000000000000,0,0
4.43000000000000,6.93000000000000,3.63000000000000,0,0
4.59000000000000,7.22000000000000,3.49000000000000,0,0
4.76000000000000,7.42000000000000,3.27000000000000,0,0
4.84000000000000,7.55000000000000,2.94000000000000,0,0
4.83000000000000,7.54000000000000,2.65000000000000,0,0
4.75000000000000,7.29000000000000,2.71000000000000,0,0
4.68000000000000,6.69000000000000,3.09000000000000,0,0
4.72000000000000,5.73000000000000,3.45000000000000,0,0
4.84000000000000,4.54000000000000,3.53000000000000,0,0
5.02000000000000,3.55000000000000,3.40000000000000,0,0
5.23000000000000,3.28000000000000,3.33000000000000,0,0
5.43000000000000,3.60000000000000,3.52000000000000,0,0
