,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,3.688,2.02141,0.5481046637744035,867.69,429.24988003423357,-0.5064360012270225,0.8036719136400963,0.26504866174149194
