,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,4.3420000000000005,2.61551,0.6023744818056195,1489.64,569.5409308318455,-0.5337017054631099,0.684235775403806,0.1056097817959389
