,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.1457,1.1573428671433572,6035.23,260.74951286848096,0.021690687273435323,0.8564657022420542,0.9226001473183707
