,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.265,1.1633081654082704,6680.84,287.1626907371588,-0.09254963097177213,0.8567419826845603,0.9117882355451845
