,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.0067,1.1503925196259812,6386.62,277.5982648532819,-0.05080394354203111,0.8609382531752019,0.9229032110578458
