uid,ta_activitybasal,uid,0,maxtime,distance,mean_speed,energy,energy_to_dist,cor_ankle_left,rms_ankle_left,cor_hip_left,rms_hip_left,cor_knee_left,rms_knee_left,cor_ankle_right,rms_ankle_right,cor_hip_right,rms_hip_right,cor_knee_right,rms_knee_right,fit_stable,fit_cor,fit_rms,fit_energy,fit_corhip,fit_corknee,fit_corankle,fit_rmship,fit_rmsknee,fit_rmsankle,gas_activitybasal,hf_bl,deltas,vas_activitybasal,hamham_wf,vasvas_wf,kd,glu_activitybasal,kref,kbodyweight,hamhf_wl,gluglu_wf,tata_wl,ta_bl,solta_wf,sol_activitybasal,gasgas_wf,ham_activitybasal,ham_bl,solsol_wf,hfhf_wl,kp,hf_activitybasal,klean
param20val11,0.014666666666666666,param20val11,value,20.0,24.9971,1.249855,5485.12,219.43025390945348,0.5425489854214991,1.4432487410413066,0.8799156722905758,2.026740368081444,0.9583649382972156,1.5408725339980651,0.5127904915678504,1.4801604183552002,0.872236672986241,2.0046331798632475,0.9437167221404769,1.6881055193410839,1,78.49289137839763,-10.183760760680347,-21.943025390945348,87.60761726384084,95.10408302188462,52.76697384946747,-4.031373547944692,-3.228978053339149,-2.923409159396507,,,,,,,,,,,,,,,,,,,,,,,,
param20val8,0.010666666666666666,param20val8,value,20.0,25.0447,1.252235,5489.13,219.1733181072243,0.5497898105049353,1.4458891487072052,0.884229014173364,1.9409653145107773,0.9578472130755565,1.5503683959355228,0.5330333150324251,1.4631713177874475,0.8690389831024993,2.0484754818726474,0.9490417150796321,1.6235667747514382,1,79.04966751614019,-10.072436433565038,-21.91733181072243,87.66339986379317,95.34444640775943,54.14115627686802,-3.9894407963834246,-3.1739351706869607,-2.909060466494653,,,,,,,,,,,,,,,,,,,,,,,,
param20val22,0.244,param20val22,value,20.0,24.3654,1.21827,6036.95,247.7673257980579,0.21847587603273128,1.6323453824301803,0.8586982302223809,2.221653534921838,0.9685624661557266,1.5240199344278922,0.15556466184056977,1.694161093637059,0.8163287125972302,2.3200795627243673,0.947046001756488,1.8069441589053792,1,66.07793247675211,-11.199203667046715,-24.77673257980579,83.75134714098056,95.78042339561073,18.702026893665053,-4.541733097646205,-3.3309640933332716,-3.326506476067239,,,,,,,,,,,,,,,,,,,,,,,,
param20val29,0.46799999999999997,param20val29,value,9.913,9.08437,0.9164097649551094,3142.49,345.9227222140886,0.4010313692830178,2.116592174121441,0.9327564094586218,2.446413570888522,0.8111465542784758,2.4013811795036792,0.5917270478148013,2.2274758023192756,0.750849160101952,3.3163704994832197,0.9285601806726135,1.6578630206551606,-1000,73.60117869349138,-14.166096246971298,-34.59227222140886,84.1802784780287,86.98533674755447,49.63792085489096,-5.762784070371742,-4.05924420015884,-4.344067976440717,,,,,,,,,,,,,,,,,,,,,,,,
param20val4,0.005333333333333333,param20val4,value,20.0,25.0749,1.2537449999999999,5489.15,218.91014520496591,0.5512353465341704,1.4595501203582284,0.8832937127321984,1.9611730519264907,0.9570907766107966,1.5636922418802095,0.5403483087671818,1.4667291113015546,0.8740720786758078,1.9995831806825923,0.9490451235303878,1.6199101590175382,1,79.25142244750903,-10.070637865166614,-21.89101452049659,87.86828957040032,95.30679500705922,54.579182765067614,-3.960756232609083,-3.1836024008977475,-2.926279231659783,,,,,,,,,,,,,,,,,,,,,,,,
param20val19,0.14800000000000002,param20val19,value,20.0,23.5231,1.176155,5469.99,232.53695303765235,0.2605543182643858,1.5521027700853678,0.8592232063358565,1.9376669202696406,0.9215896371439503,1.9569450841622895,0.26020616661927387,1.54836504081556,0.8489744713188319,2.044273897022222,0.919355518438595,1.934513458999613,1,67.83172196868155,-10.973867171354692,-23.253695303765234,85.40988388273442,92.04725777912725,26.038024244182985,-3.9819408172918624,-3.891458543161902,-3.100467810900928,,,,,,,,,,,,,,,,,,,,,,,,
param20val26,0.37200000000000005,param20val26,value,19.287,20.5266,1.0642712708041686,7011.37,341.57483460485423,0.6417170692220368,1.5830847170517113,0.8291783407806966,3.1194948422023825,0.9069856398239942,2.0798799918762705,0.41936632105694144,2.0203610848031577,0.9087667533890614,3.3711437842074945,0.920898441560885,1.875236116504132,1,77.11520943056026,-14.049200536645147,-34.15748346048542,86.8972547084879,91.39420406924395,53.054169513948914,-6.490638626409877,-3.9551161083804027,-3.603445801854869,,,,,,,,,,,,,,,,,,,,,,,,
param20val25,0.34,param20val25,value,9.33,9.02917,0.9677566988210076,2950.66,326.7919421164957,0.40412565946893847,1.5687086847328588,0.9552385111244669,1.9707244906484407,0.9032426755772112,1.993017378120505,0.5346339192455402,1.847785850360224,0.7000055678111134,2.740278755301982,0.9018854451479414,1.9389144791771626,-1000,73.3188629729202,-12.059429638341173,-32.67919421164957,82.76220394677902,90.25640603625763,46.93797893572393,-4.7110032459504225,-3.9319318572976676,-3.416494535093083,,,,,,,,,,,,,,,,,,,,,,,,
param20val16,0.052000000000000005,param20val16,value,20.0,24.274,1.2137,5394.9,222.25014418719616,0.45206308986886706,1.4787420331724035,0.8725923788346133,1.9207067302840497,0.9431407917201572,1.7190431768086727,0.4475206528824606,1.4808115712244205,0.8667142822154877,1.9406485887635467,0.9319256863749384,1.8291680867110471,1,75.2326146982754,-10.369120186964139,-22.225014418719617,86.96533305250504,93.75332390475478,44.979187137566385,-3.8613553190475964,-3.54821126351972,-2.959553604396824,,,,,,,,,,,,,,,,,,,,,,,,
param20val27,0.40399999999999997,param20val27,value,5.3340000000000005,5.05465,0.947628421447319,1658.49,328.11173869605216,0.4290289595372408,1.614599431017774,0.9458896710192041,1.9870876115928267,0.7075545027066498,2.916746959998531,0.23617270078098668,1.4605219477971854,0.8422652145545808,2.458263273966594,0.907380239599163,2.2253026108356364,-1000,67.80485480329709,-12.662521835208548,-32.81117386960521,89.40774427868925,80.74673711529063,33.26008301591138,-4.445350885559421,-5.142049570834168,-3.075121378814959,,,,,,,,,,,,,,,,,,,,,,,,
param21val14,,param21val14,value,20.0,23.8277,1.191385,5361.44,225.00870835204404,0.36468346740376956,1.5118643243448986,0.867502250032833,1.9278546789714441,0.9250268479261226,2.0152658251284197,0.357817378507933,1.511937209430496,0.8616213033369278,1.9765537030060367,0.9246082092642948,2.0330861456999525,1,71.68765760786468,-10.976561886581248,-22.500870835204402,86.45617766848804,92.48175285952087,36.12504229558513,-3.904408381977481,-4.048351970828373,-3.0238015337753943,0.01866666666666666,,,,,,,,,,,,,,,,,,,,,,,
param21val2,,param21val2,value,8.67,8.790610000000001,1.0139111880046137,3288.82,374.1287578450187,0.5581110392735478,1.4381015228447136,0.8928184847699,2.94239428919987,0.9705389582149798,1.5572589412753013,0.6394472165369083,1.2552249055144087,0.8968354047949,2.665316127178984,0.957727588190706,1.3934071529139682,-1000,81.9246448630157,-11.251702938927245,-37.41287578450187,89.48269447824,96.4133273202843,59.8779127905228,-5.607710416378854,-2.9506660941892697,-2.6933264283591223,0.0026666666666666666,,,,,,,,,,,,,,,,,,,,,,,
param21val7,,param21val7,value,20.0,27.1369,1.356845,7143.33,263.2330885252184,0.5798967578629488,1.3894926405045556,0.8740873241252803,3.1346408002191124,0.9625656258013857,1.5506742949216954,0.5825110343317524,1.3607671569582227,0.8770614230571211,2.5855238352504606,0.9475707773176946,1.6439528100369931,1,80.39488237493639,-11.665051537891038,-26.32330885252184,87.55743735912007,95.50682015595402,58.12038960973507,-5.7201646354695725,-3.1946271049586885,-2.7502597974627783,0.00933333333333333,,,,,,,,,,,,,,,,,,,,,,,
param21val28,,param21val28,value,20.0,23.0792,1.15396,8233.73,356.7597663697182,0.33501555744485106,1.980844079933587,0.9135461581637514,2.5564789129218832,0.9886174159416184,0.5329423097371078,0.3136202227435079,2.0169539142543433,0.9048477472094064,2.5620840868415464,0.9821370773359299,0.6531940268005649,1,73.96306964731775,-10.302497330489032,-35.67597663697182,90.91969526865789,98.53772466387743,32.43178900941795,-5.11856299976343,-1.1861363365376727,-3.9977979941879305,0.4360000000000001,,,,,,,,,,,,,,,,,,,,,,,
param21val18,,param21val18,value,20.0,24.1399,1.206995,6486.15,268.6900111433767,0.3769893624660426,1.6853961333532632,0.8773634327349735,2.2232945775283377,0.9744035379805632,0.8336956145154725,0.3789382376413999,1.6832584371864852,0.8738419970040655,2.2116612927201267,0.9750294873883393,0.8152826046130378,1,74.27610092025641,-9.452588659916724,-26.86900111433767,87.56027148695196,97.47165126844513,37.79638000537212,-4.434955870248464,-1.6489782191285103,-3.368654570539748,0.11599999999999999,,,,,,,,,,,,,,,,,,,,,,,
param21val0,,param21val0,value,6.633,6.84017,1.031233227800392,2310.22,337.74306778925086,0.6758611703034895,1.1909134570798359,0.9062976641692055,2.8973419525263284,0.9832558058036149,1.3457985547261786,0.33513863584636855,1.4694743361482114,0.9333712168174658,3.350830132860575,0.9610445441223084,1.3140615369864317,-1000,79.91615061770754,-11.56841997032756,-33.77430677892509,91.98344404933356,97.21501749629617,50.5499903074929,-6.248172085386903,-2.65986009171261,-2.6603877932280473,0.0,,,,,,,,,,,,,,,,,,,,,,,
param21val9,,param21val9,value,20.0,26.8823,1.344115,6963.96,259.05372680165016,0.5586086444765572,1.3644125247418608,0.8615742137931415,3.0238661697284557,0.963236883943014,1.5650332997539893,0.592838622894309,1.2904952704543435,0.8653143799189587,3.1834274404000564,0.9572696710527762,1.514485368606756,1,79.98070693464594,-11.941720073685461,-25.905372680165016,86.34442968560501,96.02532774978951,57.572363368543314,-6.207293610128512,-3.0795186683607456,-2.6549077951962046,0.012,,,,,,,,,,,,,,,,,,,,,,,
param21val3,,param21val3,value,8.355,9.309,1.1141831238779172,2616.79,281.103233430014,0.5418336602148154,1.4991576650401244,0.8817288516186468,2.9692521347017884,0.9631854889980312,1.6103588996012874,0.6657668188455459,1.1828906346572023,0.8890975181758244,3.378174629265942,0.9610587389298364,1.3719476852030368,-1000,81.711184613045,-12.01178164846938,-28.110323343001397,88.54131848972355,96.21221139639337,60.38002395301807,-6.34742676396773,-2.9823065848043244,-2.6820482996973265,0.004,,,,,,,,,,,,,,,,,,,,,,,
param21val30,,param21val30,value,20.0,23.09,1.1545,8449.62,365.9428323949762,0.3161382099943375,2.0333371115200376,0.917111170558022,2.6025755936904695,0.9867699020016865,0.5728482716733561,0.3108024258206719,2.0385827673916492,0.9122962210597642,2.596291798677473,0.9848732771838494,0.6099964397518605,1,73.79985344363887,-10.453631982704847,-36.59428323949762,91.47036958088931,98.5821589592768,31.347031790750467,-5.1988673923679425,-1.1828447114252165,-4.071919878911687,0.5,,,,,,,,,,,,,,,,,,,,,,,
param21val20,,param21val20,value,20.0,23.465,1.17325,6987.46,297.7822288514809,0.3624685778922453,1.7944127103044387,0.8828615046354562,2.3769030816732903,0.9812839536720042,0.6592989067088859,0.3479019140695052,1.8144109447795695,0.8748824147691453,2.3791048944385875,0.9731646348146106,0.790222760306438,1,73.70938333088277,-9.814353298211211,-29.77822288514809,87.88719597023007,97.72242942433074,35.518524598087524,-4.756007976111878,-1.449521667015324,-3.6088236550840085,0.18,,,,,,,,,,,,,,,,,,,,,,,
param21val21,,param21val21,value,20.0,22.9248,1.1462400000000001,7129.64,311.00118648799554,0.3672141556473158,1.8272382483447176,0.8823349305046435,2.3397934144205452,0.9800564456683055,0.6765407116131322,0.35237463380980383,1.8466586796112865,0.8778413470390404,2.3645815615625665,0.9750967687080493,0.7556722900759997,1,73.9153046896193,-9.810484905628247,-31.100118648799555,88.0088138771842,97.75766071881775,35.97943947285598,-4.704374975983112,-1.432213001689132,-3.673896927956004,0.212,,,,,,,,,,,,,,,,,,,,,,,
param21val10,,param21val10,value,20.0,26.9889,1.349445,7026.16,260.3351748311343,0.5592642187868565,1.3731650558017534,0.8633503883862524,3.161508755745699,0.9528773497783075,1.61661281465844,0.5696345632910781,1.3575991079603882,0.8607436280065532,3.163001951671092,0.9618268420057936,1.5708250115687823,1,79.46161650424736,-12.242712697406155,-26.033517483113428,86.2047008196403,95.73520958920506,56.44493910389673,-6.324510707416791,-3.1874378262272223,-2.7307641637621414,0.01333333333333333,,,,,,,,,,,,,,,,,,,,,,,
param21val6,,param21val6,value,20.0,26.3726,1.31863,7034.84,266.7480642788349,0.6060030305493023,1.3374762972826557,0.8497697923378583,2.8409933308863606,0.9630069064828874,1.6415211195458657,0.6316010947242555,1.2388668025771739,0.8780245564704307,3.025927038280215,0.9715685192053699,1.6122877707047731,1,81.66623166283507,-11.697072359277042,-26.67480642788349,86.38971744041444,96.72877128441286,61.88020626367789,-5.866920369166575,-3.253808890250639,-2.5763430998598293,0.008,,,,,,,,,,,,,,,,,,,,,,,
param21val24,,param21val24,value,20.0,22.7762,1.1388099999999999,7646.27,335.71315671622136,0.3462943728380765,1.9213066911047918,0.9010276315268951,2.4116067429551085,0.9837673358796835,0.6100207882200673,0.3352261160175104,1.934859587831961,0.890550294472738,2.4559096898031463,0.9799872740055614,0.6755552049346547,1,73.94755041234107,-10.00925870484973,-33.57131567162214,89.57889629998166,98.18773049426224,34.07602444277934,-4.867516432758254,-1.2855759931547222,-3.856166278936753,0.30800000000000005,,,,,,,,,,,,,,,,,,,,,,,
param21val12,,param21val12,value,20.0,26.5887,1.329435,6867.86,258.2999544919458,0.5460448482482689,1.3761320432584656,0.8654646794966511,3.0710824281338733,0.9579544302129254,1.5698220141910892,0.5499224291103338,1.3779605028244015,0.8531842803256295,3.171760677022981,0.9503723096036261,1.6166754680852637,1,78.71571628329058,-12.183433133516075,-25.82999544919458,85.93244799111403,95.41633699082756,54.798363867930135,-6.2428431051568545,-3.186497482276353,-2.754092546082867,0.016,,,,,,,,,,,,,,,,,,,,,,,
param21val23,,param21val23,value,20.0,22.6718,1.13359,7471.21,329.537575313826,0.3581392404944429,1.8839393910162665,0.8954877962743528,2.399025253720402,0.9858840806918601,0.5689465506472555,0.3369665534255993,1.9231071259892747,0.8852627567563784,2.4055837697445073,0.9766492143602393,0.7280646738470189,1,73.97316070004788,-9.908666764964725,-32.9537575313826,89.03752765153656,98.12666475260497,34.75528969600211,-4.804609023464909,-1.2970112244942744,-3.807046517005541,0.276,,,,,,,,,,,,,,,,,,,,,,,
param21val17,,param21val17,value,20.0,24.3623,1.218115,6161.0,252.89073691728612,0.41655384189162015,1.5843818055105472,0.8776643756694951,2.1082083834014314,0.9782128383629911,0.9058263842600623,0.4002874447657018,1.6028562276325442,0.8644546974082107,2.127271924174268,0.9693263787971584,1.0097828586936954,1,75.10832628158629,-9.338327583672548,-25.28907369172861,87.1059536538853,97.37696085800748,40.8420643328661,-4.235480307575699,-1.915609242953758,-3.1872380331430916,0.084,,,,,,,,,,,,,,,,,,,,,,,
param21val13,,param21val13,value,20.0,26.1864,1.30932,6679.11,255.06026028778297,0.5533476164383383,1.3488064089997964,0.8581864183805695,2.965024870619981,0.9614356860321535,1.5487991188325854,0.5337659805680601,1.3966751810904918,0.8639932398867397,3.0052394429952862,0.9618646102539646,1.571176245569735,1,78.87655919266376,-11.835721268107875,-25.506026028778297,86.10898291336547,96.1650148143059,54.35567985031993,-5.970264313615267,-3.11997536440232,-2.7454815900902885,0.017333333333333333,,,,,,,,,,,,,,,,,,,,,,,
param21val5,,param21val5,value,20.0,26.6877,1.334385,7205.42,269.99029515469675,0.6391291506248251,1.2095879232168778,0.8724477267757786,2.821697345028195,0.9552529039966287,1.9880236101292779,0.6057801018042384,1.316897984375496,0.8652556879954292,2.673511345459619,0.9719848323317024,1.5724661400774365,1,81.83084005881004,-11.582184348286901,-26.999029515469676,86.88517073856039,96.36188681641656,62.24546262145317,-5.495208690487814,-3.560489750206714,-2.526485907592374,0.006666666666666665,,,,,,,,,,,,,,,,,,,,,,,
