uid,ta_activitybasal,uid,0,maxtime,distance,mean_speed,energy,energy_to_dist,cor_ankle_left,rms_ankle_left,cor_hip_left,rms_hip_left,cor_knee_left,rms_knee_left,cor_ankle_right,rms_ankle_right,cor_hip_right,rms_hip_right,cor_knee_right,rms_knee_right,fit_stable,fit_cor,fit_rms,fit_energy,fit_corhip,fit_corknee,fit_corankle,fit_rmship,fit_rmsknee,fit_rmsankle,gas_activitybasal,hf_bl,deltas,vas_activitybasal,hamham_wf,vasvas_wf,kd,glu_activitybasal,kref,kbodyweight,hamhf_wl,gluglu_wf,tata_wl,ta_bl,solta_wf,sol_activitybasal,gasgas_wf,ham_activitybasal,ham_bl,solsol_wf,hfhf_wl,kp,hf_activitybasal,klean
param2val24,,param2val24,value,3.68,2.47826,0.6734402173913043,1370.58,553.0412466811391,0.5518594679452625,1.5594479451897971,0.9634171488792223,2.4176912726521462,0.26086078307795013,4.33104907224481,,1.4032145288982965,,2.357283523057592,,5.485775059008249,-1000,29.60228999837392,-17.554461401050894,-55.304124668113914,48.17085744396111,13.043039153897507,27.592973397263126,-4.774974795709738,-9.81682413125306,-2.9626624740880936,,,,,,15.46,,,,,,,,,,,,,,,,,,
param2val12,,param2val12,value,20.0,22.826,1.1413,5277.23,231.19381407167262,0.43381295034432976,1.435907274178044,0.8384665005025949,2.0433061606207295,0.934557130849662,1.671657380304501,0.4272647489388271,1.4415571015986015,0.8299074889205299,2.0949921900059065,0.9277746504204586,1.767867784670248,1,73.19639116627336,-10.455287891378031,-23.11938140716726,83.41869947115623,93.11658906350603,43.05388496415784,-4.138298350626636,-3.439525164974749,-2.8774643757766456,,,,,,0.92,,,,,,,,,,,,,,,,,,
param2val23,,param2val23,value,3.661,2.4595700000000003,0.6718301010652827,1355.51,551.1166586029265,-0.4926219630243964,3.0634813241274492,0.9634171488792223,2.4176912726521462,0.31204744790708233,4.195866301632978,,1.4032145288982965,,2.357283523057592,,5.485775059008249,-1000,13.047377229365134,-18.92331200937671,-55.111665860292646,48.17085744396111,15.602372395354116,-24.63109815121982,-4.774974795709738,-9.681641360641226,-4.466695853025746,,,,,,13.87,,,,,,,,,,,,,,,,,,
param2val17,,param2val17,value,20.0,24.448,1.2224,7094.03,290.16811191099475,0.3743304395811488,1.6232192945810424,0.8928524345233505,2.0830403305634833,0.9648695644692101,2.1719348803333824,0.30631560855017026,1.6871343655056918,0.8664477811290124,2.233386054694223,0.9654228516803072,2.149411578040391,1,72.83731133221998,-11.948126503718214,-29.016811191099475,87.96501078261815,96.51462080747586,34.032302406565954,-4.3164263852577065,-4.321346458373773,-3.3103536600867343,,,,,,4.33,,,,,,,,,,,,,,,,,,
param2val13,,param2val13,value,20.0,23.049,1.15245,5295.36,229.74358974358972,0.4266677327450917,1.4481513695812462,0.8533474424557957,1.992163914072866,0.9394520096071648,1.7249378369511401,0.4049411044653127,1.4653845327182164,0.836258963355448,2.0662446639523138,0.9259012331051172,1.82863176752442,1,73.10947476223217,-10.525514084800204,-22.97435897435897,84.48032029056219,93.2676621356141,41.58044186052022,-4.05840857802518,-3.55356960447556,-2.9135359022994627,,,,,,0.9966666666666666,,,,,,,,,,,,,,,,,,
param2val5,,param2val5,value,2.766,2.02141,0.7308062183658712,867.69,429.24988003423357,0.5518594679452625,1.5594479451897971,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.6598898836645675,1.1536516682613291,0.9136862436400405,2.090489028422298,0.3552878862609225,5.0035046994632,-1000,69.8126041415688,-15.41876558390631,-42.92498800342336,93.85516962596314,54.99517521825178,60.58746758049149,-4.508180301074445,-8.19748566938074,-2.713099613451126,,,,,,0.3833333333333333,,,,,,,,,,,,,,,,,,
param2val15,,param2val15,value,20.0,23.5548,1.17774,5347.14,227.00850782006216,0.39782133296771705,1.481582171488569,0.8585125840156757,1.9673278013983821,0.9334969231785037,1.8256529898156688,0.39328530947159884,1.4789084182537926,0.8482676551402646,2.035144963933731,0.9268405844596288,1.8868408284675313,1,72.6370731538898,-10.675457173357675,-22.700850782006217,85.33901195779701,93.01687538190663,39.55533212196579,-4.002472765332113,-3.7124938182832,-2.9604905897423617,,,,,,1.15,,,,,,,,,,,,,,,,,,
param2val1,,param2val1,value,2.693,2.02141,0.7506164129223913,867.69,429.24988003423357,0.5518594679452625,1.5594479451897971,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.5713955552302008,1.269213781295369,0.8835400070692482,2.1028017531632064,0.22506951194035274,5.6065366616090495,-1000,65.66495515280667,-16.14967238382711,-42.92498800342336,92.34785779742352,48.484256502223296,56.16275115877316,-4.520493025815353,-8.80051763152659,-2.828661726485166,,,,,,0.07666666666666666,,,,,,,,,,,,,,,,,,
param2val11,,param2val11,value,20.0,22.5671,1.128355,5262.76,233.20497538451994,0.4536330641015629,1.4077253153935994,0.8364809417285793,2.050253870899636,0.9356606640540921,1.6656815782808865,0.446827655987386,1.4106712314381995,0.8239133459932639,2.123178823572684,0.9298032931463871,1.719462374308295,1,73.77198275018786,-10.376973193893301,-23.320497538451995,83.01971438609218,93.27319786002396,45.02303600444745,-4.17343269447232,-3.3851439525891815,-2.818396546831799,,,,,,0.8433333333333333,,,,,,,,,,,,,,,,,,
param2val8,,param2val8,value,3.736,2.02141,0.5410626338329764,867.69,429.24988003423357,0.6433345259283846,1.2314800607567369,0.9634171488792223,2.4176912726521462,0.5206722104675283,3.6578288227504414,0.5186198249350188,1.3200180351445776,0.8029970154141705,2.5185221685272836,0.97059730037285,1.7993666193624405,-1000,73.66063376661957,-12.944906979193625,-42.92498800342336,88.32070821466964,74.56347554201892,58.09771754317017,-4.936213441179429,-5.457195442112882,-2.5514980959013145,,,,,,0.6133333333333333,,,,,,,,,,,,,,,,,,
param2val22,,param2val22,value,3.68,2.60396,0.7075978260869564,1548.31,594.5982273153197,0.5518594679452625,1.5594479451897971,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.2741789669221041,1.5599596852100137,0.7237014057634217,2.743261656401922,0.9302889728778376,2.0819623449391553,-1000,69.80102634153269,-13.556303874310574,-59.45982273153197,84.3559277321322,83.74522954909753,41.30192174336833,-5.160952929054068,-5.275943314856695,-3.119407630399811,,,,,,12.28,,,,,,,,,,,,,,,,,,
param2val29,,param2val29,value,3.6950000000000003,2.6079,0.7057916102841677,1598.45,612.9261091299513,0.5518594679452625,1.5594479451897971,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.2404266575702975,1.5898887420890364,0.7126370020538428,2.747296269925532,0.9136236915068455,2.1927909505879177,-1000,68.7763264343264,-13.701096150361971,-61.29261091299513,83.80270754665325,82.91196548054793,39.614306275778,-5.164987542577679,-5.386771920505458,-3.1493366872788338,,,,,,23.41,,,,,,,,,,,,,,,,,,
param2val4,,param2val4,value,2.737,2.02141,0.7385495067592254,867.69,429.24988003423357,0.5518594679452625,1.5594479451897971,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.6208945983005051,1.2062020853236692,0.9013483691477256,2.0903779949819556,0.29850190237465685,5.252386188536577,-1000,68.01061841252476,-15.720086456601685,-42.92498800342336,93.2382759013474,52.1558760239385,58.63770331228838,-4.508069267634102,-8.446367158454118,-2.7656500305134664,,,,,,0.30666666666666664,,,,,,,,,,,,,,,,,,
param2val19,,param2val19,value,20.0,23.6676,1.18338,10363.0,437.8559718771654,0.24861985335066925,1.8263821246655798,0.8490890612696316,2.4995458841201925,0.9507103275419286,2.5165445189533195,0.26317503626959216,1.8198897183978024,0.865448534543304,2.428426953321118,0.957869208148627,2.4937822358637827,1,68.91520035206254,-13.584571435321795,-43.78559718771654,85.72687979064678,95.42897678452778,25.58974448101307,-4.9279728374413105,-5.010326754817102,-3.6462718430633823,,,,,,7.51,,,,,,,,,,,,,,,,,,
param2val26,,param2val26,value,3.658,2.46285,0.6732777474029524,1380.67,560.5984936151207,-0.4408702862314188,3.2088082482192495,0.9634171488792223,2.4176912726521462,0.09642492353686857,4.713440354497122,,1.4032145288982965,,2.357283523057592,,5.485775059008249,-1000,10.316196436411202,-19.586212986332654,-56.059849361512065,48.17085744396111,4.821246176843428,-22.043514311570938,-4.774974795709738,-10.199215413505371,-4.612022777117546,,,,,,18.64,,,,,,,,,,,,,,,,,,
param2val25,,param2val25,value,3.673,2.45766,0.6691151647154915,1379.63,561.3591790565009,0.5518594679452625,1.5594479451897971,0.9634171488792223,2.4176912726521462,0.1796244442290316,4.542377326364632,,1.4032145288982965,,2.357283523057592,,5.485775059008249,-1000,28.24835101755861,-17.765789655170714,-56.13591790565009,48.17085744396111,8.98122221145158,27.592973397263126,-4.774974795709738,-10.02815238537288,-2.9626624740880936,,,,,,17.05,,,,,,,,,,,,,,,,,,
param2val16,,param2val16,value,20.0,24.2582,1.21291,5859.3,241.53894353249626,0.32803405183798484,1.6211752473993555,0.8739812468635688,1.9463291483573644,0.9618615420851687,1.9813021852370747,0.3196687255738207,1.6260665708009576,0.8657351655808435,2.0222953499918543,0.9552223810851551,2.003381457241048,1,71.74171855044236,-11.200549959027654,-24.153894353249626,86.98582062222061,95.85419615851619,32.38513887059028,-3.968624498349219,-3.9846836424781227,-3.247241818200313,,,,,,2.74,,,,,,,,,,,,,,,,,,
param2val27,,param2val27,value,3.658,2.45689,0.6716484417714599,1382.44,562.6788338102235,-0.44592612428432804,3.2442154946218014,0.9634171488792223,2.4176912726521462,0.1430612209366042,4.659017274962503,,1.4032145288982965,,2.357283523057592,,5.485775059008249,-1000,11.009204092191643,-19.56719715320059,-56.26788338102235,48.17085744396111,7.15306104683021,-22.2963062142164,-4.774974795709738,-10.144792333970752,-4.647430023520098,,,,,,20.23,,,,,,,,,,,,,,,,,,
param9val14,,param9val14,value,9.413,10.2711,1.0911611600977371,2906.48,282.9765068979953,0.6732576024535453,1.2283435215346914,0.8684765184335226,2.37282358222482,0.9812300306545767,1.083995439195472,0.5729686501504248,1.3820218259859969,0.8180840356512213,2.549274310773007,0.8663552596957695,1.952889671082263,-1000,79.67286828398433,-10.569348350796249,-28.297650689799532,84.3280277042372,92.37926451751731,62.3113126301985,-4.922097892997827,-3.0368851102777352,-2.6103653475206885,,,,,,,0.2333333333333333,,,,,,,,,,,,,,,,,
param9val2,,param9val2,value,3.447,2.02141,0.5864258775747027,867.69,429.24988003423357,0.43329196242698537,1.6528413062964615,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.7674654881149244,1.0476051052125337,0.880863606543913,2.701500133790003,0.4750627151326092,8.22685745817932,-1000,71.07860898669612,-19.240476246048004,-42.92498800342336,92.21403777115677,60.98391666183611,60.037872527095494,-5.119191406442149,-11.42083842809686,-2.7004464115089952,,,,,,,0.03333333333333333,,,,,,,,,,,,,,,,,
param9val7,,param9val7,value,8.701,6.630839999999999,0.7620779220779219,3344.58,504.39763287909227,0.6206633660863086,1.3640548501930365,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.6330591984838249,1.2005474460814012,0.7432575622677875,3.184217019424666,0.8064863396759749,2.296285034276112,-1000,75.19165389162052,-13.656776592544903,-50.43976328790923,85.3337355573505,77.55509788900441,62.686128228506675,-5.601908292076812,-5.490266004193652,-2.5646022962744377,,,,,,,0.11666666666666667,,,,,,,,,,,,,,,,,
param9val28,,param9val28,value,4.684,4.11826,0.8792186165670367,1417.47,344.19147892556566,0.7259385646234408,1.1196385622570786,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.7493274233112701,1.05613892332007,0.9086403935770254,2.7483703724383575,0.7684877536543601,2.9414903323540456,-1000,81.00711503582387,-13.477310432939237,-34.419147892556566,93.60287712281239,75.65516858792365,73.76329939673553,-5.166061645090504,-6.135471302271586,-2.1757774855771483,,,,,,,1.7666666666666666,,,,,,,,,,,,,,,,,
param9val18,,param9val18,value,20.0,23.9508,1.19754,5507.07,229.93261185430129,0.3826762597218158,1.5077448694214886,0.8761139045135314,1.8768253076431298,0.9386010428731687,1.8261643059592716,0.3617457155356171,1.5202347231959517,0.8576436672244193,1.982039396740438,0.9297992392878932,1.8921671332411563,1,72.44299715260742,-10.605175736201435,-22.99326118543013,86.68787858689754,93.4200141080531,37.22109876287164,-3.858864704383568,-3.718331439200428,-3.02797959261744,,,,,,,0.6,,,,,,,,,,,,,,,,,
param9val0,,param9val0,value,3.837,2.18722,0.5700338806359134,867.69,396.7090644745385,0.2938585530542294,1.784889091355626,0.38478278598981286,5.341524983702016,0.4131078528303746,4.514357943658207,0.7832105506178448,1.0440486903335184,0.6657933163971671,3.3080149575001685,0.9545099734270489,1.9445933294063993,-1000,58.25438387194129,-17.937428995955933,-39.670906447453845,52.528805119348995,68.38089131287117,53.853455183603714,-8.649539941202184,-6.458951273064606,-2.8289377816891443,,,,,,,0.0,,,,,,,,,,,,,,,,,
param9val9,,param9val9,value,7.9190000000000005,5.8312599999999986,0.7363631771688343,2725.98,467.4770118293475,0.3402982783882556,2.010641958303414,0.7828929849768328,3.1824654050818935,0.7446156181041131,3.1939809699175403,-0.1835524744346596,1.923524675165895,-0.15116403390610786,9.82078956276315,0.07113125521185824,4.763616150539547,-1000,26.73702713900487,-24.89501872177144,-46.74770118293475,31.586447553536246,40.78734366579857,7.8372901976798,-13.003254967845043,-7.957597120457088,-3.9341666334693093,,,,,,,0.15,,,,,,,,,,,,,,,,,
param9val3,,param9val3,value,4.745,3.56022,0.7503097997892518,1404.23,394.42225480447837,0.6449692945412286,1.5005403474547603,0.6250586205865557,4.731324655350619,0.7446156181041131,3.1939809699175403,0.717451255842687,1.4112423079578935,0.8624744761984695,5.01318106829739,0.603052425531957,3.6304380833798247,-1000,69.96036151341686,-19.480707432358027,-39.44222548044784,74.37665483925127,67.3834021818035,68.12102751919578,-9.74450572364801,-6.824419053297365,-2.9117826554126536,,,,,,,0.05,,,,,,,,,,,,,,,,,
param9val30,,param9val30,value,4.823,4.98765,1.0341385030064276,1760.29,352.92973644902906,0.7451681425073117,1.0234999160502627,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.7485504423494258,1.08767791115785,0.8710017119549718,2.677371708734317,0.5393181500607438,3.7730460961583043,-1000,76.86785356426314,-14.173267874670422,-35.29297364490291,91.7209430417097,64.19668840824284,74.68592924283688,-5.095062981386463,-6.967027066075845,-2.1111778272081128,,,,,,,2.0,,,,,,,,,,,,,,,,,
param9val20,,param9val20,value,20.0,25.785,1.28925,6450.75,250.17452006980804,0.41857042578855913,1.4799267170049508,0.9058865985735632,2.3562300390961775,0.955472840724994,1.497992149244012,0.4227570955969072,1.4720098986623351,0.8999406023111564,2.366878830110294,0.9504330479171966,1.569961890276332,1,75.88434351520627,-10.7429995243941,-25.017452006980804,90.29136004423599,95.29529443210953,42.06637606927332,-4.723108869206472,-3.0679540395203437,-2.951936615667286,,,,,,,0.8333333333333334,,,,,,,,,,,,,,,,,
param9val21,,param9val21,value,20.0,26.763,1.3381500000000002,6816.35,254.69304636998842,0.447845528345016,1.4582326646465857,0.9233597799735678,2.522633420235985,0.962323142331174,1.3558217068266876,0.4399590209709684,1.4765089181558273,0.9155660380200651,2.297218002537532,0.9661485620948647,1.3418045437535717,1,77.58670119559426,-10.452219256156189,-25.469304636998842,91.94629089968164,96.42358522130193,44.39022746579922,-4.819851422773517,-2.6976262505802593,-2.9347415828024133,,,,,,,0.95,,,,,,,,,,,,,,,,,
param9val10,,param9val10,value,5.062,3.797730000000001,0.7502429869616754,1148.77,302.48859186935346,0.6965583207229155,1.2127773671122606,0.7358245490791524,3.0737294481785336,0.9244866084574912,1.8128270658543282,0.2651436069402269,1.5661361096378652,0.6001184415616071,3.7113412242205643,0.8035207906354676,2.7409438795473218,-1000,67.09420528994767,-14.117755094550875,-30.248859186935345,66.79714953203796,86.40036995464794,48.085096383157115,-6.7850706723990974,-4.55377094540165,-2.778913476750126,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,
param9val6,,param9val6,value,8.414,7.5643600000000015,0.899020679819349,2671.83,353.2129618368242,0.56389695287403,1.355843370490058,0.9634171488792223,2.4176912726521462,0.6321471038741059,4.962448875526171,0.7303767209232894,1.0815349228030677,0.6540414363441345,3.289483522563122,0.9074654476036955,1.9416377394180198,-1000,74.18908017497463,-15.048639703452585,-35.32129618368242,80.87292926116784,76.98062757389008,64.71368368986596,-5.707174795215268,-6.904086614944191,-2.4373782932931256,,,,,,,0.1,,,,,,,,,,,,,,,,,
param9val24,,param9val24,value,9.76,12.3504,1.265409836065574,3799.08,307.60785075787015,0.7140336488883798,1.1401467725974355,0.9562434742285375,3.0597224468458046,0.8101051416131425,2.8498955820781737,0.7345042174403594,1.0944166398792052,0.959225462545621,2.2141180098307984,0.7706444378435233,2.8411350163768065,-1000,82.41260637599272,-13.199434467608224,-30.760785075787016,95.77344683870793,79.03747897283328,72.42689331643697,-5.273840456676603,-5.69103059845498,-2.234563412476641,,,,,,,1.3,,,,,,,,,,,,,,,,,
param9val12,,param9val12,value,20.0,21.882,1.0941,6417.68,293.28580568503793,0.7567179377886029,1.0209158852910927,0.7736909433406254,2.5682533716283933,0.9743015482648849,1.5365170739698164,0.5573009220241772,1.368738558436642,0.608706293042854,3.1253229065410646,0.8587209411822728,2.214573324424534,1,75.49064309405695,-11.834321120291541,-29.328580568503792,69.11986181917396,91.65112447235788,65.70094299063899,-5.693576278169457,-3.7510903983943504,-2.3896544437277347,,,,,,,0.2,,,,,,,,,,,,,,,,,
param9val23,,param9val23,value,20.0,27.7134,1.38567,7046.32,254.25678552613536,0.556428495373035,1.3535077582200519,0.9458900042049346,2.509260753073694,0.9841422590835891,1.0709825647773856,0.5538008264625172,1.339216331300499,0.9413567707880175,2.4193389969860295,0.9907034435022601,0.9229514489408196,1,82.8720299902392,-9.61525785329848,-25.425678552613537,94.3623387496476,98.74228512929247,55.511466091777606,-4.928599750059723,-1.9939340137182051,-2.692724089520551,,,,,,,1.1833333333333331,,,,,,,,,,,,,,,,,
param9val17,,param9val17,value,20.0,23.9753,1.198765,5397.31,225.11960225732318,0.3849491036226575,1.4958657172566538,0.8737368839813552,1.8740539666613398,0.9378332091718636,1.8172242463372477,0.36455827578830424,1.5090329211183011,0.8507726407574441,2.029833579140824,0.9201473119132956,1.9474454938068801,1,72.19995708724868,-10.673455924321248,-22.511960225732317,86.22547623693997,92.89902605425796,37.47536897054808,-3.903887545802164,-3.764669740144128,-3.004898638374955,,,,,,,0.4833333333333333,,,,,,,,,,,,,,,,,
param9val13,,param9val13,value,20.0,22.8052,1.14026,6668.56,292.4140108396331,0.6445938764218488,1.1444916746907192,0.7686629862916529,2.5488034471078245,0.984006527805375,1.2447540835028041,0.5822142756123897,1.3402369370126639,0.7191854816000991,2.622028996445426,0.8779190948001865,1.9635796328876034,1,76.2763707088592,-10.863894771647042,-29.241401083963307,74.39242339458761,93.09628113027809,61.34040760171193,-5.17083244355325,-3.2083337163904075,-2.484728611703383,,,,,,,0.21666666666666667,,,,,,,,,,,,,,,,,
param9val5,,param9val5,value,5.587,5.5815199999999985,0.9990191516019329,1549.38,277.5910504665397,0.8730531066728394,0.7884116243561514,0.7702398028569658,4.064249145561231,0.7202694469022012,3.168548640668289,0.8448528456151502,0.7928279036825516,0.8021052021983277,3.302296695619432,0.948802259435232,1.9275792637209785,-1000,82.65537772801194,-14.043913273608634,-27.759105046653968,78.61725025276468,83.45358531687165,85.89529761439948,-7.366545841180663,-5.0961279043892675,-1.581239528038703,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,
param9val15,,param9val15,value,20.0,23.97,1.1985,6313.84,263.4059240717564,0.7470699309792013,1.0904292850099697,0.8841123674302047,2.1330581889001294,0.9765931781864403,1.409211188376428,0.5129631010863976,1.4231765792488298,0.651035404575206,3.145270222852527,0.8395658001387988,2.1444352539077713,1,76.85566303993748,-11.345580718295656,-26.340592407175638,76.75738860027053,90.80794891626196,63.00165160327995,-5.278328411752657,-3.553646442284199,-2.5136058642587997,,,,,,,0.25,,,,,,,,,,,,,,,,,
param9val1,,param9val1,value,3.758,3.09124,0.8225758382118148,867.69,280.6931846120004,0.8669472537734448,2.2972788015674728,0.4604620617762739,5.095350776149924,0.23982432380484142,4.548348518528181,0.7812562969080181,1.0353334091018558,0.8730362998206254,2.8013969002856935,0.8964676847701142,2.3489894203805095,-1000,68.63323201422196,-18.126697826013636,-28.069318461200037,66.67491807984496,56.814600428747774,82.41017753407314,-7.896747676435617,-6.897337938908691,-3.3326122106693283,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,,
param9val11,,param9val11,value,5.101,4.13822,0.8112566163497352,1290.87,311.9384662971036,0.7160792350462944,1.1840906560327502,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.22936631879367472,1.5948199265662069,0.5863185403351692,3.7829028364644306,0.5894888002665617,3.199911093136649,-1000,63.82142769041726,-15.373396754769722,-31.19384662971036,77.48678446071958,66.70522091853374,47.27227769199846,-6.200594109116577,-6.393892063054189,-2.7789105825989573,,,,,,,0.18333333333333326,,,,,,,,,,,,,,,,,
param9val8,,param9val8,value,5.05,4.5892300000000015,0.9087584158415845,1437.88,313.31617722363,0.6218256536476462,1.3259191052045838,0.33297440329309674,3.9714757528954823,-0.21057516024412304,5.384256274970933,0.40754187280370496,1.4339923813522146,0.6301668066488308,2.9929220173068933,0.41981709320638205,4.220228847711781,-1000,36.69584448925897,-19.32879437944189,-31.331617722363,48.15706049709638,10.46209664811295,51.46837632256756,-6.964397770202376,-9.604485122682714,-2.759911486556798,,,,,,,0.13333333333333333,,,,,,,,,,,,,,,,,
param9val22,,param9val22,value,20.0,27.5929,1.379645,7128.99,258.3632021280837,0.4753154465430682,1.4608393984027648,0.9200082542338409,2.7795761509059864,0.9761787101028456,1.1797795684781467,0.44846624683527947,1.451404985036233,0.9224768285144379,2.4538124700757136,0.9738426315218581,1.2045180142887215,1,78.60480196252216,-10.529930587187566,-25.836320212808367,92.12425413741394,97.50106708123518,46.18908466891738,-5.2333886209816995,-2.384297582766868,-2.9122443834389977,,,,,,,1.0666666666666669,,,,,,,,,,,,,,,,,
param9val29,,param9val29,value,4.775,4.36538,0.9142157068062826,1575.91,361.00179136753275,0.6961127149444307,1.1861101586202278,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.7380215978819078,1.0804772961480387,0.9053690320410194,2.8485669398325584,0.7270288921912531,3.2056098107652806,-1000,79.5760834006991,-13.932436447935793,-36.100179136753276,93.43930904601207,73.58222551476831,71.70671564131692,-5.266258212484704,-6.399590780682821,-2.2665874547682665,,,,,,,1.8833333333333333,,,,,,,,,,,,,,,,,
param9val4,,param9val4,value,11.722,10.9524,0.9343456747995224,4071.5,371.7450056608597,0.697558080865131,1.2571542699715619,0.66302160254932,3.5206616007460436,0.5864227242724522,3.1501174526848055,0.6159795367494052,1.1820689599510938,0.6537189936554397,3.1231050718078297,0.7800513542380948,2.537220917321473,-1000,66.61253820549739,-14.770328272482807,-37.17450056608597,65.83702981023798,68.32370392552735,65.67688088072681,-6.643766672553873,-5.6873383700062785,-2.4392232299226557,,,,,,,0.06666666666666668,,,,,,,,,,,,,,,,,
param9val19,,param9val19,value,20.0,24.7886,1.23943,5958.57,240.37541450505475,0.40359249473812076,1.4865167436251103,0.8940611472348737,2.0496739907469745,0.9457607302439398,1.6947739674597382,0.39039219226771754,1.4962372200083331,0.8769859867175007,2.161330792834851,0.9393701969016283,1.7555323871213304,1,74.16937913506302,-10.644065101796338,-24.037541450505476,88.55235669761872,94.25654635727841,39.69923435029191,-4.211004783581826,-3.450306354581069,-2.9827539636334435,,,,,,,0.7166666666666667,,,,,,,,,,,,,,,,,
param9val26,,param9val26,value,5.266,4.99788,0.9490846942650969,1584.81,317.09644889433116,0.5518594679452625,1.5594479451897971,0.9634171488792223,2.4176912726521462,0.7446156181041131,3.1939809699175403,0.60228048757424,1.2855237426091763,0.9101399442158914,2.1118731525956793,0.9674942268641968,1.4173796182434937,-1000,78.99678155971544,-11.985896701207833,-31.709644889433115,93.67785465475569,85.60549224841549,57.706997775975125,-4.529564425247825,-4.611360588161034,-2.8449716877989735,,,,,,,1.5333333333333334,,,,,,,,,,,,,,,,,
param9val25,,param9val25,value,6.328,6.9454,1.097566371681416,2099.65,302.30800241886715,0.7552408004169872,1.0283873445412104,0.9573725655653313,2.07813024117404,0.7446156181041131,3.1939809699175403,0.7417385997288871,1.0574459824557423,0.9647175227717082,2.388782110390571,0.9300608566026278,2.2585381080874343,-1000,84.89576605316093,-12.005264756566538,-30.230800241886715,96.10450441685198,83.73382373533704,74.84897000729372,-4.466912351564611,-5.452519078004975,-2.0858333269969527,,,,,,,1.4166666666666667,,,,,,,,,,,,,,,,,
param9val16,,param9val16,value,20.0,25.1532,1.25766,5715.3,227.21959830160776,0.4528513191472734,1.4337612335443808,0.8575277776716095,2.294162156159765,0.9366941993431848,1.6969819375947095,0.4504220283986001,1.4193225556318998,0.8418328478009696,2.3766841331681507,0.9225652179230579,1.8049272231181441,1,74.36488983807826,-11.02583923921705,-22.721959830160777,84.96803127362895,92.96297086331214,45.16366737729368,-4.6708462893279155,-3.5019091607128536,-2.8530837891762806,,,,,,,0.3666666666666667,,,,,,,,,,,,,,,,,
param9val27,,param9val27,value,5.097,5.08216,0.9970884834216205,1702.85,335.0642246603806,0.7189920066780676,1.1222589293976257,0.9634171488792223,2.4176912726521462,0.664401127233269,3.5664053900360897,0.694493948847604,1.1380368921227646,0.8836639994490263,2.7594904393168305,0.9171347055904223,1.9144159403219496,-1000,80.70171561129352,-12.918298863847406,-33.50642246603806,92.35405741641243,79.07679164118457,70.67429777628358,-5.177181711968977,-5.480821330358039,-2.2602958215203905,,,,,,,1.65,,,,,,,,,,,,,,,,,
param24val14,,param24val14,value,20.0,25.7292,1.28646,6057.74,235.4422212894299,0.6764031251741394,1.180636901633686,0.8868676727074579,1.7133938629677443,0.983634423357971,1.0503530390057838,0.6551677043095014,1.2115405256807414,0.8790521192983772,1.7335569630168677,0.9859596956996745,1.0802902219454906,1,84.45141234245203,-7.969771514250315,-23.54422212894299,88.29598960029176,98.47970595288227,66.57854147418205,-3.446950825984612,-2.1306432609512744,-2.3921774273144276,,,,,,,,0.04666666666666667,,,,,,,,,,,,,,,,
param24val2,,param24val2,value,20.0,23.5105,1.175525,5323.84,226.44520533378704,0.34469286877113847,1.5319333755219613,0.862758646211718,1.9620986992177658,0.9165320716419636,1.999264546195372,0.33219114594210375,1.5373279172723955,0.8554095345970546,1.9942196793876314,0.9061383159965148,2.065445574694338,1,70.29537638600821,-11.090289792289465,-22.644520533378703,85.90840904043864,91.13351938192392,33.84420073566211,-3.9563183786053973,-4.06471012088971,-3.0692612927943568,,,,,,,,0.006666666666666667,,,,,,,,,,,,,,,,
param24val7,,param24val7,value,20.0,25.1408,1.25704,5634.12,224.10265385349712,0.4992556729140522,1.392771062689296,0.8823618354458362,1.825176946258802,0.9751098332308782,1.3782144791896347,0.4878072539116637,1.3833962540681977,0.864492927476357,1.9128688916550802,0.9640177076222084,1.5073975174866634,1,77.88408717668325,-9.399825151347674,-22.41026538534971,87.34273814610967,96.95637704265432,49.35314634128579,-3.738045837913882,-2.885611996676298,-2.7761673167574936,,,,,,,,0.02333333333333333,,,,,,,,,,,,,,,,
