,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.2315,1.1616330816540827,6699.24,288.3688095904268,-0.08156535953881273,0.8544714881962207,0.9125384188440718
