,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.2872,1.1644182209110456,5823.32,250.06527190903157,0.08719123429418048,0.8536528791866905,0.9228268568715672
