,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,3.731,2.02141,0.5417877244706513,867.69,429.24988003423357,-0.5290536172349822,0.7820527326896686,0.23454758714910798
