left_gas,left_glu,left_hab,left_had,left_ham,left_hf,left_sol,left_ta,left_vas,right_gas,right_glu,right_hab,right_had,right_ham,right_hf,right_sol,right_ta,right_vas
796.321,0,30,44.9997,13.7731,2786.66,429.403,27.9875,0,101.395,41.9152,30,44.9997,71.1887,20.4342,1393.9,22.8946,3706.63
799.597,1.86538,30,44.9997,12.7684,2422.14,399.185,34.6683,0,115.23,35.4371,30,44.9997,69.6449,22.7128,1443.4,21.9006,3660.74
781.732,3.68469,30,44.9997,12.3961,2107.13,349.773,43.7362,0,62.9865,35.825,30,44.9997,70.4157,18.8483,1003.76,52.4143,3620.24
747.421,4.01197,30,44.9997,12.3224,1947.5,287.999,55.2034,0,92.7347,39.727,30,44.9997,73.1221,19.13,1209.12,31.6557,3573.61
697.658,3.97183,30,44.9997,12.3848,1786.44,218.341,70.0312,0,136.542,42.9756,30,44.9997,77.5479,18.1503,1505.56,15.094,3509.86
632.499,4.59088,30,44.9997,13.7862,1628.13,179.322,89.5391,0,83.6985,42.1606,30,44.9997,82.6819,19.3706,1083.08,49.6306,3417.66
555.462,5.52549,30,44.9997,16.1442,1481.48,135.377,114.115,0,91.9438,37.4119,30,44.9997,86.4653,17.2112,1064.23,50.4751,3308.05
471.55,6.46963,30,44.9997,18.7498,1382.32,93.2209,143.368,0,165.684,34.7379,30,44.9997,89.4871,21.3663,1474.18,18.1011,3196.77
384.646,7.99881,30,44.9997,22.5839,1272.08,57.7418,177.126,0,104.319,45.8846,30,44.9997,92.2,15.8166,1103.21,49.3866,3130.95
297.552,8.47615,30,44.9997,27.6901,1264.16,31.6827,215.08,0,53.954,45.2699,30,44.9997,98.7666,14.8127,730.099,72.3917,3035.36
212.985,8.27778,30,44.9997,33.8597,1292.31,14.2763,259.903,0,20.8448,35.8637,30,44.9997,108.369,16.6709,362.301,118.15,2806.93
163.943,8.04668,30,44.9997,42.4659,1285.01,3.81565,312.947,0,17.7082,27.5245,30,44.9997,101,20.6741,266.469,108.912,2597.34
119.069,7.6589,30,44.9997,52.4369,1294.36,0,345.06,0,42.178,20.8663,30,44.9997,79.5246,20.6919,368.931,61.1714,2388.52
75.5619,7.28169,30,44.9997,62.5007,1283.58,0,365.388,0,79.6883,16.0483,30,44.9997,65.6527,16.5543,443.261,47.5395,2038.06
38.9809,7.1073,30,44.9997,74.1964,1243.25,0,394.615,0,127.199,12.9148,30,44.9997,57.4033,16.3641,494.43,40.3371,1588.55
14.4953,7.16788,30,44.9997,88.015,1215.48,0,432.013,0,179.386,10.2061,30,44.9997,53.2861,16.0029,506.571,39.6045,1099.2
1.84774,7.47355,30,44.9997,103.881,1148.28,0,484.362,0,236.795,7.02049,30,44.9997,51.2764,16.5584,484.74,43.9985,644.257
0,8.94204,30,44.9997,122.037,1055.44,0,550.557,0,301.778,3.134,30,44.9997,50.579,33.457,439.375,50.0676,300.83
0,10.0964,30,44.9997,143.741,941.676,0,627.472,0,374.425,0.159291,30,44.9997,51.8608,52.824,378.464,48.5302,107.992
0,14.9112,30,44.9997,170.342,804.563,0,709.815,0,454.302,0,30,44.9997,56.0465,90.5175,310.218,46.0818,17.5085
0,24.4575,30,44.9997,203.038,635.019,0,778.832,0,515.906,0,30,44.9997,64.0895,145.6,243.425,44.5088,0
0,35.8238,30,44.9997,253.898,352.251,0,483.965,4.18268,539.216,0,30,44.9997,82.4871,172,180.387,42.1959,0
34.4748,137.163,30,44.9997,285.978,70.1365,0,106.861,264.833,531.039,0,30,44.9997,124.331,106.31,115.74,41.7823,0
3.4985,529.013,30,44.9997,303.556,0,0,120.422,1649.6,510.689,2.38154,30,44.9997,187.215,29.9003,64.5445,41.2523,0
0,1501.49,30,44.9997,277.368,0,0,116.946,5622.99,502.821,12.8863,30,44.9997,256.343,18.6962,35.6244,37.1062,0
0.466845,3276.56,30,44.9997,213.849,0,386.222,1.23342,13763.2,501.074,21.6259,30,44.9997,308.874,20.3049,27.9464,33.3572,0
0,5714.55,30,44.9997,166.799,0,544.826,0.187132,25496.9,495.34,29.0578,30,44.9997,323.89,22.5237,35.8898,31.0691,0
0,8531.3,30,44.9997,149.08,0,400.149,11.1985,39136.9,498.15,36.03,30,44.9997,299.894,19.6498,65.9434,24.7488,0
0,11423.3,30,44.9997,158.113,0,1022.53,0,52869.5,520.371,42.5892,30,44.9997,254.828,22.2598,130.427,14.3328,0
0,14124.7,30,44.9997,199.361,0,2005.88,0,64832.8,552.745,47.0077,30,44.9997,211.172,25.0262,222.777,7.45672,0
0,16574.3,30,44.9997,287.284,0,2434.23,0,73979.8,571.606,50.2345,30,44.9997,185.537,25.4048,305.879,5.51172,0
0,18805.9,30,44.9997,444.611,0,2387.15,0,80026.4,563.793,56.2457,30,44.9997,179.119,25.7031,353.269,6.16471,0
0,20888.7,30,44.9997,705.812,0,2449.69,0,83150.2,521.191,70.1802,30,44.9997,191.623,24.9941,351.07,9.27457,0
0,22649.4,30,44.9997,931.266,0,2794.84,0,83632.6,458.112,85.8779,30,44.9997,214.433,20.9151,316.164,15.0129,0
0,23656.7,30,44.9997,1070.2,0,3172.21,0,81793.6,402.385,92.0502,30,44.9997,229.554,23.8629,274.612,22.5267,0
0,23542.5,30,44.9997,1182.7,0,3312.96,0,77908.2,378.203,85.5076,30,44.9997,226.999,16.6923,224.418,26.5384,0
0,22436,30,44.9997,1279.28,0,3205.68,0,72271.8,347.429,83.7883,30,44.9997,213.037,21.6083,177.995,29.4193,0.173179
0,20910.8,30,44.9997,1380.38,0,3075.61,0,65278.3,306.221,108.909,30,44.9997,206.811,20.5343,145.055,31.5017,13.6965
0,19294.9,30,44.9997,1500.48,0,3027.31,0,57107.9,259.158,165.402,30,44.9997,220.205,19.5702,124.137,33.9935,31.0713
0,17322.2,30,44.9997,1683.34,0,2900.46,0.779144,47678.2,214.419,217.321,30,44.9997,248.356,20.8364,99.9916,38.2311,27.9622
0.00420402,14568.9,30,44.9997,1820.49,0,2674.11,9.75522,37155,180.951,200.981,30,44.9997,266.503,26.5401,69.6681,42.6783,19.141
53.1532,11463.5,30,44.9997,1958.15,0,2469.24,23.2889,26617.7,149.968,157.704,30,44.9997,268.438,29.286,38.5286,48.7702,11.7549
191.821,8887.58,30,44.9997,2180.87,0,2291.05,36.857,17646.6,118.926,140.729,30,44.9997,270.899,61.2512,16.4302,55.2816,10.7814
319.439,7155.01,30,44.9997,2534.81,0,2073.88,53.4054,10922.6,93.6871,150.356,30,44.9997,285.879,135.675,5.53586,60.5583,11.3755
444.424,5904.49,30,44.9997,2973.13,0,1880.57,68.6276,6070.29,79.7029,153.509,30,44.9997,300.998,237.351,1.67995,66.9779,10.4425
595.663,4671.64,30,44.9997,3405.66,0,1737.72,79.1676,3318.25,74.1063,130.418,30,44.9997,294.702,371.531,0.439278,73.6795,8.76571
