left_gas,left_glu,left_hab,left_had,left_ham,left_hf,left_sol,left_ta,left_vas,right_gas,right_glu,right_hab,right_had,right_ham,right_hf,right_sol,right_ta,right_vas
0.378678,0.0203345,0.01,0.01,0.0573461,0.936506,0.263174,0.161539,0.674997,0.243155,0.0409395,0.01,0.01,0.087064,0.0192811,0.558471,0.17708,0.0119685
0.38044,0.0193463,0.01,0.01,0.052819,0.942577,0.248839,0.176942,0.706073,0.302706,0.0387047,0.01,0.01,0.084816,0.0185161,0.567317,0.163393,0.0117803
0.383235,0.0184526,0.01,0.01,0.0487247,0.948068,0.235486,0.192398,0.734178,0.36938,0.0366192,0.01,0.01,0.082716,0.0178911,0.573369,0.150636,0.0116101
0.387101,0.0176444,0.01,0.01,0.0450219,0.953034,0.223608,0.207401,0.759595,0.429678,0.0346752,0.01,0.01,0.0807567,0.0173861,0.576674,0.138852,0.0114561
0.391834,0.0169135,0.01,0.01,0.0416732,0.957525,0.213754,0.221472,0.782582,0.484211,0.0328648,0.01,0.01,0.0789305,0.0169836,0.57659,0.128222,0.0113169
0.397138,0.0162524,0.01,0.01,0.0386447,0.961586,0.206519,0.234184,0.803371,0.53353,0.0311806,0.01,0.01,0.0772302,0.0166683,0.574261,0.118519,0.011191
0.402325,0.0156546,0.01,0.01,0.0359057,0.965259,0.202429,0.245184,0.822172,0.578133,0.0296151,0.01,0.01,0.0756486,0.016427,0.57002,0.109688,0.0110771
0.40612,0.0151139,0.01,0.01,0.0334287,0.968581,0.201685,0.254244,0.839176,0.618471,0.0281613,0.01,0.01,0.0741788,0.0162482,0.563254,0.101875,0.0109741
0.40719,0.0146249,0.01,0.01,0.0311885,0.971585,0.203904,0.261333,0.854554,0.654952,0.0268123,0.01,0.01,0.0728139,0.0161221,0.555243,0.0947992,0.010881
0.404863,0.0141827,0.01,0.01,0.0291625,0.974302,0.208133,0.266719,0.868461,0.687945,0.0255615,0.01,0.01,0.0715476,0.0160401,0.546898,0.0882573,0.0107967
0.399383,0.0137828,0.01,0.01,0.0389395,0.942178,0.213107,0.270834,0.881038,0.717783,0.0244025,0.01,0.01,0.0703736,0.0159947,0.537204,0.0824702,0.0107206
0.391387,0.0134211,0.01,0.01,0.0694615,0.891445,0.21759,0.274203,0.892413,0.744768,0.0233294,0.01,0.01,0.0692859,0.0159795,0.526964,0.0772506,0.0106517
0.38142,0.0130939,0.01,0.01,0.105103,0.837525,0.220676,0.277394,0.9027,0.769173,0.0223364,0.01,0.01,0.068279,0.0159891,0.51744,0.0723052,0.0105893
0.369944,0.055574,0.01,0.01,0.141675,0.758399,0.221969,0.280823,0.912004,0.791244,0.0214182,0.01,0.01,0.0673473,0.0160188,0.507383,0.0679,0.010533
0.35735,0.100921,0.01,0.01,0.181776,0.686838,0.221526,0.284747,0.920418,0.811205,0.0206561,0.01,0.01,0.0665386,0.0154433,0.494536,0.0645248,0.010482
0.343967,0.0922277,0.01,0.01,0.22585,0.633311,0.219666,0.289212,0.928028,0.829257,0.0200696,0.01,0.01,0.0658322,0.0149228,0.479541,0.0620203,0.0104359
0.330068,0.0843653,0.01,0.01,0.27059,0.580022,0.216908,0.294023,0.934909,0.845583,0.0195038,0.01,0.01,0.0651685,0.0144521,0.4659,0.0595867,0.0103943
0.315883,0.0772546,0.01,0.01,0.31219,0.53069,0.214136,0.298857,0.935982,0.860348,0.0189604,0.01,0.01,0.064546,0.0140264,0.453056,0.0573318,0.0103566
0.30189,0.0708239,0.01,0.01,0.349121,0.486767,0.212461,0.303249,0.928589,0.873701,0.0184404,0.01,0.01,0.063963,0.0136414,0.442678,0.054865,0.0103225
0.289562,0.065008,0.01,0.01,0.382224,0.447339,0.212449,0.306842,0.914377,0.885778,0.0179443,0.01,0.01,0.0634177,0.0132932,0.434123,0.0523128,0.0102916
0.28054,0.0597483,0.01,0.01,0.414603,0.40924,0.213719,0.309576,0.89475,0.896699,0.0174725,0.01,0.01,0.0629083,0.0129783,0.4262,0.0499241,0.0102637
0.276484,0.0658429,0.01,0.01,0.456912,0.371066,0.21566,0.311548,0.870903,0.906577,0.0236317,0.01,0.01,0.0690494,0.0126935,0.420414,0.0473453,0.0102385
0.278729,0.0834326,0.01,0.01,0.507372,0.336541,0.217206,0.313046,0.843849,0.91551,0.0420585,0.01,0.01,0.0874996,0.012436,0.417187,0.044466,0.0102157
0.287419,0.0943413,0.01,0.01,0.548121,0.305318,0.217369,0.314378,0.814445,0.919664,0.0603034,0.01,0.01,0.105818,0.0122031,0.41478,0.0416587,0.0101951
0.300391,0.0862768,0.01,0.01,0.562789,0.282648,0.215943,0.31583,0.783407,0.917295,0.0593616,0.01,0.01,0.104987,0.0119924,0.413638,0.0388084,0.0101764
0.315297,0.0789834,0.01,0.01,0.553931,0.284269,0.213053,0.317618,0.751338,0.909754,0.0546418,0.01,0.01,0.0959045,0.0297234,0.415054,0.0360538,0.0101596
0.330357,0.0723873,0.01,0.01,0.54569,0.285964,0.208926,0.319852,0.718735,0.897426,0.0503732,0.01,0.01,0.0876905,0.0384489,0.417688,0.0335626,0.0101443
0.344545,0.066422,0.01,0.01,0.55294,0.272795,0.203824,0.322504,0.686009,0.881199,0.0639612,0.01,0.01,0.102292,0.0357287,0.420708,0.0313096,0.0101305
0.357271,0.0643879,0.01,0.01,0.575131,0.247667,0.198,0.325487,0.653545,0.862792,0.108023,0.01,0.01,0.14736,0.0332685,0.425344,0.029272,0.010118
0.368562,0.0722871,0.01,0.01,0.605028,0.224941,0.191691,0.328712,0.621791,0.842313,0.175065,0.01,0.01,0.215439,0.0310437,0.43072,0.0274293,0.0101067
0.378652,0.0845243,0.01,0.01,0.637243,0.204389,0.185133,0.332086,0.591328,0.819508,0.253944,0.01,0.01,0.290457,0.0290315,0.435599,0.0257627,0.0100965
0.387777,0.0970718,0.01,0.01,0.667932,0.185802,0.178558,0.335524,0.563593,0.795433,0.32528,0.01,0.01,0.358302,0.0272117,0.441498,0.0242555,0.0100873
0.396122,0.103778,0.01,0.01,0.691105,0.168992,0.172181,0.338942,0.541633,0.770536,0.389795,0.01,0.01,0.41966,0.025566,0.448571,0.0228924,0.010079
0.403837,0.0989947,0.01,0.01,0.701255,0.15379,0.166207,0.342259,0.529917,0.744485,0.448142,0.01,0.01,0.475151,0.0240776,0.45506,0.0216597,0.0100714
0.411048,0.0904852,0.01,0.01,0.6966,0.150289,0.160844,0.345389,0.533508,0.717916,0.458933,0.01,0.01,0.489202,0.0227315,0.461665,0.0205448,0.0100646
0.417852,0.0827894,0.01,0.01,0.683447,0.156066,0.156306,0.348241,0.558791,0.691434,0.441259,0.01,0.01,0.474591,0.0215142,0.469553,0.0195365,0.0100584
0.424231,0.0758294,0.01,0.01,0.671202,0.16164,0.152739,0.350738,0.600979,0.664902,0.453897,0.01,0.01,0.49011,0.0204132,0.47964,0.0186247,0.0100528
0.430097,0.0695349,0.01,0.01,0.66199,0.164819,0.150106,0.352849,0.639132,0.638084,0.506114,0.01,0.01,0.538865,0.0194175,0.492302,0.0178,0.0100478
0.435201,0.0638423,0.01,0.01,0.652813,0.168541,0.148112,0.354621,0.673638,0.61086,0.553338,0.01,0.01,0.582957,0.018517,0.506283,0.0170542,0.0100432
0.438927,0.058694,0.01,0.01,0.639641,0.176778,0.146275,0.356166,0.704844,0.583253,0.596047,0.01,0.01,0.622834,0.0177027,0.519272,0.0163797,0.0100391
0.440519,0.054038,0.01,0.01,0.623345,0.188611,0.144211,0.357589,0.733066,0.555489,0.611303,0.01,0.01,0.641956,0.0169661,0.52841,0.0157697,0.0100353
0.439413,0.0498272,0.01,0.01,0.604662,0.203259,0.141908,0.358917,0.75859,0.527864,0.58161,0.01,0.01,0.61572,0.0163001,0.532988,0.015218,0.010032
0.435179,0.046019,0.01,0.01,0.584213,0.220057,0.139364,0.36017,0.781673,0.500614,0.526954,0.01,0.01,0.561691,0.0169073,0.533767,0.0147191,0.0100289
0.427879,0.0425749,0.01,0.01,0.562524,0.238445,0.136424,0.361417,0.802549,0.473932,0.477524,0.01,0.01,0.508939,0.0373157,0.532005,0.0142678,0.0100261
0.418131,0.0394602,0.01,0.01,0.540033,0.257951,0.13292,0.362955,0.821429,0.448115,0.43282,0.01,0.01,0.461232,0.0734353,0.529051,0.0138597,0.0100236
0.406481,0.0366433,0.01,0.01,0.517103,0.278181,0.128987,0.36499,0.838503,0.423757,0.392391,0.01,0.01,0.418086,0.121038,0.525582,0.0134907,0.0100214
0.393396,0.0340957,0.01,0.01,0.494036,0.298807,0.124983,0.367384,0.853945,0.401313,0.355828,0.01,0.01,0.379066,0.17135,0.521584,0.0131569,0.0100193
0.379269,0.0317917,0.01,0.01,0.471078,0.319557,0.121827,0.369816,0.867911,0.381162,0.32276,0.01,0.01,0.343776,0.216057,0.516779,0.0128551,0.0100175
0.364427,0.029708,0.01,0.01,0.448427,0.34021,0.118571,0.372434,0.880541,0.363793,0.292855,0.01,0.01,0.311861,0.252208,0.510864,0.0125821,0.0100158
0.349145,0.0278236,0.01,0.01,0.426244,0.360587,0.116912,0.374725,0.891963,0.349759,0.265809,0.01,0.01,0.282998,0.281209,0.503536,0.0123352,0.0100143
0.333653,0.0261193,0.01,0.01,0.404654,0.380544,0.120188,0.375664,0.902294,0.339075,0.241349,0.01,0.01,0.256894,0.305006,0.494442,0.0130353,0.0100129
0.318136,0.024578,0.01,0.01,0.383752,0.399969,0.125043,0.375868,0.911636,0.330936,0.219228,0.01,0.01,0.233287,0.324456,0.483356,0.015173,0.0100117
0.302748,0.0231841,0.01,0.01,0.36361,0.418775,0.132598,0.374922,0.920085,0.324519,0.199222,0.01,0.01,0.211937,0.342001,0.470324,0.0188301,0.0100106
0.287612,0.0219235,0.01,0.01,0.34428,0.436896,0.148097,0.371481,0.927726,0.319521,0.181129,0.01,0.01,0.192628,0.363369,0.455611,0.0240123,0.0100096
0.272826,0.0207834,0.01,0.01,0.325795,0.454288,0.170456,0.365647,0.934637,0.316134,0.164766,0.01,0.01,0.175165,0.390695,0.439555,0.0306863,0.0100087
0.258467,0.0197523,0.01,0.01,0.308175,0.47092,0.19752,0.357795,0.940887,0.314779,0.149967,0.01,0.01,0.159373,0.424537,0.422492,0.0387995,0.0100078
0.244591,0.0188198,0.01,0.01,0.291428,0.486774,0.230267,0.347631,0.946539,0.315761,0.136584,0.01,0.01,0.14509,0.466897,0.404754,0.0482845,0.0100071
0.231287,0.0179765,0.01,0.01,0.275551,0.501843,0.269402,0.334944,0.951651,0.318909,0.12448,0.01,0.01,0.132173,0.513614,0.386637,0.0590694,0.0100064
0.218889,0.0172138,0.01,0.01,0.260533,0.516129,0.313324,0.320059,0.956274,0.323666,0.113534,0.01,0.01,0.120491,0.554886,0.368383,0.0710829,0.0138755
0.207846,0.016524,0.01,0.01,0.24636,0.529641,0.359427,0.303543,0.960455,0.32962,0.103634,0.01,0.01,0.109926,0.58799,0.350194,0.0842554,0.0210559
0.199024,0.0159002,0.01,0.01,0.233009,0.542395,0.406681,0.285625,0.964236,0.336493,0.0946812,0.01,0.01,0.100371,0.627385,0.332263,0.0982644,0.0303097
0.19375,0.015336,0.01,0.01,0.220454,0.554408,0.454253,0.266506,0.967656,0.343882,0.0865841,0.01,0.01,0.0917302,0.663014,0.314859,0.112734,0.0405313
0.192748,0.0148258,0.01,0.01,0.208669,0.565705,0.499606,0.246863,0.970749,0.351141,0.0792613,0.01,0.01,0.0839154,0.695236,0.298325,0.127231,0.0508939
0.197445,0.0143644,0.01,0.01,0.197622,0.57631,0.541651,0.227203,0.973546,0.357534,0.0726387,0.01,0.01,0.0768477,0.693922,0.283019,0.141336,0.0608374
0.21045,0.0139471,0.01,0.01,0.187281,0.586251,0.580885,0.207652,0.976075,0.362436,0.0666493,0.01,0.01,0.0704559,0.673116,0.269233,0.154708,0.0697933
0.232587,0.0135697,0.01,0.01,0.177614,0.595555,0.616106,0.188753,0.978363,0.365432,0.0612326,0.01,0.01,0.0646752,0.662593,0.257167,0.167108,0.077234
0.263398,0.0132283,0.01,0.01,0.168589,0.604254,0.646002,0.171661,0.980432,0.366314,0.0563339,0.01,0.01,0.0594473,0.667153,0.246914,0.178397,0.0832601
0.304063,0.0129196,0.01,0.01,0.160171,0.612376,0.671471,0.156203,0.980815,0.365076,0.0519035,0.01,0.01,0.0547192,0.662713,0.23848,0.188514,0.0880591
0.354749,0.0126405,0.01,0.01,0.152329,0.61995,0.692984,0.142224,0.972433,0.361894,0.0478968,0.01,0.01,0.0504433,0.636295,0.231813,0.19745,0.0918169
0.412167,0.012388,0.01,0.01,0.14503,0.627007,0.709569,0.129581,0.95704,0.357041,0.0442732,0.01,0.01,0.0465762,0.597024,0.226826,0.205233,0.0946815
0.468374,0.0121597,0.01,0.01,0.138244,0.633575,0.721855,0.118147,0.936263,0.350788,0.040996,0.01,0.01,0.0430788,0.555186,0.223367,0.211927,0.0967918
0.519207,0.0119532,0.01,0.01,0.131939,0.639682,0.730792,0.107806,0.911625,0.343364,0.0380323,0.01,0.01,0.0399159,0.514479,0.221195,0.217638,0.098268
0.56518,0.0117664,0.01,0.01,0.126086,0.645356,0.7355,0.0984539,0.885002,0.334924,0.0353519,0.01,0.01,0.0370554,0.473327,0.219968,0.222511,0.0992138
0.606756,0.0115975,0.01,0.01,0.120657,0.650622,0.736569,0.0899961,0.85868,0.325558,0.0336339,0.01,0.01,0.0388971,0.429833,0.219247,0.226722,0.0997189
0.644357,0.0114448,0.01,0.01,0.115626,0.655507,0.735417,0.0823471,0.833372,0.315406,0.0375382,0.01,0.01,0.0460603,0.38969,0.218578,0.230524,0.0998606
0.678363,0.0113066,0.01,0.01,0.110966,0.660035,0.731132,0.0754294,0.809307,0.304784,0.0442555,0.01,0.01,0.0557665,0.353385,0.217691,0.234081,0.099705
0.709118,0.0111817,0.01,0.01,0.106653,0.664228,0.724036,0.0691732,0.786604,0.294181,0.0521622,0.01,0.01,0.0664183,0.320551,0.21651,0.237446,0.099309
0.736931,0.0110687,0.01,0.01,0.102663,0.66811,0.715714,0.0635152,0.765453,0.283925,0.0611934,0.01,0.01,0.0779737,0.290857,0.2149,0.240706,0.098721
0.762085,0.0109665,0.01,0.01,0.10723,0.663445,0.70548,0.0583981,0.746121,0.27405,0.0802473,0.01,0.01,0.0993616,0.264002,0.2126,0.244045,0.094858
0.784834,0.0108741,0.01,0.01,0.146097,0.624489,0.693528,0.0537704,0.728815,0.264738,0.117328,0.01,0.01,0.138622,0.239715,0.209467,0.24763,0.0867441
0.805408,0.0296365,0.01,0.01,0.2229,0.565733,0.68201,0.0495852,0.713585,0.25646,0.165601,0.01,0.01,0.188949,0.21775,0.205463,0.251577,0.079406
0.824014,0.0559849,0.01,0.01,0.297205,0.512595,0.67042,0.0458001,0.700358,0.249727,0.20977,0.01,0.01,0.235054,0.197885,0.200578,0.256032,0.0727695
0.840842,0.0515879,0.01,0.01,0.335545,0.470425,0.658073,0.042377,0.689077,0.24467,0.236053,0.01,0.01,0.263146,0.17992,0.194895,0.261136,0.0667676
0.85606,0.0476114,0.01,0.01,0.323594,0.478913,0.647026,0.0392812,0.681325,0.24108,0.244796,0.01,0.01,0.273562,0.163673,0.188597,0.266985,0.0613396
0.869823,0.0440151,0.01,0.01,0.295224,0.50415,0.6376,0.0364814,0.681556,0.238671,0.246215,0.01,0.01,0.27652,0.148979,0.181857,0.273658,0.0564306
0.882271,0.0407626,0.01,0.01,0.292313,0.504229,0.62829,0.0339493,0.695022,0.23702,0.249171,0.01,0.01,0.280895,0.13569,0.174823,0.281154,0.051991
0.893528,0.0427901,0.01,0.01,0.34172,0.456972,0.620087,0.0316593,0.724007,0.235709,0.25747,0.01,0.01,0.290507,0.123672,0.167616,0.289409,0.0479759
0.903708,0.109929,0.01,0.01,0.404663,0.414233,0.614003,0.0295883,0.750397,0.234468,0.270478,0.01,0.01,0.304736,0.112803,0.160338,0.298283,0.0443448
0.907682,0.195035,0.01,0.01,0.461588,0.375581,0.608295,0.0277153,0.774264,0.233203,0.279852,0.01,0.01,0.315218,0.102973,0.15307,0.307589,0.0410608
0.905219,0.272004,0.01,0.01,0.51307,0.340625,0.603177,0.0260214,0.795848,0.231953,0.28491,0.01,0.01,0.321277,0.094083,0.145882,0.317162,0.0380908
0.898114,0.341614,0.01,0.01,0.559629,0.309011,0.600347,0.0244895,0.815369,0.230829,0.286405,0.01,0.01,0.323678,0.0860431,0.138827,0.32686,0.0354048
0.886491,0.404567,0.01,0.01,0.601736,0.28042,0.598451,0.023104,0.833023,0.229977,0.284988,0.01,0.01,0.323078,0.078772,0.13195,0.336558,0.0329757
0.870638,0.461501,0.01,0.01,0.639818,0.254563,0.596469,0.021851,0.848989,0.229577,0.281213,0.01,0.01,0.320041,0.0721962,0.125352,0.346127,0.0307788
0.850811,0.45069,0.01,0.01,0.674257,0.231179,0.594289,0.0207179,0.863428,0.229714,0.275555,0.01,0.01,0.315049,0.0662491,0.11922,0.355417,0.028792
0.827164,0.408552,0.01,0.01,0.683003,0.21003,0.591874,0.019693,0.876487,0.230055,0.268418,0.01,0.01,0.308515,0.0608707,0.113753,0.364275,0.0269951
0.800292,0.386671,0.01,0.01,0.708968,0.190904,0.58883,0.0187662,0.888297,0.22992,0.260146,0.01,0.01,0.300787,0.0560066,0.108981,0.372606,0.0253701
0.771051,0.383055,0.01,0.01,0.736796,0.173606,0.584381,0.017928,0.898978,0.228656,0.251029,0.01,0.01,0.292162,0.0516075,0.104717,0.380403,0.0239004
0.740162,0.361632,0.01,0.01,0.755778,0.157962,0.577286,0.0171699,0.908637,0.2259,0.241312,0.01,0.01,0.282889,0.0476291,0.100651,0.38773,0.0225713
0.708226,0.32801,0.01,0.01,0.721704,0.178267,0.568018,0.0164844,0.917373,0.221782,0.231199,0.01,0.01,0.273177,0.0440311,0.0965737,0.394676,0.0227755
0.675745,0.297602,0.01,0.01,0.653653,0.252835,0.55761,0.0158643,0.925274,0.216592,0.220861,0.01,0.01,0.263201,0.0407771,0.0933429,0.401012,0.0275518
0.643129,0.270102,0.01,0.01,0.592108,0.324277,0.546729,0.0157064,0.932419,0.210582,0.210437,0.01,0.01,0.253105,0.0378342,0.0923103,0.406265,0.0328598
0.610716,0.245232,0.01,0.01,0.536448,0.388888,0.536291,0.0160578,0.933221,0.203959,0.200045,0.01,0.01,0.243008,0.0351728,0.0920939,0.410716,0.034179
0.578778,0.22274,0.01,0.01,0.48611,0.447322,0.527369,0.0164993,0.925634,0.196903,0.189776,0.01,0.01,0.233007,0.0327658,0.0940223,0.413939,0.0318671
0.547531,0.202398,0.01,0.01,0.440585,0.500168,0.520449,0.0167389,0.911292,0.18956,0.179708,0.01,0.01,0.22318,0.030589,0.101509,0.415012,0.0297762
0.517163,0.184001,0.01,0.01,0.399414,0.54796,0.51522,0.0167424,0.891589,0.182055,0.169897,0.01,0.01,0.213588,0.0286203,0.114678,0.413775,0.0278852
0.487932,0.167364,0.01,0.01,0.362179,0.591184,0.511048,0.016615,0.867711,0.17449,0.160392,0.01,0.01,0.204279,0.0268399,0.132304,0.410406,0.0261751
0.460216,0.152317,0.01,0.01,0.328504,0.630274,0.507292,0.0164961,0.840662,0.166947,0.151224,0.01,0.01,0.195289,0.0252297,0.154272,0.404862,0.0246285
0.434541,0.138709,0.01,0.01,0.29805,0.665626,0.503344,0.016685,0.811292,0.159495,0.14242,0.01,0.01,0.186646,0.0237735,0.181421,0.396912,0.0232297
0.411369,0.126402,0.01,0.01,0.270507,0.697598,0.498487,0.0175487,0.780312,0.152189,0.133996,0.01,0.01,0.178367,0.0224565,0.213936,0.38649,0.0219647
0.390657,0.115272,0.01,0.01,0.245598,0.726513,0.491924,0.0194535,0.74832,0.145131,0.125961,0.01,0.01,0.170463,0.0212654,0.250577,0.373868,0.0208207
0.371958,0.105206,0.01,0.01,0.22307,0.752664,0.483119,0.0226659,0.715808,0.138456,0.118321,0.01,0.01,0.162941,0.0201882,0.289749,0.359407,0.019786
0.354963,0.0961025,0.01,0.01,0.202697,0.776313,0.471987,0.0273171,0.683185,0.132482,0.111074,0.01,0.01,0.155802,0.0192141,0.330729,0.343288,0.0188503
0.339737,0.0878696,0.01,0.01,0.184272,0.797702,0.458773,0.0334343,0.651023,0.127773,0.104217,0.01,0.01,0.149041,0.018333,0.372904,0.325672,0.0180041
0.326601,0.0804238,0.01,0.01,0.167608,0.817045,0.443853,0.0409914,0.62037,0.125138,0.0977427,0.01,0.01,0.142655,0.0175362,0.414949,0.306904,0.0172387
0.31579,0.0736901,0.01,0.01,0.152538,0.834539,0.427654,0.0499288,0.592562,0.125637,0.0916421,0.01,0.01,0.136633,0.0168156,0.455434,0.287418,0.0165466
0.307185,0.0676002,0.01,0.01,0.138909,0.85036,0.410571,0.0601783,0.569048,0.130724,0.0859038,0.01,0.01,0.130966,0.0161639,0.493852,0.267516,0.0159206
0.300366,0.0620925,0.01,0.01,0.126583,0.864668,0.392931,0.0716715,0.550579,0.141645,0.0805154,0.01,0.01,0.125642,0.0155746,0.529812,0.247558,0.0153545
0.294917,0.0571116,0.01,0.01,0.115435,0.877608,0.375006,0.0843411,0.538992,0.158945,0.0754631,0.01,0.01,0.120648,0.0150415,0.562188,0.228021,0.0148425
0.290622,0.0526069,0.01,0.01,0.105354,0.889311,0.35702,0.0981209,0.537911,0.183772,0.0707329,0.01,0.01,0.11597,0.0145595,0.590543,0.209192,0.0143795
0.287499,0.0485329,0.01,0.01,0.0962364,0.899895,0.339158,0.112946,0.552296,0.218064,0.06631,0.01,0.01,0.111595,0.0141235,0.615259,0.19114,0.0139607
0.285681,0.0448484,0.01,0.01,0.0879906,0.909467,0.321566,0.128755,0.586921,0.262251,0.0621795,0.01,0.01,0.107507,0.0137292,0.635971,0.174073,0.013582
0.285354,0.0415163,0.01,0.01,0.0805333,0.918123,0.304374,0.145272,0.626418,0.31556,0.0583265,0.01,0.01,0.103693,0.0133726,0.652231,0.158384,0.0132395
0.286722,0.0385028,0.01,0.01,0.0737891,0.925952,0.287851,0.162094,0.66214,0.378139,0.0547363,0.01,0.01,0.100138,0.0130502,0.664695,0.144196,0.0129297
0.289865,0.0357774,0.01,0.01,0.0676897,0.933033,0.272443,0.178684,0.694445,0.4376,0.0513942,0.01,0.01,0.0968276,0.0127585,0.67394,0.131365,0.0126496
0.294748,0.0333126,0.01,0.01,0.0621735,0.939436,0.258719,0.194523,0.723662,0.491376,0.0482861,0.01,0.01,0.093748,0.0125152,0.679287,0.11976,0.0123963
0.301188,0.0310835,0.01,0.01,0.0571848,0.945227,0.247293,0.209149,0.750084,0.540009,0.0453981,0.01,0.01,0.0908859,0.0123722,0.681177,0.109265,0.0121671
0.308704,0.0290676,0.01,0.01,0.0526731,0.950464,0.238782,0.222165,0.773981,0.583993,0.0427169,0.01,0.01,0.088228,0.0123122,0.680646,0.0997735,0.0119599
0.316319,0.0272444,0.01,0.01,0.0485928,0.955201,0.233666,0.233261,0.795592,0.62377,0.0402297,0.01,0.01,0.0857619,0.0123204,0.676905,0.0911896,0.0117725
0.322581,0.0255955,0.01,0.01,0.0449026,0.959484,0.232033,0.242264,0.815137,0.659745,0.0379241,0.01,0.01,0.0834754,0.012384,0.670423,0.0834264,0.011603
0.32614,0.0241043,0.01,0.01,0.0415653,0.963358,0.233357,0.249194,0.832814,0.692279,0.0357884,0.01,0.01,0.0813569,0.0124921,0.66263,0.0764055,0.0114497
0.326451,0.0227557,0.01,0.01,0.0466703,0.935766,0.236551,0.254422,0.8488,0.721703,0.0338115,0.01,0.01,0.0793955,0.0126354,0.652977,0.0700559,0.0113111
0.323867,0.021536,0.01,0.01,0.0840936,0.878006,0.240305,0.258466,0.863257,0.748313,0.0319826,0.01,0.01,0.0775807,0.012806,0.641609,0.0643135,0.0111858
0.31895,0.0734811,0.01,0.01,0.132696,0.795009,0.243449,0.261986,0.876332,0.772379,0.0302917,0.01,0.01,0.0759025,0.0129971,0.630365,0.0591202,0.0110724
0.312182,0.125238,0.01,0.01,0.181531,0.719948,0.245216,0.265509,0.888157,0.794143,0.0288304,0.01,0.01,0.0744252,0.0127105,0.615376,0.0549001,0.0109698
0.303973,0.177898,0.01,0.01,0.231658,0.652065,0.245341,0.269387,0.898851,0.813827,0.0275679,0.01,0.01,0.0731185,0.0124513,0.597482,0.0517999,0.0108771
0.294668,0.167339,0.01,0.01,0.285372,0.590672,0.243961,0.273732,0.908523,0.831628,0.0265199,0.01,0.01,0.0719566,0.0122169,0.577394,0.0496408,0.0107932
0.28456,0.164666,0.01,0.01,0.34095,0.535149,0.241447,0.278402,0.91727,0.847728,0.0255168,0.01,0.01,0.0708637,0.012005,0.559624,0.0473944,0.0107174
0.273896,0.165412,0.01,0.01,0.394501,0.484935,0.23849,0.283155,0.919004,0.862288,0.0245599,0.01,0.01,0.0698373,0.0118132,0.542762,0.0453549,0.0106488
0.262955,0.166414,0.01,0.01,0.44338,0.439523,0.236087,0.287589,0.912312,0.875456,0.0236497,0.01,0.01,0.068875,0.0116399,0.528243,0.0431807,0.0105868
0.253047,0.166872,0.01,0.01,0.487254,0.398453,0.234983,0.291319,0.898826,0.887364,0.0227864,0.01,0.01,0.0679739,0.0114831,0.516437,0.0407686,0.0105307
0.245563,0.171807,0.01,0.01,0.531572,0.36131,0.23517,0.294209,0.879939,0.898134,0.0219693,0.01,0.01,0.0671314,0.0113413,0.505614,0.0384854,0.0104799
0.241744,0.189527,0.01,0.01,0.576362,0.327718,0.236095,0.296348,0.853962,0.907874,0.0321981,0.01,0.01,0.07737,0.011213,0.49656,0.036135,0.010434
0.242786,0.211963,0.01,0.01,0.61687,0.297339,0.236874,0.297975,0.820028,0.916683,0.0551939,0.01,0.01,0.100441,0.011097,0.490653,0.033636,0.0103925
0.24917,0.222972,0.01,0.01,0.653504,0.269864,0.236412,0.29942,0.778197,0.919438,0.0750573,0.01,0.01,0.120455,0.0109921,0.486312,0.031376,0.010355
0.259952,0.211614,0.01,0.01,0.671484,0.245016,0.234332,0.301067,0.728554,0.916112,0.0730404,0.01,0.01,0.118649,0.0108973,0.482994,0.029332,0.010321
0.272682,0.192336,0.01,0.01,0.671104,0.231364,0.230697,0.303172,0.671117,0.907933,0.0670126,0.01,0.01,0.10826,0.023284,0.482324,0.0274836,0.0102904
0.285533,0.174901,0.01,0.01,0.668358,0.22142,0.225753,0.305921,0.607903,0.895326,0.0615612,0.01,0.01,0.0989151,0.0256321,0.483729,0.0258118,0.0102626
0.297321,0.159134,0.01,0.01,0.671456,0.206846,0.219771,0.309336,0.550733,0.878744,0.0788555,0.01,0.01,0.117434,0.0241374,0.485703,0.0242999,0.0102375
0.307526,0.147292,0.01,0.01,0.681421,0.188024,0.213,0.313343,0.499029,0.859772,0.130802,0.01,0.01,0.170624,0.0227856,0.489075,0.0229326,0.0102148
0.31618,0.14391,0.01,0.01,0.697833,0.171001,0.205662,0.317815,0.452269,0.839191,0.213913,0.01,0.01,0.249927,0.0215631,0.493904,0.021696,0.0101942
0.323481,0.146409,0.01,0.01,0.718301,0.155607,0.197964,0.322626,0.40998,0.816497,0.289077,0.01,0.01,0.321648,0.0204575,0.498355,0.0205777,0.0101757
0.329749,0.149481,0.01,0.01,0.737687,0.141684,0.190116,0.327658,0.371735,0.792396,0.357054,0.01,0.01,0.38651,0.0194575,0.50329,0.0195662,0.0101589
0.335292,0.147627,0.01,0.01,0.750635,0.129093,0.182322,0.332798,0.337146,0.767715,0.418531,0.01,0.01,0.445171,0.0185532,0.509859,0.0186515,0.0101437
0.340285,0.137077,0.01,0.01,0.753509,0.117705,0.17478,0.337944,0.305865,0.742103,0.47413,0.01,0.01,0.498223,0.0177354,0.516288,0.0178243,0.0101299
