,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.1774,1.1589279463973199,6722.0,290.0239025947691,-0.07580833842602017,0.8519551700536465,0.9133677604104031
