,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,3.998,2.43074,0.6079889944972486,1080.91,444.68351201691667,-0.460619622774879,0.8457092007416759,-0.6385622631729883
