,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,4.694,3.01946,0.6432594801874734,1458.2,482.9340345624714,-0.49611711238194156,0.8173718594341884,0.20574029754587708
