,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,4.386,3.20358,0.7304103967168263,1466.42,457.7441487336043,0.67158191130991,0.7495392117082437,-0.03518248104401176
