,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.8751,1.1938146907345368,5430.71,227.4633404676839,0.4286876011369088,0.8293362787250482,0.9031545753830336
