,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.409,1.1705085254262713,6596.87,281.8091332393524,-0.09248899957276031,0.8610649749843148,0.9153734726731826
