hip,knee,ankle,fx,fy
19.3300000000000,3.97000000000000,0.0200000000000000,0.0300000000000000,0.640000000000000
18.9200000000000,7,-2.06000000000000,-0.160000000000000,2.92000000000000
18.4500000000000,10.5200000000000,-3.88000000000000,-0.820000000000000,5.35000000000000
17.9400000000000,14.1200000000000,-4.60000000000000,-1.42000000000000,7.31000000000000
17.3000000000000,17.3800000000000,-3.98000000000000,-1.75000000000000,8.69000000000000
16.4000000000000,19.8400000000000,-2.40000000000000,-1.92000000000000,9.79000000000000
15.1800000000000,21.2700000000000,-0.450000000000000,-1.90000000000000,10.5100000000000
13.6700000000000,21.6700000000000,1.45000000000000,-1.76000000000000,10.8200000000000
11.9700000000000,21.2200000000000,3.04000000000000,-1.52000000000000,10.5700000000000
10.2100000000000,20.2000000000000,4.27000000000000,-1.28000000000000,9.95000000000000
8.48000000000000,18.8600000000000,5.13000000000000,-1.06000000000000,9.14000000000000
6.74000000000000,17.3500000000000,5.71000000000000,-0.860000000000000,8.31000000000000
4.94000000000000,15.7300000000000,6.10000000000000,-0.690000000000000,7.70000000000000
3.13000000000000,14.0800000000000,6.43000000000000,-0.550000000000000,7.29000000000000
1.42000000000000,12.5000000000000,6.76000000000000,-0.420000000000000,7.10000000000000
-0.130000000000000,11.0900000000000,7.12000000000000,-0.310000000000000,7.07000000000000
-1.54000000000000,9.91000000000000,7.54000000000000,-0.200000000000000,7.19000000000000
-2.87000000000000,8.97000000000000,7.99000000000000,-0.0700000000000000,7.45000000000000
-4.12000000000000,8.28000000000000,8.44000000000000,0.0800000000000000,7.84000000000000
-5.30000000000000,7.86000000000000,8.86000000000000,0.280000000000000,8.37000000000000
-6.40000000000000,7.72000000000000,9.23000000000000,0.520000000000000,8.97000000000000
-7.43000000000000,7.94000000000000,9.51000000000000,0.790000000000000,9.61000000000000
-8.39000000000000,8.60000000000000,9.62000000000000,1.11000000000000,10.2000000000000
-9.27000000000000,9.76000000000000,9.43000000000000,1.44000000000000,10.6200000000000
-10.0200000000000,11.5000000000000,8.70000000000000,1.77000000000000,10.6300000000000
-10.6100000000000,13.8600000000000,7.20000000000000,2.05000000000000,10.1300000000000
-10.9500000000000,16.9700000000000,4.69000000000000,2.19000000000000,8.97000000000000
-10.9100000000000,20.9600000000000,1.15000000000000,2.02000000000000,6.92000000000000
-10.3100000000000,26,-3.20000000000000,1.50000000000000,4.55000000000000
-9,32.0300000000000,-8.17000000000000,0.810000000000000,2.42000000000000
-6.95000000000000,38.7400000000000,-13.0500000000000,0.290000000000000,1.03000000000000
-4.25000000000000,45.6000000000000,-17.1300000000000,0.0700000000000000,0.330000000000000
-1.05000000000000,52.0500000000000,-19.5200000000000,0,0.0600000000000000
2.42000000000000,57.5400000000000,-19.7700000000000,0,0
5.93000000000000,61.6600000000000,-18.1200000000000,0,0
9.22000000000000,64.1200000000000,-15.2900000000000,0,0
12.1100000000000,64.8600000000000,-12.0400000000000,0,0
14.5500000000000,63.9500000000000,-8.85000000000000,0,0
16.5300000000000,61.5900000000000,-5.96000000000000,0,0
18.1300000000000,57.9700000000000,-3.51000000000000,0,0
19.4500000000000,53.2700000000000,-1.64000000000000,0,0
20.5400000000000,47.5800000000000,-0.500000000000000,0,0
21.3800000000000,40.9400000000000,-0.0700000000000000,0,0
21.8400000000000,33.4600000000000,-0.160000000000000,0,0
21.8700000000000,25.3800000000000,-0.420000000000000,0,0
21.5000000000000,17.2700000000000,-0.520000000000000,0,0
20.8400000000000,9.94000000000000,-0.260000000000000,0,0
20.0900000000000,4.31000000000000,0.360000000000000,0,0
19.5000000000000,1.12000000000000,1,0,0
19.1800000000000,0.540000000000000,1.20000000000000,0,0
19.0100000000000,2.21000000000000,0.580000000000000,0,0
