,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,4.771,3.949780000000001,0.8278725634038988,1619.94,410.134235324499,0.5021222122645812,-0.006755824698384347,-0.108168476607108
