,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,5.32,3.43793,0.6462274436090225,1940.59,564.4646633293871,-0.5347561591432137,0.5586765690926958,0.009143371245778548
