,velocity,minimize_passive_torques,minimize_activation,minimize_periodic_gait,maximize_distance,maxtime,energy
0,1.5105891531941409,15750.795402128791,198.68316745330716,43.17778625645313,22.660365443039733,3005.0,0.6467089542434601
