,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.2784,1.1639781989099456,5527.97,237.47207711870232,0.49921146333306277,0.8106978904731552,0.9051861528145004
