,velocity,minimize_passive_torques,minimize_activation,minimize_periodic_gait,maximize_distance,maxtime,energy
0,1.3795504542500543,18810.41082999661,157.1015792074959,67.8531531621107,26.15577730199503,3797.0,0.6467089542434601
