,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,23.1745,1.1587829391469573,6314.87,272.4921789035362,0.5933599245070625,0.7942300473986421,0.9630447801095269
