,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,10.036,4.57599,0.4559575528098844,3298.48,720.8232535473198,0.3102621928697638,0.6883202297371401,0.9196369329050755
