,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,19.999,24.0801,1.204065203260163,5455.65,226.5625973314064,0.2895080730357213,0.8512084591950251,0.9057595849983956
