,disc,label,meta_G_GAS,meta_G_SOL,metric_Unnamed: 0,metric_corangles_ankle_l,metric_corangles_ankle_r,metric_corangles_hip_l,metric_corangles_hip_r,metric_corangles_knee_l,metric_corangles_knee_r,metric_energy,metric_maximize_distance,metric_maxtime,metric_minimize_activation,metric_minimize_passive_torques,metric_minimize_periodic_gait,metric_velocity
40,True,41,1.436,2.944,0,0.4967958210786979,0.331401531552768,0.9254811385126519,0.9276975603265644,0.1802648193781253,0.2432638283153099,0.6467089542434601,25.16913587338225,4000.0,150.7579252122924,18619.22874202914,5.975259703503814,1.2602811382546608
41,True,42,1.513,1.608,0,0.05781540365961187,0.3726234445204548,0.9301977069926116,0.9318255230491758,0.8885913948932285,0.039966913379006465,0.6467089542434601,27.457039068814574,4000.0,144.1724830296286,14259.994158362257,30.079527648299702,1.3746705785542541
42,True,43,1.282,3.7359999999999998,0,-0.14464520182943755,0.7434584577977118,0.7873465066359748,0.8735562253380585,0.4519946096699657,0.08632990273511305,0.6467089542434601,25.476972990226287,4000.0,150.91348639315692,22046.404507202176,10.392484197874431,1.2756722245425476
43,False,44,2.013,1.072,0,0.19044208885419067,0.7121225119939141,0.7751831229876283,0.9236263846496942,-0.1964961131539308,0.7006537180933815,0.6467089542434601,13.77629760199826,2259.0,256.32521953467307,25504.855108622134,52.286716482883975,1.2225900322904972
44,True,45,2.859,3.076,0,0.1489240560248908,0.6054556133477961,0.923350821269754,0.9167962960778674,0.3958778102637884,0.3378219769607073,0.6467089542434601,27.5200605537699,4000.0,161.4388285355728,14035.634572016384,5.948553530745734,1.3778214952561845
45,True,46,1.731,3.208,0,0.4308394640601928,0.31050499192455905,0.9351710001241466,0.9325448540125308,0.2579786150024844,0.25615016294796217,0.6467089542434601,25.54946798972338,4000.0,153.89234251718614,17971.443243660797,7.346257656185286,1.2792967932889645
46,False,47,0.897,2.412,0,0.19044208885419067,0.5445875415623707,0.8795375667733896,0.9167962960778674,0.3904372406171906,0.11927892758403096,0.6467089542434601,13.041836642867635,2001.0,285.2976578237978,45859.15872512414,134.4885838365903,1.3074354074089198
47,False,48,0.897,1.072,0,0.19044208885419067,0.5670784144584924,0.7751831229876283,0.9167962960778674,0.19474041717655352,-0.1272374385722584,0.6467089542434601,8.8633248053402,1483.0,368.90585395664,58349.88150461006,677.4207589995667,1.2000905997290396
48,False,49,2.436,3.208,0,0.06935436650707567,0.6587204442434521,0.9136737388576972,0.8865482116113221,0.4310492169726367,0.12036743668788975,0.6467089542434601,25.795674487560767,3817.0,163.32043795672752,22959.367065262133,25.662935397547532,1.3537400650008584
49,True,50,2.577,1.8760000000000001,0,0.5538887164618784,0.35101236324733504,0.9046880119248631,0.9548753701750338,0.25649489989227964,0.495447749924945,0.6467089542434601,27.116608926950693,4000.0,157.53227856107955,12659.794305930414,22.675657117355858,1.3576499224938636
50,False,51,0.897,0.0,0,0.10799398009903499,0.7152851547931109,0.7751831229876283,0.9167962960778674,0.19474041717655352,0.11927892758403096,0.6467089542434601,9.007171830166351,1511.0,365.39358262326544,70667.06469302675,108.71248139977304,1.196734453958241
51,False,52,2.436,3.604,0,-0.024333266846416582,0.6668704282067623,0.8932449331276692,0.8944549123934818,0.5148190679441857,0.04473121071561399,0.6467089542434601,21.712185735878982,3356.0,187.5139000885516,42528.83230039141,46.339225669335356,1.2961046963073268
52,True,53,1.731,1.608,0,0.2547138176916792,0.39854706519899613,0.92472318268527,0.9299567050497796,0.4695650988924423,0.2047298548450973,0.6467089542434601,27.76971480231929,4000.0,148.4510488172952,12480.544751910656,21.62690333037148,1.3903035835792372
53,False,54,2.154,0.536,0,0.19044208885419067,0.7121225119939141,0.9151404311012256,0.8105601507291103,0.4310492169726367,0.11927892758403096,0.6467089542434601,7.713175885473112,2619.0,237.0191208373864,19776.00506674348,58.405097403757246,0.5920350640333982
54,False,55,3.0,3.604,0,0.1091535015210138,0.5695985075038333,0.9186924765635601,0.9167962960778674,0.4895171559430521,0.07701390670942124,0.6467089542434601,12.786295799792844,2644.0,230.60969501726632,61260.369327133674,57.148268919724465,0.9699752645522832
55,False,56,1.436,1.608,0,0.19044208885419067,0.31777792419872114,0.8984643118449653,0.949148134499429,0.4310492169726367,0.5095971409288945,0.6467089542434601,26.592844869365805,3791.0,146.3947468725487,16234.336936657231,58.286008732525346,1.404937591253844
56,False,57,1.051,0.536,0,0.11605510355249413,0.7152851547931109,0.8861964084750109,0.8998313817840685,0.3778080934362639,0.238524099869288,0.6467089542434601,9.879741270432913,2264.0,231.41009152798716,29359.010668395716,87.04643460848992,0.8760258319304571
57,True,58,2.436,0.268,0,-0.0006874879449652278,-0.003743346800081422,0.8916190329493705,0.8440004416662821,0.188303680321656,0.01789086111609323,0.6467089542434601,17.68226716233608,4000.0,158.66579570195552,7966.081025423213,20.531932942262625,0.8859564189383454
58,True,59,2.436,0.536,0,0.2272577070329692,0.2980711774976433,0.962748276238066,0.8105601507291103,0.5459229150734364,-0.1272374385722584,0.6467089542434601,14.914753945904732,4000.0,157.88936399658752,8305.533214857855,79.50407603778936,0.7475876765539073
59,False,60,0.82,1.072,0,0.19044208885419067,0.7121225119939141,0.8984643118449653,0.9167962960778674,0.7947016813684143,0.07701390670942124,0.6467089542434601,9.366607748071026,2021.0,261.3160415540413,36961.34041666243,124.82265010346696,0.9302952736098762
60,False,61,1.731,3.472,0,0.19976220685318136,0.6461917484720386,0.7751831229876283,0.9167962960778674,0.3904372406171906,0.11927892758403096,0.6467089542434601,14.95777952991776,2413.0,253.9290859862552,37925.5123522349,47.60935182477599,1.2425859051019534
61,False,62,0.897,1.34,0,0.10799398009903499,0.012797393997852707,0.8984643118449653,0.9570572823218664,0.6678410647810641,0.11927892758403096,0.6467089542434601,15.847466049374932,3477.0,145.52212203706998,389771.14260319097,160.92313166108283,0.9138361170239648
62,False,63,1.1280000000000001,3.076,0,0.19044208885419067,0.6461917484720386,0.8984643118449653,0.9167962960778674,0.4310492169726367,0.07701390670942124,0.6467089542434601,10.967957810960048,1683.0,349.86314953966144,69243.50018718731,121.3104889470398,1.307090853184097
63,True,64,1.731,2.68,0,0.44974372725102985,0.4981494572337719,0.9283260206735194,0.9313291530018551,0.33360412012292223,0.2620536388395237,0.6467089542434601,26.166854256962253,4000.0,151.22377087920304,18863.76597131946,5.245861332970971,1.3101645632624068
64,True,65,1.731,1.8760000000000001,0,0.4252713894868998,0.43358941331463696,0.9465577257514972,0.953308045674744,0.6949721487715229,0.5828471131201619,0.6467089542434601,30.23439636984739,4000.0,148.82471102559944,10787.054621520709,17.272025759386118,1.5135315005597842
65,False,66,1.205,3.472,0,0.19044208885419067,0.5670784144584924,0.9547112850112848,0.9225481869121006,0.7544979312835872,0.2018360589624197,0.6467089542434601,15.080075691363685,2389.0,248.00946492112215,34926.184210380896,63.87144007793048,1.2655133822380913
66,True,67,2.859,2.144,0,0.19044208885419067,0.5670784144584924,0.9146900527392746,0.9885905637538084,0.3904372406171906,0.1804493836788153,0.6467089542434601,24.635637299778036,4000.0,154.64492969092612,20620.54861847809,89.94558432391825,1.2336075432542022
67,True,68,2.436,3.076,0,0.0011196002936388024,0.7197925831316095,0.8843929325629661,0.8505065514168192,0.5354802054587443,-0.01025923753925808,0.6467089542434601,26.709891159309574,4000.0,157.20038122291902,15354.605516315984,5.76709227964994,1.3373150508553917
68,False,69,1.359,3.208,0,0.5950226501345621,0.6956099593143779,0.8984643118449653,0.9224257695132104,0.3904372406171906,0.11927892758403096,0.6467089542434601,18.781309837942764,2878.0,207.2704221656897,30583.03495459085,67.53721182781561,1.3076962692514171
69,False,70,2.436,0.0,0,0.19044208885419067,0.5670784144584924,0.7751831229876283,0.8105601507291103,0.4310492169726367,-0.1272374385722584,0.6467089542434601,8.201877202308888,2039.0,282.86476584515106,36475.65660035447,57.56245985063117,0.8082817711555932
70,True,71,1.872,1.34,0,0.028322579017073326,0.15167541306867974,0.958249378460979,0.9613403039450409,0.7900083968779106,0.7010365375697083,0.6467089542434601,29.234500453668385,4000.0,150.73192727632102,10523.87792611867,30.39812191550186,1.4635392043656472
71,False,72,2.154,0.268,0,0.10799398009903499,0.7195841622543715,0.7751831229876283,0.9167962960778674,0.4310492169726367,-0.1272374385722584,0.6467089542434601,9.157198976978123,1505.0,389.907598500579,57280.45877724173,122.51560228351458,1.2214328041748337
72,True,73,1.731,3.604,0,0.3133975808130664,0.4194003970742719,0.931250321886314,0.9234825151901483,0.2648564990874476,0.17488034276326028,0.6467089542434601,25.204559872722026,4000.0,156.48970500926512,18717.4989032202,7.126881127051277,1.2620522496660789
73,False,74,3.0,4.0,0,-0.05954130260446524,0.6877544825419605,0.8139224513905107,0.7980088779618087,0.5168414114058989,-0.08079825824752393,0.6467089542434601,11.490650918228381,2185.0,280.70302346990496,41770.33675553163,134.1904450132551,1.0548447333772617
74,False,75,1.282,3.472,0,0.6212403272102072,0.2747687664026049,0.9830298188170244,0.9413942430437426,0.2647095305730886,0.35283881779968096,0.6467089542434601,18.225273384016226,3375.0,169.93814348270692,34017.54895214172,70.60083011991316,1.0823813522710748
75,False,76,2.295,1.34,0,0.19044208885419067,0.5670784144584924,0.9151404311012256,0.9479590146845428,0.3904372406171906,0.523049185742112,0.6467089542434601,13.63252735600549,2093.0,280.55802157790595,38490.09066440731,65.69118531289189,1.3062851914817986
76,False,77,1.872,0.536,0,0.19044208885419067,0.6749295808861834,0.8984643118449653,0.9167962960778674,0.19474041717655352,0.6774596668268611,0.6467089542434601,9.125345198623735,2249.0,251.43543907480148,29295.83464899681,89.6031168454751,0.8150767097914463
77,False,78,1.205,1.34,0,0.19044208885419067,0.5670784144584924,0.8984643118449653,0.9167962960778674,0.3904372406171906,0.11927892758403096,0.6467089542434601,13.34302233453408,2189.0,235.6471197127106,30132.617537163893,255.36654963993263,1.2228815122816583
78,False,79,1.1280000000000001,2.8120000000000003,0,0.19044208885419067,0.6461917484720386,0.8984643118449653,0.8105601507291103,0.4310492169726367,-0.1272374385722584,0.6467089542434601,10.224723921461713,1629.0,360.1919801342839,56665.64784138191,340.07035516949435,1.2602813575232228
79,True,80,2.577,4.0,0,0.036415170452602605,0.6644792982078119,0.912259097838757,0.9012367436447896,0.4000419277923063,0.07274190270012995,0.6467089542434601,26.622261832206092,4000.0,164.04040275617268,15880.942687470879,4.9838883150283335,1.3329338035625824
80,True,81,2.295,3.472,0,0.07578412576646698,0.6854695340903263,0.886938718917366,0.8679316364066462,0.43256063459580585,-0.023491822230666502,0.6467089542434601,26.54704267954164,4000.0,158.64671188227868,15919.83113031218,5.941834459218515,1.3291730339678394
81,False,82,0.974,2.68,0,0.19044208885419067,0.6461917484720386,0.8984643118449653,0.9167962960778674,0.4310492169726367,-0.1272374385722584,0.6467089542434601,8.855845593570454,1469.0,397.28355059514547,66813.95224392679,238.49618501685185,1.2105067056513623
82,False,83,1.872,3.868,0,0.12506380753145854,0.6178160669109047,0.9174754247476424,0.9171901569060956,0.3348154583069436,0.1373741844559083,0.6467089542434601,21.844578669235744,3579.0,178.25063328815492,100522.69779181824,24.07410339760312,1.2228862100194575
83,False,84,2.577,3.208,0,-0.045180149911233695,0.7322122187372968,0.8901395026509371,0.8105601507291103,0.19474041717655352,-0.1272374385722584,0.6467089542434601,14.585526240872028,2865.0,211.54037267313015,55976.94510310933,27.169118388374013,1.020821878794111
84,True,85,1.59,3.604,0,0.18890361765963887,0.556102870745365,0.8927559574094994,0.9167962960778674,0.3259518481707898,0.19745423409764545,0.6467089542434601,24.63980955812757,4000.0,155.28636260616284,20300.82992773149,9.896637404952953,1.2338161457415542
85,False,86,2.436,3.472,0,-0.005791525626984336,0.6769847067780672,0.8571249005976994,0.8749386152114491,0.5211207578948293,0.015153153356012512,0.6467089542434601,17.72869242459181,3047.0,203.86967818722667,25999.340520330763,49.05912237800639,1.1658533760382157
86,True,87,2.436,3.868,0,0.057704001984539365,0.6677762490914243,0.8995287281813975,0.89191261120203,0.3995985558579526,0.04574074040023916,0.6467089542434601,26.585212514344487,4000.0,162.17667329799875,16054.176905945762,4.841925270888409,1.331081430288166
87,True,88,2.718,1.072,0,0.19044208885419067,0.2332236914099263,0.9151404311012256,0.9285537488996904,0.046571215397734234,0.6404657268837635,0.6467089542434601,22.203840550711114,4000.0,152.0753314087205,10749.0178977099,37.847166163653384,1.1120237849887782
88,False,89,1.513,1.072,0,-0.17997744165340082,0.6461917484720386,0.7751831229876283,0.8105601507291103,0.6577018806880596,0.07701390670942124,0.6467089542434601,13.237828968321875,2281.0,231.65251487097999,29452.562407339414,68.70591195561371,1.1638096029783438
89,False,90,2.718,1.608,0,-0.034331502023604826,0.5201177558388549,0.8828777577434191,0.8944937978876741,0.6670700361605697,-0.2158110139686172,0.6467089542434601,15.963882959980204,2366.0,261.74765256015615,30537.117495335562,50.55625104561001,1.3525171272785712
90,False,91,2.013,0.804,0,0.6099661263928208,0.03405934706175945,0.9381635589851904,0.9632841013292556,0.5989150675006197,0.07701390670942124,0.6467089542434601,12.033486729333436,3145.0,179.56212116393613,14562.924402477687,64.73642784668628,0.76779251381421
91,True,92,2.154,2.412,0,0.3355062279611781,0.5545191092673281,0.9525148350968043,0.9287663031470396,0.3894502738375342,0.3487259459279959,0.6467089542434601,24.889977402252132,4000.0,152.00209497412203,18114.341483333275,21.881912795733854,1.2463239125594403
92,False,93,2.013,1.34,0,0.19015024796080812,-0.2033279424727526,0.9296729064753476,0.9423820541393116,0.02302084379228676,0.6469245145917288,0.6467089542434601,19.069796435832185,2817.0,209.14378297861333,22948.07581305817,75.01782380054858,1.3567807717593168
93,False,94,1.59,1.608,0,0.19044208885419067,0.3733713507509889,0.7751831229876283,0.9167962960778674,0.4310492169726367,0.11927892758403096,0.6467089542434601,9.545724001979805,2385.0,225.29683652156223,153934.0052917677,132.1855289239314,0.803510620846131
94,True,95,2.295,2.944,0,0.36351987769746535,0.5561515048353041,0.94803405095879,0.9288469409785798,0.4113378381994974,0.2072768671188068,0.6467089542434601,27.03388853942937,4000.0,155.23551664268538,16388.836052559633,5.303198142447835,1.3535141099084276
95,True,96,2.295,1.8760000000000001,0,0.35244805109413074,0.4898228695064252,0.9122283436496712,0.9352173350484032,0.7926009846346186,0.3486315041294793,0.6467089542434601,28.14723641022778,4000.0,152.62936693306463,12471.842681723514,37.0647521413804,1.4091787202178283
96,True,97,1.359,1.608,0,-0.2373686383545114,0.36463987830883504,0.9282042638418112,0.91277828327427,0.6611922999320424,0.09118308186249567,0.6467089542434601,27.570904172379326,4000.0,142.98922871341577,15586.22469406146,61.671962371456644,1.3803635490839647
97,False,98,0.82,2.944,0,0.0908620598631252,0.6461917484720386,0.8471322511685533,0.9167962960778674,0.19474041717655352,-0.1272374385722584,0.6467089542434601,10.856053565746134,1687.0,346.21669949536835,72368.02783183662,97.12958536370381,1.2908876334395318
98,False,99,1.59,1.8760000000000001,0,0.19044208885419067,0.4562507169944877,0.9219377851971876,0.9445755099520441,0.548579052455611,0.4742707584674415,0.6467089542434601,16.38496104307053,2481.0,235.8713020846463,49961.258424166524,53.68697695696114,1.3235580444812616
99,False,100,1.051,0.268,0,0.10799398009903499,0.5670784144584924,0.7751831229876283,0.9167962960778674,0.22410351558281333,0.07701390670942124,0.6467089542434601,9.522172490770963,1533.0,361.8183481464376,64081.96482999862,51.99291570934511,1.24689183039271
100,False,101,0.974,1.8760000000000001,0,0.19044208885419067,0.5670784144584924,0.8984643118449653,0.9167962960778674,0.4310492169726367,0.11927892758403096,0.6467089542434601,11.500304100548739,1789.0,313.49603345838705,46932.884738932225,86.31878266642843,1.2898883480602772
101,False,102,1.513,3.7359999999999998,0,0.19044208885419067,0.5670784144584924,0.8984643118449653,0.9224552652045268,0.4310492169726367,0.11927892758403096,0.6467089542434601,12.464573023402163,1927.0,308.1367122707859,68509.41977662429,93.2507072440444,1.2969211821839317
102,True,103,2.436,3.7359999999999998,0,0.08588328214070286,0.6819506844049813,0.9209450465122248,0.9167962960778674,0.4140646090314037,0.12961231575563806,0.6467089542434601,26.743882559755548,4000.0,161.40966671122862,15490.993357804073,6.148092534558238,1.3390145359034378
103,False,104,1.436,1.072,0,0.10799398009903499,0.6461917484720386,0.8017746107522409,0.7509149081238767,0.06829296389204148,0.4083499753934204,0.6467089542434601,15.690868993844695,2641.0,204.9641529573002,25459.609624370067,78.12196625258134,1.1910204578750565
104,False,105,0.82,3.472,0,0.19044208885419067,0.5757469228029539,0.8813601246399643,0.9173561932249586,0.19474041717655352,-0.1272374385722584,0.6467089542434601,11.00096779622168,1714.0,346.6826256380451,65308.411465277626,162.31179318464902,1.2879144754488223
105,False,106,1.051,3.868,0,0.7127335327136228,0.5670784144584924,0.8566465529625341,0.9172314603471764,0.4558465682439013,0.07701390670942124,0.6467089542434601,15.399211254364754,2442.0,245.4560592259617,59443.02391132366,85.93743935568584,1.26418462265314
