,disc,label,meta_G_GAS,meta_G_SOL,metric_Unnamed: 0,metric_corangles_ankle_l,metric_corangles_ankle_r,metric_corangles_hip_l,metric_corangles_hip_r,metric_corangles_knee_l,metric_corangles_knee_r,metric_corangles_trunk,metric_energy,metric_maximize_distance,metric_maxtime,metric_minimize_activation,metric_minimize_passive_torques,metric_minimize_periodic_gait,metric_velocity
16,False,17,2.859,1.608,0,-0.5590231284279686,-0.5525095136514055,0.2446752144804449,-0.30698766230327185,-0.4211821528662298,0.0203473435253564,-0.3026074907607048,0.6467089542434601,13.408980581973355,2008.0,299.2985422710613,41850.41876663431,45.32161613375774,1.3391821287545649
17,False,18,2.013,0.0,0,-0.5590231284279686,-0.5525095136514055,0.12088463830088313,-0.17987181691374765,-0.1511989633213415,-0.10562645640819812,-0.0665372814336155,0.6467089542434601,7.5607663291808285,1744.0,318.32191244992174,46598.90754695503,88.783029945022,0.8712892445856395
18,False,19,2.577,0.268,0,-0.6408835874613289,-0.4461611077571196,0.2988729964267408,-0.4539476394342679,-0.07530155977381725,-0.2138000038918564,-0.1319971486354015,0.6467089542434601,7.459922885739664,1827.0,311.157669526969,45071.08582997669,70.51969216286041,0.8204037704990064
19,False,20,2.577,0.536,0,-0.5204264625551317,-0.3374959798060581,0.07783660457215569,-0.17987181691374765,-0.14568521764323558,-0.3356981323705528,-0.1319971486354015,0.6467089542434601,9.57124774966748,2471.0,244.2474197165509,23197.94070693612,65.37760073199269,0.777552591238035
20,False,21,1.1280000000000001,3.472,0,-0.6408835874613289,-0.5658546154949496,0.12088463830088313,-0.15088686775201465,-0.14568521764323558,-0.2138000038918564,-0.182321474862276,0.6467089542434601,12.03426307153996,1939.0,305.0392848354138,53948.820494940956,105.68459089850045,1.2451789834338256
21,False,22,1.513,2.144,0,-0.6408835874613289,-0.583568013412924,0.12088463830088313,-0.22083970750946544,-0.4960542426981768,-0.1603140620278724,-0.2898954220800585,0.6467089542434601,14.448802059320988,2139.0,273.42923510454267,33838.47661249629,47.5194247192062,1.3542628056625887
22,False,23,1.359,3.7359999999999998,0,-0.6408835874613289,-0.5525095136514055,0.2988729964267408,-0.4539476394342679,-0.07530155977381725,-0.2138000038918564,-0.1319971486354015,0.6467089542434601,9.346085671622301,1515.0,392.4400183766503,88466.36530834803,234.01533964373863,1.2387898144517877
23,True,24,3.0,1.34,0,-0.4252090225888124,-0.1659863899682458,-0.18019954279327216,0.11447803796672901,-0.1954924022358363,-0.4682229537428224,-0.2609906910508701,0.6467089542434601,27.227398404987248,4000.0,160.60056616283669,11640.898188350076,21.456616389012357,1.3631891194358443
24,False,25,0.897,2.144,0,-0.5590231284279686,-0.5525095136514055,0.2988729964267408,-0.17987181691374765,-0.07530155977381725,-0.10562645640819812,-0.1319971486354015,0.6467089542434601,8.861484833117967,1463.0,383.03585972231735,61352.779499140895,653.2346256932756,1.2170722108818497
25,True,26,2.718,2.412,0,-0.6022436680233375,-0.5827699567039168,0.05242549510978789,-0.14040987022296667,-0.2526972025167136,-0.2815924213436966,-0.08408458119571995,0.6467089542434601,27.19710570529832,4000.0,158.88334996299525,13670.883085876303,27.910777756186754,1.3616745601793605
26,True,27,2.436,4.0,0,-0.7259027079546898,-0.5590936079025907,0.0369744897050024,-0.15438463945933684,-0.13495555005026774,-0.10540869266173866,-0.15514059445850678,0.6467089542434601,26.428316200983037,4000.0,163.0474598720617,15960.30114787455,5.217403710370078,1.3232370068412664
27,False,28,1.359,1.8760000000000001,0,-0.4861603843475493,-0.3142864695060362,-0.0038166308726273884,-0.12115539959571832,-0.309440107395734,-0.4292145043644368,-0.2951679732466381,0.6467089542434601,20.674212482803433,2983.0,195.53945774871517,21648.118933138423,47.384695774705314,1.3884802343405793
28,False,29,3.0,0.804,0,-0.5590231284279686,-0.3994072370015761,0.12088463830088313,-0.17987181691374765,-0.07530155977381725,-0.2138000038918564,-0.1319971486354015,0.6467089542434601,9.464354224641175,2881.0,213.4713594643985,17434.240420643502,96.74591757823453,0.6597307087060971
29,False,30,2.154,0.804,0,-0.6408835874613289,-0.4385873879572621,0.2988729964267408,-0.17987181691374765,-0.1511989633213415,-0.10562645640819812,-0.1319971486354015,0.6467089542434601,8.832810115502397,1485.0,396.51340139577684,57071.430179529314,234.4885645898457,1.1950097384281946
30,False,31,1.205,0.0,0,-0.5590231284279686,-0.3374959798060581,0.7376966378858142,-0.17987181691374765,0.5278139876218818,-0.05340493818092396,-0.3925138119152919,0.6467089542434601,10.841113025969612,1823.0,297.0919620829673,43113.56548789493,126.42011642735407,1.1932499943863346
31,True,32,1.59,3.7359999999999998,0,-0.7857275894201124,-0.5810781653370695,-0.16407568296466524,-0.009847183962528674,-0.11354647764493128,-0.14191269390588715,-0.10212476308271247,0.6467089542434601,23.696511688968354,4000.0,155.17833777826564,35983.099997321515,36.03729738881072,1.1866536104103635
32,False,33,1.436,1.34,0,-0.6408835874613289,-0.5711861820545682,0.12088463830088313,-0.17987181691374765,-0.1511989633213415,-0.05340493818092396,-0.1319971486354015,0.6467089542434601,10.164350414405042,1613.0,346.03192276339064,61164.480975663,125.60390276419474,1.265454922755504
33,False,34,2.295,1.608,0,-0.3671984372802367,-0.4973319542705098,0.20333280853124613,-0.2248822246975803,-0.4560203068507837,-0.06276274132262293,-0.17861079283591072,0.6467089542434601,22.09211500586536,3174.0,193.60181573101409,20038.28039719626,16.231185976460647,1.394358400776328
34,False,35,1.205,3.7359999999999998,0,-0.5945209237721609,-0.5711861820545682,0.12088463830088313,-0.15161829199501978,-0.3792267919879165,-0.12783434476221822,-0.18983995037054927,0.6467089542434601,13.725992191231954,2501.0,227.6662552956681,50198.920403985896,96.38381330577559,1.1005708751067211
35,False,36,1.205,0.268,0,-0.5590231284279686,-0.5711861820545682,0.12088463830088313,-0.17987181691374765,-0.1511989633213415,-0.10562645640819812,-0.1319971486354015,0.6467089542434601,9.713961489799514,1708.0,317.58045363734124,53718.798733876836,92.23845643710932,1.1417525655836285
36,False,37,0.82,3.208,0,-0.6408835874613289,-0.5525095136514055,0.12088463830088313,-0.17987181691374765,-0.07530155977381725,-0.2138000038918564,-0.2051561038766872,0.6467089542434601,10.765208210696708,1681.0,349.96820758411127,64949.79580746774,130.74692824541287,1.2845369064859409
37,False,38,2.154,1.34,0,-0.5204264625551317,-0.5711861820545682,0.2988729964267408,-0.10810730998597567,-0.4279256543007942,-0.2138000038918564,-0.1319971486354015,0.6467089542434601,16.116315946983658,2359.0,246.72442580421932,29403.461724430737,92.96406567011988,1.3693365363936791
38,True,39,1.872,1.8760000000000001,0,-0.39480312105908416,-0.39457379589664654,0.09900105293483673,-0.11210809789021016,-0.472741815228523,-0.3732484221790468,-0.27257048834209696,0.6467089542434601,27.16287332156887,4000.0,148.58490287642957,15863.510628540218,39.036820355339216,1.3599630265695688
39,False,40,0.897,2.68,0,-0.6408835874613289,-0.5762248288986963,-0.09900580618840772,-0.13191409930427753,-0.35847315361988946,-0.10562645640819812,-0.07854835841746545,0.6467089542434601,20.57781006979181,3012.0,190.7994298678901,27487.360607214003,52.196768963461544,1.3688040131894863
40,True,41,1.436,2.944,0,-0.6186283509940451,-0.6481701643793425,-0.07481603985266222,-0.0029150024987523826,-0.08039560308971756,-0.09078417048051096,-0.17002419915372852,0.6467089542434601,25.16913587338225,4000.0,150.7579252122924,18619.22874202914,5.975259703503814,1.2602811382546608
41,True,42,1.513,1.608,0,-0.20214670901156576,-0.6267349796592273,0.10640648733504487,-0.07121270014966345,-0.5388331853292622,-0.1054707339463089,-0.3145943197871282,0.6467089542434601,27.457039068814574,4000.0,144.1724830296286,14259.994158362257,30.079527648299702,1.3746705785542541
42,True,43,1.282,3.7359999999999998,0,-0.5866667567434137,-0.42793321222501546,0.28116175231906754,-0.3472555963720513,-0.2912946962772675,-0.16778850924646202,-0.27124320567184673,0.6467089542434601,25.476972990226287,4000.0,150.91348639315692,22046.404507202176,10.392484197874431,1.2756722245425476
43,False,44,2.013,1.072,0,-0.6408835874613289,-0.3374959798060581,0.2988729964267408,0.12172483839217943,-0.01079124542749889,-0.5542501212225169,-0.3572439898511337,0.6467089542434601,13.77629760199826,2259.0,256.32521953467307,25504.855108622134,52.286716482883975,1.2225900322904972
44,True,45,2.859,3.076,0,-0.7046317336124496,-0.5468297268422292,0.06455834352066729,-0.17987181691374765,-0.20251257466543307,-0.242635935069834,-0.18182951879925305,0.6467089542434601,27.5200605537699,4000.0,161.4388285355728,14035.634572016384,5.948553530745734,1.3778214952561845
45,True,46,1.731,3.208,0,-0.6216118409726524,-0.6745164296039841,0.012241069279210252,-0.06012645825262355,-0.08830884670853391,-0.11837798254117875,-0.18444297042544971,0.6467089542434601,25.54946798972338,4000.0,153.89234251718614,17971.443243660797,7.346257656185286,1.2792967932889645
46,False,47,0.897,2.412,0,-0.6408835874613289,-0.5868616827789838,0.20307927178497365,-0.17987181691374765,-0.14568521764323558,-0.10562645640819812,-0.20020053456041126,0.6467089542434601,13.041836642867635,2001.0,285.2976578237978,45859.15872512414,134.4885838365903,1.3074354074089198
47,False,48,0.897,1.072,0,-0.6408835874613289,-0.5711861820545682,0.2988729964267408,-0.17987181691374765,-0.07530155977381725,-0.2138000038918564,-0.1319971486354015,0.6467089542434601,8.8633248053402,1483.0,368.90585395664,58349.88150461006,677.4207589995667,1.2000905997290396
48,False,49,2.436,3.208,0,-0.7127298271369636,-0.5294819062527507,0.14080616559487075,-0.21949409662696115,-0.1511989633213415,-0.11973064016096348,-0.09568437412652016,0.6467089542434601,25.795674487560767,3817.0,163.32043795672752,22959.367065262133,25.662935397547532,1.3537400650008584
49,True,50,2.577,1.8760000000000001,0,-0.5059916136589567,-0.514593417945432,-0.08867801092005058,0.033362686401606986,-0.1377109300957134,-0.3007186217790713,-0.4829393097824668,0.6467089542434601,27.116608926950693,4000.0,157.53227856107955,12659.794305930414,22.675657117355858,1.3576499224938636
50,False,51,0.897,0.0,0,-0.5590231284279686,-0.4461611077571196,0.2988729964267408,-0.17987181691374765,-0.07530155977381725,-0.10562645640819812,-0.1319971486354015,0.6467089542434601,9.007171830166351,1511.0,365.39358262326544,70667.06469302675,108.71248139977304,1.196734453958241
51,False,52,2.436,3.604,0,-0.7016336788130799,-0.5354539176944709,0.18298195128841352,-0.2044330921895515,-0.21793963956073467,-0.0954501119238945,-0.11879707991079473,0.6467089542434601,21.712185735878982,3356.0,187.5139000885516,42528.83230039141,46.339225669335356,1.2961046963073268
52,True,53,1.731,1.608,0,-0.4942371982678721,-0.6152323597643697,0.12739492725564364,-0.05278236810334104,-0.24921573884865894,-0.2313809120237511,-0.2537186092079469,0.6467089542434601,27.76971480231929,4000.0,148.4510488172952,12480.544751910656,21.62690333037148,1.3903035835792372
53,False,54,2.154,0.536,0,-0.6408835874613289,-0.3374959798060581,0.07783660457215569,-0.4539476394342679,-0.1511989633213415,-0.10562645640819812,-0.1319971486354015,0.6467089542434601,7.713175885473112,2619.0,237.0191208373864,19776.00506674348,58.405097403757246,0.5920350640333982
54,False,55,3.0,3.604,0,-0.6977131090181112,-0.5724386524620771,0.13575151014935186,-0.17987181691374765,-0.2558927944205119,-0.05340493818092396,0.0005055458914167992,0.6467089542434601,12.786295799792844,2644.0,230.60969501726632,61260.369327133674,57.148268919724465,0.9699752645522832
55,False,56,1.436,1.608,0,-0.6408835874613289,-0.6395830879768828,0.12088463830088313,0.0005870293221248073,-0.1511989633213415,-0.33333257357040513,-0.3326011637918159,0.6467089542434601,26.592844869365805,3791.0,146.3947468725487,16234.336936657231,58.286008732525346,1.404937591253844
56,False,57,1.051,0.536,0,-0.6394400555065771,-0.4461611077571196,0.17683829570054255,-0.3875476545811796,-0.390962984751745,-0.24053521825803825,-0.1319971486354015,0.6467089542434601,9.879741270432913,2264.0,231.41009152798716,29359.010668395716,87.04643460848992,0.8760258319304571
57,True,58,2.436,0.268,0,0.3974304919341482,0.3500989002429871,-0.2458892100084296,-0.2959696552435213,-0.2023815576458918,-0.0998822611201889,-0.14269555829172773,0.6467089542434601,17.68226716233608,4000.0,158.66579570195552,7966.081025423213,20.531932942262625,0.8859564189383454
58,True,59,2.436,0.536,0,0.4100319733643874,0.4970134190534124,-0.1360371381318673,-0.4539476394342679,-0.2264171755734881,-0.2138000038918564,-0.020901985402897692,0.6467089542434601,14.914753945904732,4000.0,157.88936399658752,8305.533214857855,79.50407603778936,0.7475876765539073
59,False,60,0.82,1.072,0,-0.6408835874613289,-0.3374959798060581,0.12088463830088313,-0.17987181691374765,-0.7149862605638491,-0.05340493818092396,-0.1319971486354015,0.6467089542434601,9.366607748071026,2021.0,261.3160415540413,36961.34041666243,124.82265010346696,0.9302952736098762
60,False,61,1.731,3.472,0,-0.6748296195574872,-0.5525095136514055,0.2988729964267408,-0.17987181691374765,-0.14568521764323558,-0.10562645640819812,-0.1542203120775103,0.6467089542434601,14.95777952991776,2413.0,253.9290859862552,37925.5123522349,47.60935182477599,1.2425859051019534
61,False,62,0.897,1.34,0,-0.5590231284279686,-0.7200749879014776,0.12088463830088313,0.03147223592918748,-0.4436120762536783,-0.10562645640819812,-0.4091501236780777,0.6467089542434601,15.847466049374932,3477.0,145.52212203706998,389771.14260319097,160.92313166108283,0.9138361170239648
62,False,63,1.1280000000000001,3.076,0,-0.6408835874613289,-0.5525095136514055,0.12088463830088313,-0.17987181691374765,-0.1511989633213415,-0.05340493818092396,-0.18403585433620573,0.6467089542434601,10.967957810960048,1683.0,349.86314953966144,69243.50018718731,121.3104889470398,1.307090853184097
63,True,64,1.731,2.68,0,-0.6097499175955178,-0.6025354270636358,0.01685598530444245,-0.06625871092903579,-0.13293845372210114,-0.12806344891804455,-0.16503424076677115,0.6467089542434601,26.166854256962253,4000.0,151.22377087920304,18863.76597131946,5.245861332970971,1.3101645632624068
64,True,65,1.731,1.8760000000000001,0,-0.3255660915269742,-0.3636651277048208,0.06992150397252704,-0.10233999882337184,-0.4354883609884049,-0.37656608074584347,-0.2257172313837995,0.6467089542434601,30.23439636984739,4000.0,148.82471102559944,10787.054621520709,17.272025759386118,1.5135315005597842
65,False,66,1.205,3.472,0,-0.6408835874613289,-0.5711861820545682,-0.1033980796818958,-0.1381490918920608,-0.5948586480259122,-0.14083238150977195,-0.22304992971296028,0.6467089542434601,15.080075691363685,2389.0,248.00946492112215,34926.184210380896,63.87144007793048,1.2655133822380913
66,True,67,2.859,2.144,0,-0.6408835874613289,-0.5711861820545682,0.15389461175818697,-0.22262248715952626,-0.14568521764323558,-0.1018032000235083,-0.13075639991790589,0.6467089542434601,24.635637299778036,4000.0,154.64492969092612,20620.54861847809,89.94558432391825,1.2336075432542022
67,True,68,2.436,3.076,0,-0.7185393242248742,-0.4770740222915755,0.22461761676375835,-0.2900786036728679,-0.2713379236704816,-0.08623600550734586,-0.07549400325392057,0.6467089542434601,26.709891159309574,4000.0,157.20038122291902,15354.605516315984,5.76709227964994,1.3373150508553917
68,False,69,1.359,3.208,0,-0.5653573743882195,-0.43241735987630175,0.12088463830088313,-0.13703739402663448,-0.14568521764323558,-0.10562645640819812,-0.1926002781201285,0.6467089542434601,18.781309837942764,2878.0,207.2704221656897,30583.03495459085,67.53721182781561,1.3076962692514171
69,False,70,2.436,0.0,0,-0.6408835874613289,-0.5711861820545682,0.2988729964267408,-0.4539476394342679,-0.1511989633213415,-0.2138000038918564,-0.0665372814336155,0.6467089542434601,8.201877202308888,2039.0,282.86476584515106,36475.65660035447,57.56245985063117,0.8082817711555932
70,True,71,1.872,1.34,0,-0.09565275700722836,-0.12994697236053446,0.02019974414929643,-0.027019174019703957,-0.5185458007758956,-0.4385105666593075,-0.3367364076954931,0.6467089542434601,29.234500453668385,4000.0,150.73192727632102,10523.87792611867,30.39812191550186,1.4635392043656472
71,False,72,2.154,0.268,0,-0.5590231284279686,-0.4385873879572621,0.2988729964267408,-0.17987181691374765,-0.1511989633213415,-0.2138000038918564,-0.1319971486354015,0.6467089542434601,9.157198976978123,1505.0,389.907598500579,57280.45877724173,122.51560228351458,1.2214328041748337
72,True,73,1.731,3.604,0,-0.6609072934976659,-0.6394977125666356,0.05559571676305,-0.06325856786332842,-0.09814291863929976,-0.07152838476299465,-0.1205282946646082,0.6467089542434601,25.204559872722026,4000.0,156.48970500926512,18717.4989032202,7.126881127051277,1.2620522496660789
73,False,74,3.0,4.0,0,-0.7340497457960892,-0.4949684478090544,0.3180909627792156,-0.4132902030552347,-0.25945134235543443,-0.0161228525895343,-0.030962678830470405,0.6467089542434601,11.490650918228381,2185.0,280.70302346990496,41770.33675553163,134.1904450132551,1.0548447333772617
74,False,75,1.282,3.472,0,-0.5467208248692578,-0.5471097965022498,-0.06864883033159085,-0.05089885981460047,-0.2037214551805672,-0.1077842232451423,-0.24390253708826776,0.6467089542434601,18.225273384016226,3375.0,169.93814348270692,34017.54895214172,70.60083011991316,1.0823813522710748
75,False,76,2.295,1.34,0,-0.6408835874613289,-0.5711861820545682,0.07783660457215569,0.018933772542901017,-0.14568521764323558,-0.3426408988402145,-0.2784706067885839,0.6467089542434601,13.63252735600549,2093.0,280.55802157790595,38490.09066440731,65.69118531289189,1.3062851914817986
76,False,77,1.872,0.536,0,-0.6408835874613289,-0.4173987108487473,0.12088463830088313,-0.17987181691374765,-0.07530155977381725,-0.13516053470723413,-0.1319971486354015,0.6467089542434601,9.125345198623735,2249.0,251.43543907480148,29295.83464899681,89.6031168454751,0.8150767097914463
77,False,78,1.205,1.34,0,-0.6408835874613289,-0.5711861820545682,0.12088463830088313,-0.17987181691374765,-0.14568521764323558,-0.10562645640819812,-0.1319971486354015,0.6467089542434601,13.34302233453408,2189.0,235.6471197127106,30132.617537163893,255.36654963993263,1.2228815122816583
78,False,79,1.1280000000000001,2.8120000000000003,0,-0.6408835874613289,-0.5525095136514055,0.12088463830088313,-0.4539476394342679,-0.1511989633213415,-0.2138000038918564,-0.17456930609776836,0.6467089542434601,10.224723921461713,1629.0,360.1919801342839,56665.64784138191,340.07035516949435,1.2602813575232228
79,True,80,2.577,4.0,0,-0.7541520637303771,-0.5167358297788031,0.1125224049519482,-0.18630596691275195,-0.1862622579401612,-0.09375278628348817,-0.07555620681934304,0.6467089542434601,26.622261832206092,4000.0,164.04040275617268,15880.942687470879,4.9838883150283335,1.3329338035625824
80,True,81,2.295,3.472,0,-0.6724500763251595,-0.5078431512274882,0.19679487519664732,-0.24314258500241576,-0.18351414896654916,-0.04136696253353366,-0.0776442191404817,0.6467089542434601,26.54704267954164,4000.0,158.64671188227868,15919.83113031218,5.941834459218515,1.3291730339678394
81,False,82,0.974,2.68,0,-0.6408835874613289,-0.5525095136514055,0.12088463830088313,-0.17987181691374765,-0.1511989633213415,-0.2138000038918564,-0.1319971486354015,0.6467089542434601,8.855845593570454,1469.0,397.28355059514547,66813.95224392679,238.49618501685185,1.2105067056513623
82,False,83,1.872,3.868,0,-0.7438704061180827,-0.5662576646901067,0.10535266828968476,-0.1530708634512052,-0.12934746623052482,-0.10390971002061204,-0.10318067057472162,0.6467089542434601,21.844578669235744,3579.0,178.25063328815492,100522.69779181824,24.07410339760312,1.2228862100194575
83,False,84,2.577,3.208,0,-0.7446670000761103,-0.4240835820400071,0.21193003846398265,-0.4539476394342679,-0.07530155977381725,-0.2138000038918564,-0.04171257392884931,0.6467089542434601,14.585526240872028,2865.0,211.54037267313015,55976.94510310933,27.169118388374013,1.020821878794111
84,True,85,1.59,3.604,0,-0.7398846008600422,-0.5979230841728196,0.1693682399140609,-0.17987181691374765,-0.0911143602867248,-0.14011527176905467,-0.20747681790867276,0.6467089542434601,24.63980955812757,4000.0,155.28636260616284,20300.82992773149,9.896637404952953,1.2338161457415542
85,False,86,2.436,3.472,0,-0.7055335320728505,-0.5121418117983333,0.2683478545463217,-0.237723018137732,-0.22201000594480702,-0.07092828945789957,-0.07571073963662202,0.6467089542434601,17.72869242459181,3047.0,203.86967818722667,25999.340520330763,49.05912237800639,1.1658533760382157
86,True,87,2.436,3.868,0,-0.7235929144668987,-0.5163253748951642,0.13829653424592714,-0.2091034020021536,-0.16609559764808518,-0.09616519170440106,-0.06670227294901636,0.6467089542434601,26.585212514344487,4000.0,162.17667329799875,16054.176905945762,4.841925270888409,1.331081430288166
87,True,88,2.718,1.072,0,-0.6408835874613289,-0.7010402534272745,0.07783660457215569,-0.13869508108480758,-0.24653823926622398,-0.10455324007967597,-0.4967560532356545,0.6467089542434601,22.203840550711114,4000.0,152.0753314087205,10749.0178977099,37.847166163653384,1.1120237849887782
88,False,89,1.513,1.072,0,-0.6409482335503822,-0.5525095136514055,0.2988729964267408,-0.4539476394342679,-0.6603722277219016,-0.05340493818092396,0.1944965909914545,0.6467089542434601,13.237828968321875,2281.0,231.65251487097999,29452.562407339414,68.70591195561371,1.1638096029783438
89,False,90,2.718,1.608,0,-0.2612671942367859,-0.5302375850591257,0.23162242608690106,-0.2986049307298527,-0.4112835491193344,-0.11853879650215216,-0.28628662758521906,0.6467089542434601,15.963882959980204,2366.0,261.74765256015615,30537.117495335562,50.55625104561001,1.3525171272785712
90,False,91,2.013,0.804,0,-0.2528304348064657,-0.21471461298985486,0.12288003055390015,-0.00920139172335663,-0.1363082215029998,-0.05340493818092396,0.2294210567062393,0.6467089542434601,12.033486729333436,3145.0,179.56212116393613,14562.924402477687,64.73642784668628,0.76779251381421
91,True,92,2.154,2.412,0,-0.6276673479124729,-0.5805939135890381,0.051898917564578165,-0.052392957806229684,-0.1715631173176211,-0.15670161394551418,-0.051791372087715004,0.6467089542434601,24.889977402252132,4000.0,152.00209497412203,18114.341483333275,21.881912795733854,1.2463239125594403
92,False,93,2.013,1.34,0,-0.41100658844325394,-0.12746394846575435,0.059531905877736435,0.06082915269469634,-0.05958373474408611,-0.4274519900266886,-0.4559969722820876,0.6467089542434601,19.069796435832185,2817.0,209.14378297861333,22948.07581305817,75.01782380054858,1.3567807717593168
93,False,94,1.59,1.608,0,-0.6408835874613289,-0.6251868950633201,0.2988729964267408,-0.17987181691374765,-0.1511989633213415,-0.10562645640819812,-0.1319971486354015,0.6467089542434601,9.545724001979805,2385.0,225.29683652156223,153934.0052917677,132.1855289239314,0.803510620846131
94,True,95,2.295,2.944,0,-0.6396216448569111,-0.5625289041580737,0.03369547595664278,-0.12355222943130355,-0.1876965878858157,-0.10884365482108134,-0.14766680020823494,0.6467089542434601,27.03388853942937,4000.0,155.23551664268538,16388.836052559633,5.303198142447835,1.3535141099084276
95,True,96,2.295,1.8760000000000001,0,-0.43226462954007183,-0.5117966904538631,0.17493157150552407,-0.10329831091020124,-0.4405014676249993,-0.2905476129755224,-0.20215251225915476,0.6467089542434601,28.14723641022778,4000.0,152.62936693306463,12471.842681723514,37.0647521413804,1.4091787202178283
