LANKLE,LHIP,LKNEE,RANKLE,RHIP,RKNEE
-12.1282596588135,36.5283164978027,8.34185886383057,-13.6344614028931,33.2390365600586,4.91662883758545
-11.0886316299438,36.056095123291,9.47130107879639,-12.3313331604004,33.0268898010254,5.9430046081543
-9.57596015930176,35.5822944641113,10.9316596984863,-10.2605247497559,32.8570899963379,7.52316808700562
-7.70836973190308,35.0593032836914,12.5253667831421,-7.79895687103272,32.7475242614746,9.41987037658691
-5.64869546890259,34.4153747558594,14.0634670257568,-5.26955366134644,32.6937828063965,11.4548950195313
-3.58176493644714,33.5939178466797,15.400595664978,-2.91241765022278,32.6315612792969,13.4726829528809
-1.64896953105927,32.5909690856934,16.4765110015869,-0.869109570980072,32.4396667480469,15.3073625564575
0.102994665503502,31.4600601196289,17.3103809356689,0.884368062019348,31.9990158081055,16.8188934326172
1.71262037754059,30.2838706970215,17.9484348297119,2.51614379882813,31.254768371582,17.9391269683838
3.23015451431274,29.1293525695801,18.402759552002,4.1689944267273,30.2358531951904,18.6608543395996
4.67889642715454,28.0239143371582,18.6559410095215,5.80564832687378,29.0272789001465,18.9910850524902
6.0506763458252,26.951997756958,18.6937351226807,7.26866102218628,27.7264099121094,18.956729888916
7.29767274856567,25.8477554321289,18.4945945739746,8.42788600921631,26.4070644378662,18.6319198608398
8.35545444488525,24.6224517822266,18.0307216644287,9.26615619659424,25.0927925109863,18.1099586486816
9.19157123565674,23.2149429321289,17.2962703704834,9.85986423492432,23.7514686584473,17.4505100250244
9.81739234924316,21.6379241943359,16.3373870849609,10.3060245513916,22.3314743041992,16.6766338348389
10.2701997756958,19.9858989715576,15.257269859314,10.671835899353,20.8083686828613,15.8015508651733
10.5771341323853,18.3809089660645,14.1585988998413,10.9878950119019,19.2056922912598,14.8496799468994
10.7495088577271,16.8994617462158,13.0931272506714,11.2552556991577,17.5828170776367,13.8610105514526
10.8016700744629,15.5414018630981,12.0650386810303,11.4650058746338,15.9875726699829,12.8652229309082
10.7393684387207,14.2410182952881,11.0472087860107,11.5959024429321,14.4128551483154,11.8499517440796
10.554705619812,12.9096260070801,10.0031547546387,11.594126701355,12.8009243011475,10.7624959945679
10.2396392822266,11.4911994934082,8.91477584838867,11.4175453186035,11.0922174453735,9.55513381958008
9.79344272613525,9.99095058441162,7.80137634277344,11.0692863464355,9.26199626922607,8.22418594360352
9.22590351104736,8.46328258514404,6.7151575088501,10.5825138092041,7.31939649581909,6.80082273483276
8.55729103088379,6.97570276260376,5.71375799179077,9.99655055999756,5.2965931892395,5.33192873001099
7.82178497314453,5.57916736602783,4.82945013046265,9.34654712677002,3.24758100509644,3.87204909324646
