LGRF_GRFx,"LGRF_GRFy
",moments_ankle_l,moments_ankle_r,moments_hip_l,moments_hip_r,moments_knee_l,moments_knee_r,stim_bifemlh_l,stim_bifemlh_r,stim_glut_max_l,stim_glut_max_r,stim_med_gas_l,stim_med_gas_r,stim_psoas_l,stim_psoas_r,stim_soleus_l,stim_soleus_r,stim_tib_ant_l,stim_tib_ant_r,stim_vas_int_l,stim_vas_int_r,RGRF_GRFx,"RGRF_GRFy
",f_ce_bifemlh_l,f_ce_bifemlh_r,f_ce_glut_max_l,f_ce_glut_max_r,f_ce_med_gas_l,f_ce_med_gas_r,f_ce_psoas_l,f_ce_psoas_r,f_ce_soleus_l,f_ce_soleus_r,f_ce_tib_ant_l,f_ce_tib_ant_r,f_ce_vas_int_l,f_ce_vas_int_r,act_bifemlh_l,act_bifemlh_r,act_glut_max_l,act_glut_max_r,act_med_gas_l,act_med_gas_r,act_psoas_l,act_psoas_r,act_soleus_l,act_soleus_r,act_tib_ant_l,act_tib_ant_r,act_vas_int_l,act_vas_int_r,v_ce_bifemlh_l,v_ce_bifemlh_r,v_ce_glut_max_l,v_ce_glut_max_r,v_ce_med_gas_l,v_ce_med_gas_r,v_ce_psoas_l,v_ce_psoas_r,v_ce_soleus_l,v_ce_soleus_r,v_ce_tib_ant_l,v_ce_tib_ant_r,v_ce_vas_int_l,v_ce_vas_int_r,angles_ankle_l,angles_ankle_r,angles_hip_l,angles_hip_r,angles_knee_l,angles_knee_r,velocities_ankle_l,velocities_ankle_r,velocities_hip_l,velocities_hip_r,velocities_knee_l,velocities_knee_r,l_ce_bifemlh_l,l_ce_bifemlh_r,l_ce_glut_max_l,l_ce_glut_max_r,l_ce_med_gas_l,l_ce_med_gas_r,l_ce_psoas_l,l_ce_psoas_r,l_ce_soleus_l,l_ce_soleus_r,l_ce_tib_ant_l,l_ce_tib_ant_r,l_ce_vas_int_l,l_ce_vas_int_r,f_se_bifemlh_l,f_se_bifemlh_r,f_se_glut_max_l,f_se_glut_max_r,f_se_med_gas_l,f_se_med_gas_r,f_se_psoas_l,f_se_psoas_r,f_se_soleus_l,f_se_soleus_r,f_se_tib_ant_l,f_se_tib_ant_r,f_se_vas_int_l,f_se_vas_int_r
3.834636749848602e-238,-1.5391351118068275e-236,0.0,0.0,0.0,0.0,0.2617993877991494,0.2617993877991494,0.053275246240899035,0.053275246240899035,0.07939289587414437,0.07939289587414437,0.0466013734508278,0.0466013734508278,0.028328106633113883,0.028328106633113883,0.02988186186499512,0.02988186186499512,0.08773465867651832,0.08773465867651832,0.05543369531662165,0.05543369531662165,3.8346367498486344e-238,-1.5391351118068301e-236,0.0,0.0,0.0,0.0,8.056348847547266,8.056348847547266,42.61018460670567,42.61018460670567,0.0,0.0,0.0,0.0,0.0,0.0,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,0.04619349673167572,-1.2000000000000002,-1.2000000000000002,-1.32,-1.32,-0.3352857019279515,-0.3352857019279515,-0.2151177826040212,-0.2151177826040212,-0.24,-0.24,-0.72,-0.72,-0.96,-0.96,8.55707719598776e-36,5.929094317748657e-36,0.0,0.0,0.0,0.0,8.55707719598776e-33,5.929094317748658e-33,0.0,0.0,0.0,0.0,0.09879999999999996,0.09879999999999996,0.10867999999999993,0.10867999999999993,0.05098833912838078,0.05098833912838078,0.10941614943962208,0.10941614943962208,0.03975999999999992,0.03975999999999992,0.05928000000000001,0.05928000000000001,0.07904000000000001,0.07904000000000001,0.0,0.0,0.0,0.0,8.273674283165816,8.273674283165816,42.610184606705666,42.610184606705666,0.0,0.0,0.0,0.0,0.0,0.0
2.8534667858369893e-224,2.4438365502865226e-224,1.654420771455706,1.654420771455706,-7.3269576746641745,-7.3269576746641745,-1.4378712656568993,-1.4378712656568993,0.053275246240899035,0.053275246240899035,0.07939289587414437,0.07939289587414437,0.0466013734508278,0.0466013734508278,0.028328106633113883,0.028328106633113883,0.02988186186499512,0.02988186186499512,0.08773465867651832,0.08773465867651832,0.05543369531662165,0.05543369531662165,2.8534667858369927e-224,2.4438365502865264e-224,0.0,0.0,0.0,0.0,36.10718688239298,36.10718688239298,71.41650079125944,71.41650079125944,0.0,0.0,0.0,0.0,0.0,0.0,0.0506700625500624,0.0506700625500624,0.06717973681240554,0.06717973681240554,0.046451326661510674,0.046451326661510674,0.0349002994019474,0.0349002994019474,0.03588247019916641,0.03588247019916641,0.07245279118654868,0.07245279118654868,0.05203447671643803,0.05203447671643803,-1.2000000000000002,-1.2000000000000002,-1.32,-1.32,-0.08049653468710716,-0.08049653468710716,0.0016500730624666048,0.0016500730624666048,-0.24,-0.24,-0.72,-0.72,-0.96,-0.96,0.006739178018093546,0.006739178018093546,-0.0009856650856192872,-0.0009856650856192872,0.00116472876528412,0.00116472876528412,1.6935917398829183,1.6935917398829183,-0.19080926945206028,-0.1908092694520604,0.2061555419799852,0.2061555419799852,0.08679999999999981,0.08679999999999981,0.0954799999999998,0.0954799999999998,0.049502427175941686,0.049502427175941686,0.1092043921376808,0.1092043921376808,0.037359999999999886,0.037359999999999886,0.05207999999999997,0.05207999999999997,0.06944000000000003,0.06944000000000003,0.0,0.0,0.0,0.0,36.10718688239298,36.10718688239298,71.41650079125945,71.41650079125945,0.0,0.0,0.0,0.0,0.0,0.0
7.980527428487558e-227,-2.2578870360672126e-226,-0.13207108074863538,-0.13207108074863538,-5.435034890115646,-5.435034890115646,-2.2505702393940785,-2.2505702393940785,0.053275246240899035,0.053275246240899035,0.07939289587414437,0.07939289587414437,0.0466013734508278,0.0466013734508278,0.028328106633113883,0.028328106633113883,0.02988186186499512,0.02988186186499512,0.6219230792039948,0.6219230792039948,0.05543369531662165,0.05543369531662165,7.980527428485019e-227,-2.257887036068341e-226,9.89315342888366,9.89315342888366,36.24561332175046,36.24561332175046,32.33108388219357,32.33108388219357,59.532764974719754,59.532764974719754,2.6922591533997005,2.6922591533997005,49.57249726298857,49.57249726298857,0.0,0.0,0.0523168508237588,0.0523168508237588,0.07489991685130412,0.07489991685130412,0.04654617421257677,0.04654617421257677,0.03074588602132628,0.03074588602132628,0.03208936667463719,0.03208936667463719,0.08211276267768876,0.08211276267768876,0.05418319020263202,0.05418319020263202,-0.7795055287481636,-0.7795055287481636,-0.2526859504189709,-0.2526859504189709,-0.09711641909059288,-0.09711641909059288,-0.0071981093779034215,-0.0071981093779034215,-0.211814047221122,-0.211814047221122,-0.02396107104244564,-0.02396107104244564,-0.96,-0.96,0.03792702338164307,0.03792702338164308,-0.003627607683627864,-0.003627607683627864,0.003567838211352721,0.003567838211352721,3.755664048647488,3.755664048647488,-0.31760040142794244,-0.31760040142794244,0.26295236222687857,0.26295236222687857,0.07492300067273516,0.07492300067273516,0.0831772376457396,0.0831772376457396,0.04860825272363073,0.04860825272363073,0.1091443821677748,0.1091443821677748,0.03497309148072628,0.03497309148072628,0.04941167140294375,0.04941167140294375,0.059840000000000074,0.059840000000000074,9.893153428883661,9.893153428883661,36.245613321750476,36.245613321750476,32.33108388219356,32.33108388219356,59.53276497471973,59.53276497471973,2.692259153399699,2.692259153399699,49.57249726298858,49.57249726298858,0.0,0.0
-3.9204797368742495e-224,-3.817982099538294e-224,-2.686557900514833,-2.686557900514833,11.486715025417633,11.486715025417633,3.838783619791117,3.838783619791117,0.053275246240899035,0.053275246240899035,0.07939289587414437,0.07939289587414437,0.0738926767217413,0.0738926767217413,0.028328106633113883,0.028328106633113883,0.02988186186499512,0.02988186186499512,0.4642104651088547,0.4642104651088547,0.05543369531662165,0.05543369531662165,-3.9204797368742495e-224,-3.8179820995382963e-224,102.2060079896779,102.2060079896779,93.2973390599608,93.2973390599608,34.683093476532,34.683093476532,56.61664421442227,56.61664421442227,27.866106232954532,27.866106232954532,151.63885398249894,151.63885398249894,0.0,0.0,0.05292267043037476,0.05292267043037476,0.07774001263585288,0.07774001263585288,0.05811585725130554,0.05811585725130554,0.029217562605275686,0.029217562605275686,0.030693961738988886,0.030693961738988886,0.37038577411857226,0.37038577411857226,0.054973657793231545,0.054973657793231545,-0.025047985373188687,-0.025047985373188687,0.0025224351338062395,0.0025224351338062395,-0.12046609884726668,-0.12046609884726668,-0.0070258782760643035,-0.0070258782760643035,-0.08191218779937236,-0.08191218779937236,-0.07839748144252535,-0.07839748144252535,-0.96,-0.96,0.0681940037795751,0.06819400377957513,-0.00635262808940619,-0.006352628089406189,0.00574169161626154,0.00574169161626154,1.6777234668333696,1.6777234668333696,-0.20037475304737407,-0.20037475304737407,0.1895691658919023,0.1895691658919023,0.07342683855754747,0.07342683855754747,0.08283081613366032,0.08283081613366032,0.0473819455889052,0.0473819455889052,0.10901938424560514,0.10901938424560514,0.03360208213918794,0.03360208213918794,0.048504636724811284,0.048504636724811284,0.05024000000000012,0.05024000000000012,102.2060079896779,102.2060079896779,93.29733905996082,93.29733905996082,34.683093476531994,34.683093476531994,56.61664421442227,56.61664421442227,27.866106232954536,27.866106232954536,151.63885398249894,151.63885398249894,0.0,0.0
-1.4940414025750088e-224,-1.9753205925703363e-224,-0.5729938456502789,-0.5729938456502789,12.889746176234679,12.889746176234686,4.4077835545293516,4.407783554529339,0.053275246240899035,0.053275246240899035,0.07939289587414437,0.07939289587414437,0.07231149132085284,0.07231149132085284,0.028328106633113883,0.028328106633113883,0.03031506921728956,0.03031506921728956,0.3902807920602792,0.3902807920602792,0.05543369531662165,0.05543369531662165,-1.4940414025756353e-224,-1.9753205925702543e-224,112.04761218754022,112.04761218754022,95.84728981481626,95.84728981481626,70.3067969318364,70.3067969318364,56.87131687561924,56.87131687561924,82.34533009872456,82.34533009872456,183.6683148100467,183.6683148100467,29.84574158049088,29.84574158049088,0.05314554017594913,0.05314554017594913,0.07878483095800128,0.07878483095800128,0.0683868588291466,0.0683868588291466,0.028655320896406107,0.028655320896406107,0.03018061826250712,0.03018061826250712,0.3945814399162231,0.3945814399162231,0.05526445609173116,0.05526445609173116,-0.005773152836521148,-0.005773152836521148,0.0035587831632493774,0.0035587831632493774,-0.04192290436156406,-0.04192290436156406,-0.001694074452519197,-0.001694074452519197,-0.01306223819729335,-0.01306223819729335,-0.054780841382424866,-0.054780841382424866,-0.10445465341596824,-0.10445465341596824,0.05656601244595855,0.056566012445958574,-0.007394782438897184,-0.007394782438897188,0.007832218430614503,0.00783221843061451,-3.050037804529504,-3.050037804529504,-0.0218265961494735,-0.0218265961494735,0.22008647275696247,0.22008647275696333,0.07331543712506358,0.07331543712506358,0.08287424823137153,0.08287424823137153,0.046527096590299404,0.046527096590299404,0.10895683717096208,0.10895683717096208,0.033143438351858553,0.033143438351858553,0.04789658077399909,0.04789658077399909,0.04179278459249229,0.04179278459249229,112.04761218754022,112.04761218754022,95.84728981481625,95.84728981481626,70.30679693183639,70.30679693183639,56.87131687561922,56.87131687561922,82.34533009872455,82.34533009872455,183.66831481004667,183.66831481004667,29.84574158049087,29.84574158049087
9.349729958401596e-224,7.2698609780508815e-224,4.5807765088627646,4.5807765088627646,11.777947081873972,11.777947081873972,6.7258337810579585,6.7258337810576085,0.053275246240899035,0.053275246240899035,0.07939289587414437,0.07939289587414437,0.07245004297050778,0.07245004297050778,0.028328106633113883,0.028328106633113883,0.04740890827363742,0.04740890827363742,0.3615032806387489,0.3615032806387489,0.062092546518666025,0.062092546518666025,9.349729958401851e-224,7.269860978050913e-224,110.16109943480284,110.16109943480284,89.54617036699413,89.54617036699413,102.18762877459841,102.18762877459841,61.28593946774245,61.28593946774245,139.87601675890184,139.87601675890184,188.02673829047455,188.02673829047455,51.05594899076168,51.05594899076168,0.05322753052209344,0.05322753052209344,0.07916920352355579,0.07916920352355579,0.07002540356887844,0.07002540356887844,0.028448480832905288,0.028448480832905288,0.036278339137850835,0.036278339137850835,0.3825825420600909,0.3825825420600909,0.055371436306074405,0.055371436306074405,-0.008980885743077933,-0.008980885743077933,-0.005846006640143558,-0.005846006640143558,-0.002137764668627708,-0.002137764668627708,0.006178437430959221,0.006178437430959221,0.0006910690457099897,0.0006910690457099897,-0.04351690151044961,-0.04351690151044961,0.0003649477114662424,0.0003649477114662424,0.04226446515704238,0.0422644651570424,-0.00614784462575785,-0.00614784462575787,0.008854656679853924,0.008854656679853959,1.6021568834942226,1.6021568834942157,0.2375689839438774,0.2375689839438661,0.004098747361949359,0.00409874736197538,0.07323705084315202,0.07323705084315202,0.08286881272889372,0.08286881272889372,0.04641545275475637,0.04641545275475637,0.10898052398047688,0.10898052398047688,0.03314364708134628,0.03314364708134628,0.047324964963283776,0.047324964963283776,0.0416433356091709,0.0416433356091709,110.16109943480281,110.16109943480281,89.54617036699413,89.54617036699412,102.18762877459844,102.18762877459844,61.285939467742445,61.285939467742445,139.87601675890184,139.87601675890184,188.02673829047464,188.02673829047464,51.05594899076168,51.05594899076168
-2.079791746530229e-280,109.77255813053962,12.755415083410838,12.763557008818545,11.495790782587072,-14.113158527522454,-1.056889519411892,-2.151327980275956,0.07812389834743963,0.07811830988568852,0.08174159781953833,0.0,0.09715056802468464,0.09715056802468464,0.028328106633113883,0.3727794673459223,0.08058455191516235,0.08058455191516235,0.32809749135451144,0.32809749135451144,0.07641581490824245,0.00036431646047370425,-1.0653621286267666e-270,105.94305852617495,113.96136241870596,113.83922944292152,91.99103151823437,58.34377747119042,154.11757186900456,154.0617756695847,65.47612594573468,328.38409266102343,265.7558454968282,265.89835751660803,149.44477339007048,149.17723963762012,74.59922197860763,57.17625077162448,0.07698688564490233,0.07698688572782665,0.08763591371454497,0.04109794051063072,0.07815001160286586,0.07815001160286586,0.028372389740171387,0.21805180640827065,0.052042169076610745,0.052042169076610745,0.3591720391646306,0.3591720391646306,0.06701956937566199,0.0452225965982604,-0.0814715834897668,-0.0817333541335612,-0.021914044933060768,0.02593925175188037,0.026798890536158314,0.026692508453075005,0.014953915384993912,-0.0684057070636473,0.018711082083917044,0.01882647964261931,-0.06575313401261572,-0.06603414035462109,0.015629752272392418,0.04616792721377738,-0.0017868457920618027,-0.0020363510021794255,-0.003050772581783473,-0.0032342517766449893,0.01672828225044716,0.017110732209723846,-4.7622608068309145,-4.85641475448918,0.500398664977416,0.4269346085939677,0.6843719319337381,0.8354644978843216,0.0727859479551533,0.07278530774452922,0.08270987304427972,0.0829775749145594,0.0465170620711258,0.046516818933255,0.10909869492980803,0.10819611597051998,0.03329988779172648,0.0333028225235393,0.04679495190075838,0.046794385955973565,0.04175893580905269,0.041896110107922026,113.96136241870595,113.83922944292154,91.99103151823435,58.34377747119042,154.11757186900456,154.06177566958476,65.47612594573465,328.38409266102343,265.7558454968283,265.89835751660803,149.44477339007045,149.17723963762012,74.5992219786076,57.176250771624474
-7.841093702282841e-250,180.12808533264348,24.2836598732688,24.530426217440905,11.905021192660724,-43.499043875333406,6.969510662871269,12.221870874512026,0.07438237076324232,0.0732443711977182,0.07939289587414437,0.0,0.12687792424650984,0.12687792424650984,0.028328106633113883,0.3727794673459223,0.12803997123057856,0.12803997123057856,0.2872922200452149,0.2872922200452149,0.08551831099524138,0.0,2.47575360799167e-195,160.15947676839215,125.21851066878212,123.22167426144749,86.13303709352738,28.419987615004125,209.76184894693498,208.2225920383409,67.62351445644492,578.4013503144498,447.7198121755653,454.68727241222916,118.05487770599599,114.90682176093813,79.9637399654739,30.760413797240876,0.07260992035195836,0.07226755334128382,0.08251620367127359,0.021440290010196702,0.10264757365470886,0.10264757365470886,0.028344397473567377,0.3158583566659078,0.08973271046748127,0.08973271046748127,0.3235621096143953,0.3235621096143953,0.07568047914376917,0.02295766579328675,-0.03968100648474186,-0.04210868660758016,-0.021524532493766086,0.012298350673446307,0.039903679079649264,0.0363689833650308,0.02102801724668588,-0.0199420392453846,0.012345525314505754,0.014681379587118347,-0.08135890479110235,-0.0857121788620162,0.007040087862859844,0.0336005714677092,-0.04735899901582165,-0.05054698166077879,0.0028999008904797485,-0.00011608486345499875,0.02069580427992342,0.02677051091185728,-4.4496851052276964,-5.038845573945349,0.5896572735088071,0.059407490923453786,0.2450733277834412,1.3204794838132319,0.07218694037984333,0.07217149295478505,0.08245847859633501,0.08311307215934123,0.0470401969705983,0.047009620558586984,0.10937999323775358,0.107840130125786,0.033570945839745604,0.03360398747040804,0.045987021504106634,0.0459643734204465,0.04190231539313588,0.0425096773640324,125.2185106687821,123.22167426144748,86.13303709352739,28.41998761500413,209.76184894693498,208.22259203834102,67.62351445644492,578.4013503144498,447.71981217556527,454.6872724122292,118.05487770599598,114.90682176093809,79.96373996547389,30.760413797240872
-1.9644601739675337e-244,268.5486120170981,36.321563097626154,36.97548437736195,13.868329780738256,-48.51112689429779,11.182494710041578,15.245124008802282,0.1804550970211893,0.1627403467226776,0.16170221604691398,0.0,0.16149819405638774,0.16147580858157284,0.028328106633113883,0.3727794673459223,0.20409050354836786,0.20416893287963245,0.23127811998119066,0.2312259428363224,0.08818331872959956,0.0,5.859133315535137e-161,236.5740921311679,146.5436199742701,136.9483690839814,94.93838988716664,20.630056330132774,260.03620687497414,253.80582552062145,65.79288592131272,609.1065860234064,663.0653126408482,684.5395007529117,97.73574523403336,88.08068906475881,83.54546884055391,21.908963844442592,0.10161895582236537,0.09647094274155577,0.09925326396431088,0.014208647831730606,0.12601765437072154,0.12601539591269253,0.028334099698874505,0.3518393592866313,0.13238887917483805,0.132398463987435,0.28637684921326595,0.2863709275038453,0.08304198999812576,0.01476685923141809,-0.07671418803693991,-0.07991919177254997,-0.04029131095125559,0.02869455548550136,0.04429685189706122,0.03267905382151333,0.015964828481306467,-0.03325293097910848,0.011717727677387095,0.016161049580277014,-0.08502779022701787,-0.10162565542513566,0.0027828897941648296,0.02700342120492553,-0.09185481647263592,-0.10414910765407408,0.007631305571564327,-0.0050654139109454896,0.02234128701807045,0.04771954518329506,-4.479747202857807,-5.604195134516529,0.37340715142507397,-0.9632651112420948,0.1019312036964759,2.74147749088275,0.07164004204875421,0.07157205822630326,0.08214895274297722,0.0834153398736245,0.04773743047083902,0.04754459704144623,0.10963739985736387,0.1075874386673622,0.03383361849031054,0.034018003905259976,0.04508186450730089,0.0449401981762476,0.04195175052655565,0.04341167521044315,146.54361997427011,136.94836908398142,94.93838988716664,20.63005633013278,260.03620687497414,253.80582552062154,65.79288592131273,609.1065860234064,663.0653126408482,684.5395007529116,97.73574523403337,88.08068906475881,83.5454688405539,21.908963844442592
3.7657815721654547e-190,366.6180815101384,52.68793397923889,55.07641314813314,28.48038251029385,-37.07093408985161,23.049396725624728,21.41798423897683,0.38915952536360665,0.362412142187936,0.3531232805317846,0.0,0.20512413106427,0.20410876367490047,0.028328106633113883,0.3727794673459223,0.3232672371048134,0.32690915035199364,0.143557962116716,0.14101364439722608,0.08969729857388377,0.0,5.449172799329563e-121,352.0330453454547,254.60380765923526,223.3317292395909,167.77273752103122,16.92999488223716,332.6094682681118,301.60403091541133,64.09163422410539,550.3904346097254,972.3764804958932,1070.499666202069,77.97217422567756,64.28523923940921,80.90260765388501,20.669936767037164,0.2170948251249885,0.1992188633856108,0.1988595662814193,0.011548274998380036,0.16321503089401007,0.16298780730351586,0.02833031135877683,0.36507603216487855,0.214114682679698,0.21488096133701245,0.224436623214642,0.2238977857370279,0.08681693595738113,0.01175362949428984,-0.11866222905284494,-0.12919479448013702,-0.0676152393904129,0.02599414087202152,0.03713876857772636,0.013454762386313424,0.01198663083022882,-0.06805364639855904,0.004228063529891043,0.009817910525041136,-0.07400134193442802,-0.10221530095558327,-0.004447211309306113,0.02506380014293334,-0.1356932590161468,-0.16134206400015955,0.01073866886512943,-0.0198331237129262,0.02161532901427302,0.08201735033027066,-4.253890113674332,-5.744967507127107,0.29955428596865724,-1.8511575613667053,-0.26458277590782003,3.9327415995339816,0.07060268361243975,0.07045892866704236,0.08155903010028112,0.08416671824172353,0.04825762983359249,0.047794346816815575,0.10980590190849984,0.10700253959857887,0.03392800519862283,0.03420763321739215,0.04420918184249963,0.04380883736809542,0.041954394612981866,0.04479024544150072,254.6038076592353,223.33172923959097,167.77273752103122,16.929994882237157,332.60946826811187,301.6040309154114,64.09163422410543,550.3904346097254,972.3764804958934,1070.4996662020685,77.97217422567756,64.28523923940922,80.90260765388501,20.669936767037164
