LANKLE,LHIP,LKNEE,RANKLE,RHIP,RKNEE
-10.8010711669922,6.52228116989136,-2.90940809249878,-10.3075675964355,6.43029737472534,6.21149063110352
-11.2831363677979,5.64497995376587,-2.28602647781372,-10.8716592788696,5.23999166488648,6.01983499526978
-12.0136098861694,4.78966856002808,-1.53572165966034,-11.6393327713013,4.18189907073975,5.9869818687439
-13.0276260375977,3.87404489517212,-0.674948692321777,-12.6077060699463,3.20625972747803,6.14486169815064
-14.4359073638916,2.87382197380066,0.263913720846176,-13.8506994247437,2.25832533836365,6.49835252761841
-16.3202819824219,1.84731769561768,1.26143360137939,-15.4647350311279,1.34668862819672,7.05856847763062
-18.8209381103516,0.940060079097748,2.3258683681488,-17.5792274475098,0.533383131027222,7.84859418869019
-21.9871559143066,0.344916254281998,3.54186201095581,-20.3283061981201,-0.068648733198643,8.94082832336426
-25.7425746917725,0.212994158267975,5.04060220718384,-23.7075729370117,-0.335945308208466,10.4399785995483
-29.7453060150147,0.596388638019562,6.98759317398071,-27.5427894592285,-0.157940074801445,12.41392993927
-33.5723190307617,1.41165590286255,9.50186347961426,-31.4376468658447,0.503905355930328,14.8971376419067
-36.7518653869629,2.49516725540161,12.6320352554321,-34.7407684326172,1.5848480463028,17.9475364685059
-38.8778915405273,3.67778611183167,16.3130970001221,-36.9093284606934,2.94003796577454,21.5317859649658
-39.6779403686523,4.87194108963013,20.3888168334961,-37.7025871276856,4.44830274581909,25.5153522491455
-39.360408782959,6.09254217147827,24.5682411193848,-37.2384338378906,6.0402045249939,29.7020168304443
-38.3532333374023,7.46254110336304,28.5457553863525,-35.955192565918,7.66941118240356,33.8530883789063
-37.0335922241211,9.1297664642334,32.1080627441406,-34.2811965942383,9.38236427307129,37.7829666137695
-35.5116958618164,11.1255044937134,35.1775894165039,-32.4255981445313,11.3758478164673,41.4195251464844
-33.8516349792481,13.492883682251,37.7992706298828,-30.5636253356934,13.7999000549316,44.6848106384277
-32.1522598266602,16.2186107635498,40.0511016845703,-28.7009334564209,16.589937210083,47.5311546325684
-30.6161003112793,19.0909633636475,41.9215049743652,-26.7694072723389,19.5227489471436,49.8956069946289
-29.1904830932617,21.808126449585,43.4004592895508,-24.7758197784424,22.4304351806641,51.7056503295898
-27.8102073669434,24.1980895996094,44.4649772644043,-22.7234001159668,25.1775245666504,52.9149322509766
-26.4445705413818,26.2301387786865,45.0949554443359,-20.6816864013672,27.6594924926758,53.5152816772461
-25.0947151184082,27.9775199890137,45.2853736877441,-18.8095417022705,29.8478927612305,53.4937400817871
-23.7522354125977,29.4612483978272,45.0206565856934,-17.2302227020264,31.9145641326904,52.8982048034668
-22.4091396331787,30.7726821899414,44.3463249206543,-15.995756149292,34.0581359863281,51.7845802307129
-21.0517654418945,32.1447639465332,43.3951454162598,-15.0261344909668,36.3450050354004,50.245044708252
-19.789493560791,33.6785392761231,42.2375297546387,-14.2614860534668,38.7183303833008,48.3531150817871
-18.7191295623779,35.3080406188965,40.8784446716309,-13.6854820251465,41.156421661377,46.1977806091309
-17.8764972686768,36.9363708496094,39.305046081543,-13.3055276870728,43.6297912597656,43.8602714538574
-17.2473201751709,38.4715538024902,37.4999465942383,-13.1320133209229,46.0602188110352,41.4300689697266
-16.7752304077148,39.8307723999023,35.4591293334961,-13.2169179916382,48.3874092102051,38.9811859130859
-16.4449253082275,40.9821243286133,33.1967735290527,-13.5987491607666,50.5710639953613,36.5527954101563
-16.298828125,41.9221992492676,30.7439079284668,-14.30690574646,52.553165435791,34.1484794616699
-16.3929481506348,42.6782112121582,28.1610679626465,-15.2209386825562,54.3003883361816,31.8489322662354
-16.7674331665039,43.2981185913086,25.5476970672607,-16.2295360565186,55.8052291870117,29.7138023376465
-17.4078922271729,43.8565635681152,23.0547904968262,-17.2895908355713,57.0913619995117,27.7345523834229
-18.2830619812012,44.4289321899414,20.8375949859619,-18.3587779998779,58.1987800598145,25.8844242095947
-19.3912143707275,45.0507736206055,18.9895286560059,-19.3947429656982,59.1167335510254,24.1533660888672
-20.682674407959,45.7243347167969,17.5367908477783,-20.3617458343506,59.8189888000488,22.5776901245117
-22.0937061309814,46.4421348571777,16.4897918701172,-21.2746810913086,60.2634162902832,21.1971530914307
-23.5602321624756,47.141487121582,15.8328237533569,-22.2023105621338,60.3497543334961,20.0315227508545
-24.8744602203369,47.6765060424805,15.5310258865356,-23.1388053894043,59.9675521850586,19.0887336730957
-25.4206218719482,47.8669357299805,15.6955013275146,-23.8597011566162,59.0865440368652,18.3944129943848
-24.7984066009522,47.6363754272461,16.4102439880371,-24.0649509429932,57.7894706726074,17.9852981567383
-23.2789878845215,47.0645408630371,17.602560043335,,,
-21.0673637390137,46.2783546447754,19.1578216552734,,,
