,0,maxtime,distance,mean_speed,energy,energy_to_dist,corankle,corhip,corknee
0,value,4.054,2.3523,0.5802417365564874,1167.51,496.3269991072567,-0.5491929211077818,0.7502916729566601,0.1866064936962475
